"","name"
"2666","PEX26"
"2667","PABPN1"
"2668","GPX8"
"2669","CCDC43"
"2670","CBX5"
"2671","SLC7A1"
"2672","GALNT2"
"2673","SARM1"
"2674","ARID4B"
"2675","WDFY2"
"2676","C19orf12"
"2677","PTPN12"
"2678","IPO4"
"2679","GEMIN5"
"2680","CARD8"
"2681","PDPR"
"2682","UBXN1"
"2683","QPCTL"
"2684","IKBKG"
"2685","FAM96A"
"2686","TMA16"
"2687","LRP1"
"2688","RGS12"
"2689","TAF8"
"2690","TFAP2A"
"2691","CYP4V2"
"2692","WDR61"
"2693","INCENP"
"2694","EEA1"
"2695","CDKN2D"
"2696","SUMF2"
"2697","CASP2"
"2698","CSGALNACT1"
"2699","ZCCHC11"
"2700","LIN7C"
"2701","MORC3"
"2702","SEPT2"
"2703","TAB1"
"2704","THOC7"
"2705","HLA-DPB1"
"2706","SMN1"
"2707","CTNNBL1"
"2708","PIK3R1"
"2709","RQCD1"
"2710","MIR3916"
"2711","MRPL12"
"2712","YME1L1"
"2713","LZIC"
"2714","TST"
"2715","CCT3"
"2716","LPGAT1"
"2717","MEX3C"
"2718","LZTS1"
"2719","RNF146"
"2720","TIPARP"
"2721","FAM208A"
"2722","ATP5G3"
"2723","SIPA1"
"2724","MGME1"
"2725","DEDD"
"2726","FAM21C"
"2727","ITGA6"
"2728","GHITM"
"2729","REXO2"
"2730","UBE2A"
"2731","HBP1"
"2732","RNFT1"
"2733","PRKAB2"
"2734","KPNA2"
"2735","DPYSL3"
"2736","TCF12"
"2737","MCRS1"
"2738","ESPL1"
"2739","RTKN"
"2740","MSRB1"
"2741","KIAA0226"
"2742","FAS"
"2743","MFN2"
"2744","RILPL1"
"2745","MTMR10"
"2746","POMGNT1"
"2747","TAF5L"
"2748","KLHL42"
"2749","VAMP3"
"2750","DDX55"
"2751","CTDSPL2"
"2752","RPP30"
"2753","SCNM1"
"2754","MDM2"
"2755","SERPINH1"
"2756","TUBB2A"
"2757","PPM1D"
"2758","LCLAT1"
"2759","CTNNBIP1"
"2760","NME1"
"2761","JUN"
"2762","MEGF8"
"2763","COMMD3-BMI1"
"2764","TAP1"
"2765","CHMP1B"
"2766","MAPKBP1"
"2767","ORMDL3"
"2768","CCND1"
"2769","MKRN2"
"2770","LSM4"
"2771","ANKRD40"
"2772","FGFR1"
"2773","GPATCH3"
"2774","NDUFB10"
"2775","ATP2C1"
"2776","MORF4L2"
"2777","CAB39"
"2778","SND1"
"2779","EIF2B5"
"2780","HDAC8"
"2781","RNF215"
"2782","GNS"
"2783","SDHA"
"2784","PHIP"
"2785","CEP85"
"2786","TRIM63"
"2787","MON1B"
"2788","NOP16"
"2789","CARS"
"2790","RPS19"
"2791","PTBP3"
"2792","MVP"
"2793","DRG1"
"2794","MLLT1"
"2795","SMARCA2"
"2796","RABL6"
"2797","OPA1"
"2798","BCL9"
"2799","ITGB5"
"2800","NDFIP1"
"2801","TBC1D9B"
"2802","SLC25A40"
"2803","CEP170B"
"2804","COL16A1"
"2805","ILF3"
"2806","AP3S2"
"2807","POLR3B"
"2808","ERBB3"
"2809","ZNF428"
"2810","EYA4"
"2811","NUP153"
"2812","TVP23B"
"2813","EDEM1"
"2814","COTL1"
"2815","MSMO1"
"2816","TGFA"
"2817","PRKAR1A"
"2818","CD276"
"2819","MRPS26"
"2820","NUCKS1"
"2821","MIEN1"
"2822","PPIA"
"2823","CERS2"
"2824","LDB1"
"2825","NR2C2AP"
"2826","TSKU"
"2827","EIF3C"
"2828","RAD51"
"2829","CAV1"
"2830","DHX30"
"2831","ATF6"
"2832","NES"
"2833","PSMD5"
"2834","ANKH"
"2835","CUEDC1"
"2836","EZR"
"2837","KIF3B"
"2838","DCAF16"
"2839","CEP170"
"2840","MAP2K7"
"2841","ICK"
"2842","FAM208B"
"2843","PIAS3"
"2844","AGPAT3"
"2845","C5orf51"
"2846","UNG"
"2847","TLE3"
"2848","FBRS"
"2849","UBE2D4"
"2850","SECISBP2"
"2851","MIR148A"
"2852","VPS26A"
"2853","NFKBIZ"
"2854","ATPAF1"
"2855","ERBB2"
"2856","DDX19B"
"2857","CD68"
"2858","PPP6C"
"2859","KIAA0141"
"2860","PIGB"
"2861","MOB1A"
"2862","GTF3C2"
"2863","TK1"
"2864","PNISR"
"2865","NARS"
"2866","NADK"
"2867","MID1"
"2868","CNOT6"
"2869","THOC1"
"2870","COG3"
"2871","ACOX1"
"2872","SNAPC3"
"2873","HNRNPL"
"2874","DPH2"
"2875","AP1G1"
"2876","VAMP2"
"2877","DEPTOR"
"2878","AKT2"
"2879","C16orf59"
"2880","PPARD"
"2881","FKBP5"
"2882","DUSP6"
"2883","HIST1H4J"
"2884","NFS1"
"2885","NDUFV3"
"2886","PPFIA3"
"2887","CERS1"
"2888","KBTBD6"
"2889","DAPK1"
"2890","MIOS"
"2891","TMEM184B"
"2892","CASC3"
"2893","IMPA1"
"2894","SHISA5"
"2895","RBBP6"
"2896","TXNL1"
"2897","HBEGF"
"2898","MAP2K3"
"2899","EPS8"
"2900","CIT"
"2901","TMEM9B"
"2902","ELP3"
"2903","TALDO1"
"2904","USP25"
"2905","ZMYND11"
"2906","MAPK3"
"2907","COMMD2"
"2908","TEAD4"
"2909","RCAN3"
"2910","RAB8B"
"2911","HSP90B1"
"2912","SELT"
"2913","IQGAP1"
"2914","NDEL1"
"2915","CLPP"
"2916","GOSR1"
"2917","SYNM"
"2918","CIC"
"2919","SNRNP48"
"2920","PPP3CA"
"2921","GINS3"
"2922","FSTL1"
"2923","ZNF512B"
"2924","ELOVL5"
"2925","SKIL"
"2926","ISY1"
"2927","TXLNA"
"2928","BLOC1S6"
"2929","ALDH3A2"
"2930","PHTF2"
"2931","BCAP31"
"2932","ZMIZ1"
"2933","PRDX4"
"2934","PAPD4"
"2935","TMED9"
"2936","HNRNPU"
"2937","RAPGEF2"
"2938","KLC2"
"2939","TMEM115"
"2940","DDX3X"
"2941","ARPC5L"
"2942","SYNCRIP"
"2943","CREG1"
"2944","GSKIP"
"2945","PAK2"
"2946","SESTD1"
"2947","FKBP4"
"2948","SNN"
"2949","ERI1"
"2950","SREK1IP1"
"2951","CDC37"
"2952","IARS"
"2953","KNTC1"
"2954","SNRPE"
"2955","TKT"
"2956","B3GAT3"
"2957","KANSL1"
"2958","PBX2"
"2959","NUPL2"
"2960","BAZ1A"
"2961","RPL7"
"2962","STMN3"
"2963","FAM101B"
"2964","CDK8"
"2965","GNAT2"
"2966","MTRF1L"
"2967","PSMC3IP"
"2968","DNAL1"
"2969","TRIP12"
"2970","LYRM2"
"2971","YY1AP1"
"2972","RUNX3"
"2973","CACUL1"
"2974","MIPEP"
"2975","DUS2"
"2976","ETV4"
"2977","SNX3"
"2978","WIZ"
"2979","C9orf114"
"2980","APOBEC3C"
"2981","PEX6"
"2982","GINS2"
"2983","TNKS1BP1"
"2984","AFF1"
"2985","RAD9A"
"2986","UFL1"
"2987","GMPS"
"2988","TAPBP"
"2989","SLC39A14"
"2990","SNAI2"
"2991","CERS4"
"2992","BCL7A"
"2993","PPP1R10"
"2994","MBTPS1"
"2995","HUWE1"
"2996","USP13"
"2997","CREBBP"
"2998","BIRC6"
"2999","WASF1"
"3000","PDXK"
"3001","QTRTD1"
"3002","DNAJB11"
"3003","FPGS"
"3004","CENPT"
"3005","VGF"
"3006","TNFRSF10B"
"3007","RPS7"
"3008","FBXO45"
"3009","EXO1"
"3010","C5orf24"
"3011","PAPOLA"
"3012","PMEL"
"3013","SEC63"
"3014","CEP350"
"3015","ZNF652"
"3016","ACADS"
"3017","OXA1L"
"3018","SEC23B"
"3019","SNX12"
"3020","LMBR1L"
"3021","CLSTN1"
"3022","PYGL"
"3023","WDR70"
"3024","ZCCHC9"
"3025","OXCT1"
"3026","KIF1C"
"3027","IRF2BPL"
"3028","BTG2"
"3029","DPM2"
"3030","SPRYD4"
"3031","KCTD15"
"3032","TBC1D7"
"3033","CDKN2C"
"3034","ATE1"
"3035","TAOK2"
"3036","ABL2"
"3037","ZNF384"
"3038","MCTS1"
"3039","NEK6"
"3040","GOLT1B"
"3041","GYS1"
"3042","CTTN"
"3043","SP1"
"3044","NOL7"
"3045","WARS"
"3046","GPR89A"
"3047","MRPL4"
"3048","OAZ1"
"3049","TPM1"
"3050","TMEM41A"
"3051","FANCL"
"3052","IP6K1"
"3053","SSR1"
"3054","LONRF1"
"3055","WFS1"
"3056","RBM4B"
"3057","SBNO2"
"3058","BCL2L1"
"3059","WDR18"
"3060","CDC7"
"3061","FLNA"
"3062","EMC3"
"3063","ABLIM3"
"3064","MON2"
"3065","SYAP1"
"3066","NBR1"
"3067","ESR1"
"3068","ATP6V1E1"
"3069","COIL"
"3070","RPS6"
"3071","EXTL3"
"3072","PPP1R37"
"3073","CCDC47"
"3074","CDC42BPB"
"3075","PCNA"
"3076","POP1"
"3077","C9orf64"
"3078","TICRR"
"3079","ATP5G1"
"3080","MCM7"
"3081","PHB2"
"3082","ANKRD50"
"3083","ACLY"
"3084","SOS1"
"3085","SLC39A6"
"3086","CRAMP1L"
"3087","FN1"
"3088","FAM3C"
"3089","MFSD1"
"3090","TOLLIP"
"3091","SMCO4"
"3092","UBE2D2"
"3093","NEK7"
"3094","COPZ1"
"3095","BTG1"
"3096","LRIF1"
"3097","IRS2"
"3098","BLM"
"3099","VARS"
"3100","MKI67"
"3101","HNF4A"
"3102","RARS"
"3103","DNM1L"
"3104","DMXL2"
"3105","NUDT19"
"3106","SLC30A6"
"3107","PYCARD"
"3108","EHBP1"
"3109","TAF15"
"3110","SUPT5H"
"3111","SMO"
"3112","SREBF2"
"3113","MTMR1"
"3114","APOE"
"3115","NDUFS6"
"3116","SKA3"
"3117","TAF1C"
"3118","RPS6KA5"
"3119","SEC61A1"
"3120","PIGX"
"3121","MRPS14"
"3122","SEPN1"
"3123","GAA"
"3124","B4GALT2"
"3125","ZBTB38"
"3126","PTP4A2"
"3127","ADM"
"3128","AHI1"
"3129","MAPRE1"
"3130","MCM6"
"3131","EIF3M"
"3132","MOB3A"
"3133","LAMA4"
"3134","MYCBP2"
"3135","APOPT1"
"3136","FKBP1A"
"3137","DYNC1LI2"
"3138","DCAF13"
"3139","TP53I3"
"3140","GTPBP10"
"3141","C2CD5"
"3142","TCF3"
"3143","CTR9"
"3144","MYO9A"
"3145","PTPRF"
"3146","ADRM1"
"3147","CDC42SE1"
"3148","SERINC3"
"3149","RING1"
"3150","IKBKB"
"3151","FAM60A"
"3152","DIABLO"
"3153","ASNS"
"3154","ATG5"
"3155","PSMG4"
"3156","ZC3H11A"
"3157","TAF7"
"3158","STXBP5"
"3159","QRICH1"
"3160","TLDC1"
"3161","ARHGEF10"
"3162","SEMA5A"
"3163","ADCK2"
"3164","PTPRJ"
"3165","TTC33"
"3166","SPTAN1"
"3167","PHF21A"
"3168","RAB35"
"3169","ATXN1L"
"3170","TNIP1"
"3171","C12orf49"
"3172","YTHDC2"
"3173","PAG1"
"3174","AARS"
"3175","GEMIN6"
"3176","TOMM40"
"3177","KTN1"
"3178","GINM1"
"3179","PFKL"
"3180","IVNS1ABP"
"3181","GSTP1"
"3182","SOCS4"
"3183","PSKH1"
"3184","ZNF395"
"3185","FUNDC2"
"3186","CPT2"
"3187","ZNF148"
"3188","HHAT"
"3189","TUBGCP2"
"3190","MTRR"
"3191","ITM2B"
"3192","SLFN11"
"3193","CAD"
"3194","UBLCP1"
"3195","NDE1"
"3196","WASL"
"3197","BAZ1B"
"3198","ANKRD12"
"3199","UBA2"
"3200","FTO"
"3201","DCP1A"
"3202","IL1RAP"
"3203","STAM2"
"3204","PKM"
"3205","PRKCI"
"3206","CMSS1"
"3207","ZNF770"
"3208","TPRG1L"
"3209","PTPRG"
"3210","THRAP3"
"3211","ZDHHC6"
"3212","CDC123"
"3213","VAV2"
"3214","ARRB2"
"3215","TMEM8A"
"3216","FOS"
"3217","NSFL1C"
"3218","ARL6IP1"
"3219","FNDC3A"
"3220","CDCA7"
"3221","NPHP3"
"3222","METTL14"
"3223","LATS2"
"3224","GEMIN7"
"3225","HPRT1"
"3226","SCAMP3"
"3227","RPS24"
"3228","MTOR"
"3229","RNF2"
"3230","GNB2L1"
"3231","PANK2"
"3232","FTSJ3"
"3233","CTDP1"
"3234","DNAJC10"
"3235","GABARAPL1"
"3236","PARP9"
"3237","NOSIP"
"3238","PHF20"
"3239","CNOT4"
"3240","HN1L"
"3241","FAM216A"
"3242","TMEM164"
"3243","RPS15"
"3244","DNLZ"
"3245","SLMAP"
"3246","ZSCAN29"
"3247","PTP4A1"
"3248","ROCK1"
"3249","JTB"
"3250","SOCS5"
"3251","ATP11B"
"3252","EGR1"
"3253","PIGG"
"3254","CDK16"
"3255","VBP1"
"3256","ITM2C"
"3257","CBX2"
"3258","TAX1BP3"
"3259","EPB41"
"3260","PSPC1"
"3261","MRPS30"
"3262","HSF2"
"3263","FANCA"
"3264","ZNF544"
"3265","MAP3K10"
"3266","SLC31A1"
"3267","XPR1"
"3268","ARL6IP5"
"3269","MRPL10"
"3270","FOXN3"
"3271","IFI16"
"3272","GPBP1L1"
"3273","VPS35"
"3274","FXYD5"
"3275","RPL9"
"3276","CDK9"
"3277","FAM129A"
"3278","COPA"
"3279","SNX30"
"3280","PURB"
"3281","NAA20"
"3282","JUNB"
"3283","KIAA1586"
"3284","SMARCA1"
"3285","LIMD2"
"3286","CDKN1C"
"3287","GOLIM4"
"3288","SPPL3"
"3289","MAGEF1"
"3290","RPL41"
"3291","ALKBH4"
"3292","VPS52"
"3293","ACACA"
"3294","SSH2"
"3295","TRAIP"
"3296","PNRC1"
"3297","ZNF609"
"3298","PRKD3"
"3299","PDIA4"
"3300","MSN"
"3301","ZNF704"
"3302","TRAF1"
"3303","USP36"
"3304","KIF3A"
"3305","TM4SF1"
"3306","ADI1"
"3307","KAT6A"
"3308","SCAF4"
"3309","NCS1"
"3310","EPHA2"
"3311","BIRC7"
"3312","CEP104"
"3313","ETNK1"
"3314","PMF1"
"3315","PGAM5"
"3316","ZNF562"
"3317","HDGF"
"3318","MCM4"
"3319","CCDC6"
"3320","KIF11"
"3321","CLIP1"
"3322","DHX33"
"3323","PGK1"
"3324","FLAD1"
"3325","MCC"
"3326","STRN3"
"3327","SPHK2"
"3328","TRAK2"
"3329","SART1"
"3330","CHTF18"
"3331","SH2B3"
"3332","NOL9"
"3333","DPP8"
"3334","PIP5K1A"
"3335","DDX23"
"3336","FAIM"
"3337","CHMP2A"
"3338","CLTC"
"3339","HGF"
"3340","DCT"
"3341","SIRT2"
"3342","AEBP2"
"3343","CD81"
"3344","SMARCA4"
"3345","SLC25A19"
"3346","SSSCA1"
"3347","MIEF1"
"3348","ATP5F1"
"3349","NEU1"
"3350","LIMS1"
"3351","AKAP8"
"3352","INTS10"
"3353","UBXN2B"
"3354","ID3"
"3355","LACTB2"
"3356","NIN"
"3357","ARMC7"
"3358","PPIL1"
"3359","PON2"
"3360","CTNNA1"
"3361","SCAMP4"
"3362","COX15"
"3363","GAS5"
"3364","RPF1"
"3365","IGSF3"
"3366","AMD1"
"3367","PFAS"
"3368","CDH2"
"3369","WWP1"
"3370","SLC35D2"
"3371","MCPH1"
"3372","MMP15"
"3373","EMC2"
"3374","PRKCE"
"3375","TSEN15"
"3376","SUPT16H"
"3377","NAA10"
"3378","RIOK3"
"3379","GMPPA"
"3380","ZNF146"
"3381","ZNF134"
"3382","CTSA"
"3383","MIR222"
"3384","CCNDBP1"
"3385","KPTN"
"3386","JAG1"
"3387","APEH"
"3388","TTC7B"
"3389","UBQLN1"
"3390","RPTOR"
"3391","EPS15"
"3392","RICTOR"
"3393","TXN"
"3394","SLC35C2"
"3395","IQCB1"
"3396","RBM23"
"3397","RGL2"
"3398","STK24"
"3399","EIF5A2"
"3400","BTRC"
"3401","RAB11B"
"3402","ING1"
"3403","TXNDC12"
"3404","SMDT1"
"3405","POLE"
"3406","HABP4"
"3407","PACSIN3"
"3408","NDUFA4"
"3409","BZW1"
"3410","PFN1"
"3411","NUBP2"
"3412","GNAI2"
"3413","MIR25"
"3414","MAPK6"
"3415","WNT7B"
"3416","WDR3"
"3417","C11orf58"
"3418","RPS18"
"3419","ANP32A"
"3420","HDAC7"
"3421","GOLM1"
"3422","SSBP2"
"3423","SPC24"
"3424","VPS13D"
"3425","TOR1AIP1"
"3426","SMARCD1"
"3427","MASTL"
"3428","PDE4DIP"
"3429","TJAP1"
"3430","KPNA1"
"3431","UBTD2"
"3432","REV3L"
"3433","GRAMD4"
"3434","PIP4K2A"
"3435","RARG"
"3436","ALG3"
"3437","IDS"
"3438","NSDHL"
"3439","KLF6"
"3440","PALLD"
"3441","ARID3A"
"3442","MTHFD1L"
"3443","RIOK2"
"3444","SPDL1"
"3445","ABCF3"
"3446","DLAT"
"3447","SNF8"
"3448","CLU"
"3449","U2AF2"
"3450","SGTA"
"3451","TMEM97"
"3452","CHPF2"
"3453","LIG1"
"3454","CCDC25"
"3455","NUP210"
"3456","RPL4"
"3457","TRIM33"
"3458","FAM134A"
"3459","IK"
"3460","MGLL"
"3461","DNAJC5"
"3462","CAMSAP2"
"3463","BAG3"
"3464","F2R"
"3465","SRP19"
"3466","HERPUD2"
"3467","NDUFA5"
"3468","SNRNP200"
"3469","CNDP2"
"3470","HK2"
"3471","DNPEP"
"3472","MLLT4"
"3473","TFAP2C"
"3474","CCDC71"
"3475","ECT2"
"3476","PTPRM"
"3477","NBPF15"
"3478","CDK14"
"3479","LAPTM4A"
"3480","RAB4A"
"3481","WASH3P"
"3482","RPA1"
"3483","MYB"
"3484","APOBEC3B"
"3485","PEX1"
"3486","HARS"
"3487","PPA1"
"3488","N4BP1"
"3489","TUBA1B"
"3490","RAB7A"
"3491","EWSR1"
"3492","NIPBL"
"3493","GAK"
"3494","FNIP1"
"3495","TTPAL"
"3496","RSL1D1"
"3497","NOP56"
"3498","DHX16"
"3499","ABCE1"
"3500","GIGYF1"
"3501","STIM1"
"3502","CKAP2"
"3503","MAGEA2B"
"3504","FAM160B2"
"3505","SYNGR2"
"3506","XAF1"
"3507","WWTR1"
"3508","TACC1"
"3509","PREPL"
"3510","MARCH6"
"3511","LIX1L"
"3512","HIF1AN"
"3513","RUSC1"
"3514","LEPROTL1"
"3515","WRNIP1"
"3516","TMBIM1"
"3517","MGMT"
"3518","MYO18A"
"3519","FOXRED1"
"3520","MRPL3"
"3521","SLC25A44"
"3522","GRINA"
"3523","PAWR"
"3524","TUBGCP4"
"3525","LEF1"
"3526","USP28"
"3527","TBC1D4"
"3528","STYX"
"3529","CREBL2"
"3530","DDX10"
"3531","SRGAP2"
"3532","TRIM56"
"3533","BTAF1"
"3534","NBPF14"
"3535","TEX261"
"3536","SMARCD2"
"3537","NELFB"
"3538","DDX46"
"3539","USP54"
"3540","AGBL5"
"3541","MAPK1"
"3542","RBL1"
"3543","CHERP"
"3544","LRRC16A"
"3545","THOP1"
"3546","TMEM241"
"3547","C15orf38-AP3S2"
"3548","ZHX1"
"3549","GOLGA8B"
"3550","POGZ"
"3551","SUN2"
"3552","ENO1"
"3553","CFL1"
"3554","CCNI"
"3555","FLNB"
"3556","STX4"
"3557","ZBTB21"
"3558","GNAI1"
"3559","PGD"
"3560","STARD7"
"3561","PFDN2"
"3562","NFATC3"
"3563","SS18"
"3564","FBXO5"
"3565","AAMP"
"3566","SSFA2"
"3567","ZNF584"
"3568","DBF4"
"3569","FAM120A"
"3570","PLGRKT"
"3571","EED"
"3572","MAP3K14"
"3573","GOLGA3"
"3574","TBL1XR1"
"3575","LDOC1L"
"3576","H3F3B"
"3577","MOCS3"
"3578","CD2BP2"
"3579","NOTCH2"
"3580","NT5C3B"
"3581","TYW3"
"3582","LCOR"
"3583","TERF2"
"3584","RRAS"
"3585","CCNE1"
"3586","MYCBP"
"3587","CSTF2T"
"3588","COX7B"
"3589","METAP2"
"3590","BAP1"
"3591","C2orf68"
"3592","DMXL1"
"3593","ZW10"
"3594","RWDD1"
"3595","POLR3F"
"3596","ZFAND5"
"3597","CCDC34"
"3598","FOXD3"
"3599","STAG2"
"3600","RBL2"
"3601","LRRC8A"
"3602","ELK4"
"3603","DNASE2"
"3604","CD59"
"3605","DDR1"
"3606","GLRX5"
"3607","TBC1D13"
"3608","CCNK"
"3609","MESDC2"
"3610","APAF1"
"3611","SRRD"
"3612","VPS53"
"3613","CAST"
"3614","C12orf29"
"3615","UBE2G1"
"3616","RRM1"
"3617","GNE"
"3618","GLUD1"
"3619","SLC44A1"
"3620","ANXA11"
"3621","H1F0"
"3622","CYFIP2"
"3623","SV2A"
"3624","MARCKS"
"3625","GJB1"
"3626","MALAT1"
"3627","SLC25A30"
"3628","RHOBTB3"
"3629","STRIP1"
"3630","JAZF1"
"3631","UFM1"
"3632","PHPT1"
"3633","NAA30"
"3634","WAC"
"3635","NSMF"
"3636","FN3KRP"
"3637","EXOC6B"
"3638","QSER1"
"3639","TATDN2"
"3640","HELLS"
"3641","ACAA1"
"3642","HLA-A"
"3643","GADD45A"
"3644","KBTBD2"
"3645","ZYX"
"3646","TCF7"
"3647","SEC14L1"
"3648","TMEM185B"
"3649","FEZ2"
"3650","RBM8A"
"3651","NNT"
"3652","MAPK1IP1L"
"3653","SKIV2L2"
"3654","MIER2"
"3655","RALGPS2"
"3656","TRIM23"
"3657","ILF2"
"3658","FIP1L1"
"3659","MTMR12"
"3660","REPS1"
"3661","IFIT3"
"3662","PPM1G"
"3663","AAK1"
"3664","YY1"
"3665","DPY19L1"
"3666","MED21"
"3667","MAGEA6"
"3668","JAK1"
"3669","CELF1"
"3670","PSAP"
"3671","RBM22"
"3672","BCL2"
"3673","RAB21"
"3674","FKBP9"
"3675","LIMD1"
"3676","TMF1"
"3677","ARFIP2"
"3678","C20orf24"
"3679","RBM39"
"3680","CS"
"3681","WDR36"
"3682","SNX27"
"3683","NRBF2"
"3684","SQLE"
"3685","PPAPDC1A"
"3686","YWHAZ"
"3687","BLOC1S2"
"3688","RNF20"
"3689","GNAQ"
"3690","GPC1"
"3691","CSNK1G1"
"3692","POC1A"
"3693","CAPZB"
"3694","NFATC2IP"
"3695","TOX4"
"3696","ZCRB1"
"3697","RPRD2"
"3698","SNX7"
"3699","CAPZA1"
"3700","GDF15"
"3701","TIMM23"
"3702","TONSL"
"3703","SMC2"
"3704","BFAR"
"3705","SGK3"
"3706","WAPAL"
"3707","MAP3K13"
"3708","C15orf57"
"3709","HAUS3"
"3710","FZD1"
"3711","DIDO1"
"3712","PLD1"
"3713","CLPTM1L"
"3714","MRPS16"
"3715","TCEB3"
"3716","ATMIN"
"3717","COX20"
"3718","NCOR2"
"3719","DDA1"
"3720","GPBP1"
"3721","NINJ1"
"3722","DYRK1A"
"3723","FUCA1"
"3724","PHACTR4"
"3725","AKAP10"
"3726","GABARAPL2"
"3727","TNF"
"3728","AP5Z1"
"3729","GPN2"
"3730","SLC26A2"
"3731","SORD"
"3732","ARMCX6"
"3733","COPB2"
"3734","NECAP1"
"3735","SET"
"3736","SCRN1"
"3737","SLC12A7"
"3738","HNRNPM"
"3739","SOCS6"
"3740","CCDC115"
"3741","EIF4E2"
"3742","ARPC5"
"3743","JMJD6"
"3744","CEP250"
"3745","RAI14"
"3746","GPR107"
"3747","PPP4C"
"3748","PIK3CA"
"3749","ENTPD4"
"3750","WDR4"
"3751","CDC25C"
"3752","WRB"
"3753","NSMAF"
"3754","ADNP"
"3755","GOLPH3"
"3756","ZNF721"
"3757","NDUFB6"
"3758","DNTTIP2"
"3759","ZNF451"
"3760","BCL10"
"3761","PRKCQ"
"3762","NR1D1"
"3763","TMEM184C"
"3764","FUBP3"
"3765","HMGXB3"
"3766","NEK2"
"3767","PRPF6"
"3768","AGPAT6"
"3769","FAM199X"
"3770","CKAP2L"
"3771","RBM25"
"3772","HIST3H2A"
"3773","EMC6"
"3774","BET1"
"3775","GMFB"
"3776","NDST1"
"3777","PRUNE"
"3778","SCYL2"
"3779","GDE1"
"3780","MTPN"
"3781","USP39"
"3782","GNPDA1"
"3783","PAK3"
"3784","ATP5O"
"3785","TMEM120B"
"3786","LBR"
"3787","AURKA"
"3788","UTP14A"
"3789","ARFGEF2"
"3790","BUB3"
"3791","SLC30A5"
"3792","LRRC28"
"3793","GFER"
"3794","RPLP1"
"3795","MRPL16"
"3796","SDF4"
"3797","NF2"
"3798","ZNF227"
"3799","MCM3"
"3800","ZNF266"
"3801","LTA4H"
"3802","RNF11"
"3803","CROT"
"3804","ZNF707"
"3805","WEE1"
"3806","GNG2"
"3807","NCKIPSD"
"3808","B4GALT3"
"3809","KIFC1"
"3810","NXT2"
"3811","H6PD"
"3812","PA2G4"
"3813","AIP"
"3814","YIPF2"
"3815","MRPS21"
"3816","MIR137"
"3817","CASP3"
"3818","ALDH7A1"
"3819","B3GALNT2"
"3820","RCC1"
"3821","ADH5"
"3822","SIGMAR1"
"3823","PUM2"
"3824","IL10"
"3825","ALS2"
"3826","NUP43"
"3827","ENG"
"3828","GLO1"
"3829","XRCC2"
"3830","PHF8"
"3831","LIMCH1"
"3832","MAML1"
"3833","NR2C2"
"3834","TBC1D14"
"3835","COL4A1"
"3836","ATAD2"
"3837","CHCHD4"
"3838","TANK"
"3839","CLOCK"
"3840","GATAD2A"
"3841","BRPF3"
"3842","DDX20"
"3843","CDC27"
"3844","CTNNAL1"
"3845","CLTB"
"3846","PPP1R11"
"3847","C6orf89"
"3848","GTPBP2"
"3849","RPL27"
"3850","EXOC7"
"3851","MOAP1"
"3852","SMAP1"
"3853","PPRC1"
"3854","RBBP9"
"3855","IQCE"
"3856","AMACR"
"3857","G6PD"
"3858","HSPA5"
"3859","GPD1L"
"3860","IRF9"
"3861","DBR1"
"3862","MTMR14"
"3863","KIF16B"
"3864","ZNF224"
"3865","KDM5A"
"3866","ING2"
"3867","RPF2"
"3868","PDS5A"
"3869","LATS1"
"3870","EMC1"
"3871","VTA1"
"3872","ACOT2"
"3873","UBE2H"
"3874","GPD2"
"3875","HK1"
"3876","LDHA"
"3877","MIR34A"
"3878","MIRLET7B"
"3879","ZSCAN25"
"3880","FAM53C"
"3881","WDFY1"
"3882","UBQLN2"
"3883","DNAJB1"
"3884","CARHSP1"
"3885","MSH2"
"3886","VEZT"
"3887","KIF2C"
"3888","MTO1"
"3889","SLC27A1"
"3890","CAPN7"
"3891","BRD1"
"3892","KIAA0368"
"3893","VASP"
"3894","ABCB9"
"3895","FBXL17"
"3896","EIF2A"
"3897","BHLHE40"
"3898","ARF6"
"3899","RNF149"
"3900","POP4"
"3901","ZFR"
"3902","SSX2IP"
"3903","OPTN"
"3904","DCUN1D5"
"3905","RBM6"
"3906","TMEM161A"
"3907","C2orf69"
"3908","UGP2"
"3909","OSBPL3"
"3910","PBK"
"3911","RHOB"
"3912","PDE12"
"3913","FAF1"
"3914","ITGB1"
"3915","NVL"
"3916","KPNA6"
"3917","TMED4"
"3918","RAB31"
"3919","KLF13"
"3920","MALT1"
"3921","ZSWIM8"
"3922","RRN3"
"3923","QTRT1"
"3924","SLC33A1"
"3925","TMOD3"
"3926","TRMT2A"
"3927","DDAH2"
"3928","GFM2"
"3929","TBL2"
"3930","RIOK1"
"3931","ETV6"
"3932","UBE2I"
"3933","TJP2"
"3934","RBM28"
"3935","RPL8"
"3936","CSNK1G2"
"3937","RSPRY1"
"3938","PAIP1"
"3939","STOML2"
"3940","PRRC2A"
"3941","ISCA2"
"3942","CCDC88A"
"3943","CHD3"
"3944","TCERG1"
"3945","RERE"
"3946","CORO1C"
"3947","KIF5B"
"3948","GGCX"
"3949","ECH1"
"3950","C9orf89"
"3951","PROSER1"
"3952","STXBP1"
"3953","PLXND1"
"3954","C1orf43"
"3955","C10orf32"
"3956","EML4"
"3957","PKN1"
"3958","NCSTN"
"3959","MELK"
