,source_name,target_name
9237,TP53,NEK2
9238,MIR92A2,NEK6
9239,MIR101-2,NEK7
9240,MIRLET7B,NEK9
9241,MIR205,NEK9
9242,MIR149,NELFB
9243,MIR203A,NETO2
9244,POLE2,NF1
9245,MIR9-3,NF1
9246,CREB1,NF1
9247,STMN1,NF1
9248,ITGA5,NF1
9249,MIR92A2,NF2
9250,MIR25,NF2
9251,MIR31,NF2
9252,FTH1,NFATC2
9253,BACE1,NFATC2
9254,MMP1,NFATC2
9255,ITGB3,NFATC2
9256,HMOX1,NFATC2
9257,PTGS2,NFATC2
9258,NT5E,NFATC2
9259,IRF4,NFATC2
9260,MIR31,NFATC2IP
9261,MIR92A2,NFATC2IP
9262,PTGS2,NFATC3
9263,NFATC3,NFATC3
9264,MIR9-3,NFATC3
9265,PPP3CA,NFATC3
9266,MIR214,NFIC
9267,HRAS,NFIC
9268,MIR149,NFIC
9269,SLC25A5,NFIC
9270,ITGA6,NFIX
9271,ELF1,NFKB1
9272,BCL2A1,NFKB1
9273,TNF,NFKB1
9274,COL4A3BP,NFKB1
9275,SLC3A2,NFKB1
9276,HLA-C,NFKB1
9277,BTRC,NFKB1
9278,MMP1,NFKB1
9279,TANK,NFKB1
9280,IL1B,NFKB1
9281,HMOX1,NFKB1
9282,CSF1,NFKB1
9283,SIN3A,NFKB1
9284,BAK1,NFKB1
9285,CXCL1,NFKB1
9286,UBE2D3,NFKB1
9287,EGR1,NFKB1
9288,HDAC8,NFKB1
9289,PIK3CA,NFKB1
9290,GCLC,NFKB1
9291,GNAI2,NFKB1
9292,UBE2M,NFKB1
9293,SAT1,NFKB1
9294,RELA,NFKB1
9295,APP,NFKB1
9296,VEGFA,NFKB1
9297,GSTP1,NFKB1
9298,RBPJ,NFKB1
9299,APOE,NFKB1
9300,PTGS2,NFKB1
9301,POLK,NFKB1
9302,TAP1,NFKB1
9303,TP53,NFKB1
9304,XRCC5,NFKB1
9305,B2M,NFKB1
9306,FASLG,NFKB1
9307,ICAM1,NFKB1
9308,PLAUR,NFKB1
9309,BCL3,NFKB1
9310,DIABLO,NFKB1
9311,SND1,NFKB1
9312,IKBKB,NFKB1
9313,ST8SIA1,NFKB1
9314,TCF12,NFKB1
9315,TNFRSF10B,NFKB1
9316,MYLK,NFKB1
9317,ATM,NFKB1
9318,CCND1,NFKB1
9319,XRCC6,NFKB1
9320,SDC4,NFKB1
9321,MIR34A,NFKB1
9322,IL6,NFKB1
9323,ING2,NFKB1
9324,NFKB1,NFKB1
9325,MIR146A,NFKB1
9326,BCL10,NFKB1
9327,SPP1,NFKB1
9328,FAS,NFKB1
9329,ILK,NFKB1
9330,MIR9-3,NFKB1
9331,ETS1,NFKB1
9332,MAT2A,NFKB1
9333,AHR,NFKB1
9334,GADD45B,NFKB1
9335,IRF4,NFKB1
9336,PTK2,NFKB1
9337,GADD45A,NFKB1
9338,AMOTL1,NFKB1
9339,TNFAIP3,NFKB1
9340,FOXD3,NFKB1
9341,NR3C1,NFKB1
9342,S100A6,NFKB1
9343,CSNK1A1,NFKB1
9344,RELA,NFKB2
9345,NFKB2,NFKB2
9346,MCL1,NFKB2
9347,MIRLET7B,NFU1
9348,LPIN1,NFYA
9349,MIR203A,NFYA
9350,EPHX1,NFYA
9351,FXR2,NFYA
9352,FTH1,NFYA
9353,EZH2,NFYA
9354,CCNB1,NFYA
9355,POLA1,NFYA
9356,E2F1,NFYA
9357,ZNF267,NFYA
9358,HSD17B7,NFYA
9359,TXNIP,NFYA
9360,STMN1,NFYA
9361,ACTB,NFYA
9362,CDK1,NFYA
9363,TGFBR2,NFYA
9364,CDKN1A,NFYA
9365,VLDLR,NFYA
9366,SARS2,NFYA
9367,TP53,NFYA
9368,CDKN1B,NFYA
9369,CAT,NFYA
9370,GGCT,NFYA
9371,HLA-DRA,NFYA
9372,CHEK2,NFYA
9373,FCGR2A,NFYB
9374,MIR149,NGFR
9375,MIRLET7B,NHLRC3
9376,MIR3916,NHLRC3
9377,MIR149,NHP2L1
9378,MIR92A2,NHSL1
9379,SP1,NID1
9380,MIR92A2,NID1
9381,MIR29B2,NID1
9382,ETV4,NID1
9383,MIR9-3,NIN
9384,MIR205,NIN
9385,TP53,NINJ1
9386,MIR149,NIPA1
9387,MIR9-3,NIPA1
9388,MIR205,NIPA2
9389,MIR29A,NKIRAS2
9390,MIR29B2,NKIRAS2
9391,MIR92A2,NKIRAS2
9392,MIR222,NKRF
9393,MIR149,NKRF
9394,MEF2A,NLK
9395,MIR101-2,NLK
9396,STAT3,NLK
9397,STAT3,NME1
9398,MIRLET7B,NME4
9399,MIR193B,NME4
9400,MIRLET7B,NME6
9401,MIR29B2,NNT
9402,MIR193B,NOA1
9403,MIRLET7B,NOA1
9404,MIR149,NOA1
9405,MIR155,NOB1
9406,MIR149,NOC2L
9407,MIR149,NOL10
9408,SP1,NOL7
9409,MYC,NOL7
9410,MIR31,NOL9
9411,MIR9-3,NOL9
9412,MIR155,NOLC1
9413,MIRLET7B,NOLC1
9414,MIR222,NOLC1
9415,CREB1,NOLC1
9416,NFKB1,NOLC1
9417,MIR149,NOMO3
9418,MIRLET7B,NOMO3
9419,MIR149,NONO
9420,MIR193B,NONO
9421,RPL36,NONO
9422,RPL18,NONO
9423,SLC25A3,NONO
9424,RPS15A,NONO
9425,MIR148A,NONO
9426,RPS24,NONO
9427,RPS15,NONO
9428,MIRLET7B,NOP14
9429,MYC,NOP16
9430,MIR101-2,NOP2
9431,SP1,NOP2
9432,MIR31,NOP56
9433,STAT3,NOTCH1
9434,CREM,NOTCH1
9435,PTEN,NOTCH1
9436,TP53,NOTCH1
9437,RELA,NOTCH1
9438,MYC,NOTCH2
9439,NOTCH2,NOTCH2
9440,CDKN1A,NOTCH2
9441,ADAM10,NOTCH2
9442,HES6,NOTCH2
9443,NRG1,NOTCH2
9444,NOTCH1,NOTCH2
9445,JAG1,NOTCH2
9446,MIR29B2,NOTCH2
9447,MCAM,NOTCH2
9448,MIR92A2,NOTCH2
9449,NUMB,NOTCH2
9450,MIR205,NOTCH2
9451,DLL4,NOTCH2
9452,ADAM17,NOTCH2
9453,MIR25,NOTCH2
9454,HEY2,NOTCH2
9455,MIR182,NOTCH2
9456,CCND1,NOTCH2
9457,MIR149,NPM1
9458,MIR181A1,NPM3
9459,MIR205,NPRL3
9460,MIR92A2,NPTN
9461,MIR214,NPTN
9462,MIR205,NPTN
9463,FOSL1,NQO1
9464,RELA,NQO1
9465,FOSL2,NQO1
9466,NFE2L1,NQO1
9467,POU2F1,NQO1
9468,MIR9-3,NQO2
9469,SP1,NQO2
9470,MIR193B,NQO2
9471,NRF1,NR1D1
9472,NR1D1,NR1D1
9473,FOXM1,NR1H3
9474,SREBF1,NR1H3
9475,LPCAT3,NR1H3
9476,BCL2,NR2C2
9477,APOE,NR2C2
9478,FOXO3,NR2C2
9479,HEY2,NR2F2
9480,MYB,NR3C1
9481,ATP1B1,NR3C1
9482,NR3C1,NR3C1
9483,ETS1,NR3C1
9484,NR2F2,NR3C1
9485,ACAT1,NR3C1
9486,SP1,NR3C1
9487,SGK1,NR3C1
9488,FKBP5,NR3C1
9489,NCOA2,NR3C1
9490,PLA2G4A,NR3C1
9491,SPP1,NR3C1
9492,IRF2,NR3C1
9493,POMC,NR3C1
9494,EGFR,NR3C1
9495,YY1,NR3C1
9496,CREB1,NR4A1
9497,NR3C1,NR4A1
9498,E2F1,NR4A1
9499,SERPINA3,NR4A1
9500,POMC,NR4A1
9501,JUND,NR4A1
9502,MIRLET7B,NRAS
9503,MIR25,NRAS
9504,MIR214,NRAS
9505,BRAF,NRAS
9506,MIR92A2,NRAS
9507,MIR200B,NRBP1
9508,MIR149,NRBP1
9509,CAPNS1,NRF1
9510,ZNF106,NRF1
9511,PSMA4,NRF1
9512,E2F6,NRF1
9513,FXR2,NRF1
9514,NOTCH1,NRG1
9515,MIR149,NRGN
9516,MIR25,NRN1
9517,MIR181A1,NRP1
9518,MIR338,NRP1
9519,SOX4,NRP1
9520,SP1,NRP1
9521,NR2F2,NRP1
9522,REST,NRP1
9523,MIR149,NSD1
9524,MIR205,NSF
9525,MIR92A2,NSF
9526,MIR92A2,NSFL1C
9527,MIR92A2,NSMAF
9528,MIR25,NSMAF
9529,MIR222,NSMF
9530,MIR149,NSUN2
9531,MIR214,NT5C2
9532,MIR101-2,NT5C3A
9533,MIRLET7B,NT5DC2
9534,MIR92A2,NTHL1
9535,MIR29A,NTMT1
9536,MIR193B,NUCB1
9537,MIR92A2,NUCB1
9538,MIR92A2,NUCKS1
9539,MIR149,NUCKS1
9540,MIR205,NUDCD1
9541,MIR214,NUDCD2
9542,MIR149,NUDCD3
9543,MIR92A2,NUDCD3
9544,MIR9-3,NUDT19
9545,MIR149,NUDT19
9546,MIR206,NUDT21
9547,MIR205,NUDT21
9548,MIR221,NUDT3
9549,MIR9-3,NUDT3
9550,MIR31,NUDT3
9551,MIR34A,NUDT5
9552,MIR221,NUF2
9553,MIR182,NUFIP2
9554,MIR221,NUFIP2
9555,MIR214,NUFIP2
9556,MIR21,NUFIP2
9557,MIR101-2,NUFIP2
9558,MIR92A2,NUFIP2
9559,MIR203A,NUFIP2
9560,MIR193B,NUFIP2
9561,MIR200B,NUFIP2
9562,MIR25,NUFIP2
9563,MIR205,NUFIP2
9564,MIR338,NUFIP2
9565,MIR34A,NUFIP2
9566,MIR146A,NUMB
9567,MIR9-3,NUP155
9568,MIR149,NUP155
9569,MIR92A2,NUP155
9570,MIRLET7B,NUP155
9571,MIR92A2,NUP205
9572,MIR92A2,NUP210
9573,MIR149,NUP214
9574,MIRLET7B,NUP35
9575,MIR137,NUP43
9576,MIR182,NUP43
9577,MIR31,NUP43
9578,MIR25,NUP43
9579,MIR92A2,NUP43
9580,MIR149,NUP43
9581,MIR205,NUP54
9582,MIR34A,NUP62
9583,MIR29A,NUP93
9584,MIR149,NUP98
9585,MIR34A,NUP98
9586,MIR18B,NUP98
9587,MIR21,NUP98
9588,MIR193B,NUPL1
9589,MIR181A1,NUPL1
9590,MIR101-2,NUPL2
9591,MIR29B2,NUS1
9592,MIR31,NUS1
9593,MIR205,NUS1
9594,E2F1,NUSAP1
9595,MIRLET7B,NUSAP1
9596,MIR203A,NUTF2
9597,MIRLET7B,NVL
9598,MIR25,NVL
9599,MIR101-2,NXT2
9600,MIR29A,OAZ1
9601,MIR92A2,OAZ1
9602,MIR222,OAZ2
9603,MIR149,OBSL1
9604,MIRLET7B,OCIAD1
9605,MAX,ODC1
9606,MYC,ODC1
9607,NFIC,ODC1
9608,ZNF281,ODC1
9609,MIR193B,ODC1
9610,TFAP2A,ODC1
9611,TFCP2,ODC1
9612,CEBPB,ODC1
9613,NFYA,ODC1
9614,SP1,ODC1
9615,MIR222,OGFOD1
9616,MIR34A,OGFOD1
9617,MIR92A2,OGFR
9618,NFYA,OGG1
9619,TFAP4,OGG1
9620,MIR149,OGG1
9621,MIR92A2,OGT
9622,MIR149,OPA3
9623,MIR9-3,OPTN
9624,RELA,OPTN
9625,MIR92A2,OPTN
9626,ORAI2,ORAI2
9627,MIR149,ORAI2
9628,MIR21,ORC4
9629,MIRLET7B,ORC4
9630,MIR92A2,ORC5
9631,MIR9-3,ORMDL2
9632,MIR193B,ORMDL2
9633,STAT6,ORMDL3
9634,MIR203A,OSBP
9635,MIR21,OSBPL1A
9636,MIR146A,OSBPL1A
9637,MIR149,OSBPL2
9638,MIR149,OSBPL8
9639,MIR92A2,OTUD7B
9640,MIR214,OTUD7B
9641,MIR9-3,P4HA2
9642,MIR92A2,P4HB
9643,E2F1,PA2G4
9644,E2F1,PA2G4
9645,MIR92A2,PA2G4
9646,MIR146A,PA2G4
9647,MIR149,PABPC1
9648,MIR214,PABPN1
9649,MIR92A2,PABPN1
9650,MIR9-3,PACS1
9651,MIR149,PACS2
9652,MIR146A,PACS2
9653,MIR92A2,PAFAH1B1
9654,MIR101-2,PAFAH1B1
9655,MIRLET7B,PAFAH1B3
9656,MIRLET7B,PAFAH2
9657,MIR25,PAIP1
9658,MIR137,PAIP1
9659,MIR92A2,PAIP1
9660,BAD,PAK3
9661,RAF1,PAK3
9662,MIR101-2,PAK3
9663,BRAF,PAK3
9664,RAC1,PAK3
9665,CTNNB1,PAK3
9666,LIMK1,PAK3
9667,MAP2K2,PAK3
9668,MAP3K1,PAK3
9669,PAK3,PAK3
9670,CDC42,PAK3
9671,MIR21,PAN3
9672,MIR148A,PAN3
9673,MIR92A2,PANK2
9674,NFYA,PANK2
9675,ETS1,PANK2
9676,HNRNPAB,PANK2
9677,IRF4,PANK2
9678,MIR222,PANK3
9679,MIR148A,PAPD4
9680,MIR92A2,PAPD7
9681,MIR101-2,PAPD7
9682,MIR137,PAPD7
9683,MIR25,PAPD7
9684,MIR149,PAPOLA
9685,MIR193B,PAQR3
9686,MIR29A,PAQR3
9687,MIR149,PARP1
9688,HFE,PARP1
9689,VIM,PARP1
9690,CXCL1,PARP1
9691,MIR31,PARP1
9692,BAX,PARP1
9693,SMAD4,PAWR
9694,MIR92A2,PAWR
9695,MIR25,PAWR
9696,PAX3,PAX3
9697,E2F1,PBK
9698,ATF2,PBK
9699,CREB1,PBK
9700,MIR92A2,PBX2
9701,MIR101-2,PCCB
9702,MIR25,PCDH7
9703,MIR214,PCGF3
9704,MIR9-3,PCMTD1
9705,MIR9-3,PCMTD2
9706,E2F4,PCNA
9707,TP53,PCNA
9708,MIR222,PCNT
9709,MIR193B,PCNT
9710,MIR92A2,PCNXL4
9711,MIRLET7B,PCTP
9712,MIR3916,PCTP
9713,SP1,PCYT2
9714,SP3,PCYT2
9715,RELA,PCYT2
9716,MIRLET7B,PCYT2
9717,MIRLET7B,PDCD10
9718,MYC,PDCD10
9719,MIR203A,PDCD10
9720,SP1,PDCD4
9721,ZNF148,PDCD4
9722,NFYA,PDCD4
9723,MIR182,PDCD4
9724,MIR92A2,PDCD6IP
9725,MIRLET7B,PDE12
9726,MIR214,PDE12
9727,MIR92A2,PDE4DIP
9728,MIR29B2,PDGFRA
9729,MIR149,PDGFRA
9730,MIR146A,PDIA3
9731,MIR92A2,PDIA4
9732,MIR181A1,PDIA6
9733,MIR155,PDK1
9734,MIRLET7B,PDK1
9735,JUN,PDK1
9736,PDPK1,PDK1
9737,MIR25,PDK2
9738,MIR205,PDLIM5
9739,EGR1,PDPK1
9740,MIR148A,PDPK1
9741,PTEN,PDPK1
9742,AKT1,PDPK1
9743,PIK3R3,PDPK1
9744,PRKCQ,PDPK1
9745,MIR200B,PDPK1
9746,MIR92A2,PDS5B
9747,MIR92A2,PDXK
9748,MIR92A2,PDZD8
9749,EP300,PEBP1
9750,CREB1,PEBP1
9751,TP53,PEBP1
9752,MIR193B,PEF1
9753,MIR9-3,PELP1
9754,HMOX1,PES1
9755,MIR214,PEX2
9756,MIR92A2,PEX26
9757,MIR149,PEX26
9758,MIR149,PEX6
9759,MIR92A2,PFDN2
9760,MIR92A2,PFDN6
9761,HIF1A,PFKFB3
9762,SRF,PFKFB3
9763,ARNT,PFKFB3
9764,MIR149,PFKL
9765,MIRLET7B,PFKM
9766,MIR92A2,PFKM
9767,SP1,PFKM
9768,MIR182,PFN1
9769,MIR92A2,PFN1
9770,MIR203A,PFN1
9771,MIR222,PFN1
9772,MIR149,PGAM4
9773,MIR149,PGAM5
9774,MIRLET7B,PGGT1B
9775,MIR30D,PGGT1B
9776,HIF1A,PGK1
9777,MIRLET7B,PGM1
9778,MIR9-3,PGM2
9779,NFYB,PGM3
9780,MIR149,PGPEP1
9781,MIR21,PGRMC2
9782,MIR149,PHACTR4
9783,MIR222,PHACTR4
9784,MIR92A2,PHACTR4
9785,MIR214,PHAX
9786,MIR149,PHAX
9787,STAT3,PHB
9788,MIR149,PHC1
9789,MIR205,PHC2
9790,MIR155,PHC2
9791,MIR181A1,PHC3
9792,MIR205,PHF12
9793,MIR31,PHF12
9794,MIR92A2,PHF12
9795,MIR149,PHF12
9796,MIR200B,PHF14
9797,MIR155,PHF14
9798,MIR101-2,PHF3
9799,MIR205,PHF8
9800,MIR222,PHF8
9801,TP53,PHGDH
9802,NFYB,PHGDH
9803,MIR181A1,PHLDA1
9804,MIR193B,PHLDA2
9805,MIR92A2,PHTF2
9806,MIR101-2,PIAS1
9807,MIR205,PICALM
9808,MIR149,PIGB
9809,MIR9-3,PIGB
9810,MIR214,PIGP
9811,MIR214,PIGQ
9812,MIR29A,PIGS
9813,MIRLET7B,PIGU
9814,MIRLET7B,PIH1D1
9815,MIR149,PIK3C3
9816,YBX1,PIK3CA
9817,MIR203A,PIK3CA
9818,MIR29B2,PIK3R1
9819,MIR29A,PIK3R1
9820,PIK3R3,PIK3R3
9821,TIAM1,PIK3R3
9822,ETS1,PIM3
9823,BAD,PIM3
9824,MIR101-2,PIP4K2A
9825,MIR193B,PIP4K2C
9826,NRF1,PIP5K1A
9827,MIR203A,PIP5K1A
9828,MIR101-2,PIP5K1C
9829,MIR205,PISD
9830,MIR149,PITPNA
9831,MIR21,PKD2
9832,MIR92A2,PKM
9833,MIR92A2,PKN1
9834,CREB1,PLAT
9835,TFAP2A,PLAUR
9836,FOSL2,PLAUR
9837,FOS,PLAUR
9838,SP1,PLAUR
9839,JUN,PLAUR
9840,FOSL1,PLAUR
9841,HIF1A,PLAUR
9842,JUND,PLAUR
9843,VDR,PLCG1
9844,MIR92A2,PLCG1
9845,PLCG1,PLCG1
9846,ITPR2,PLCG1
9847,SP1,PLD1
9848,RELA,PLD1
9849,ATF2,PLD1
9850,MIR101-2,PLEKHA1
9851,MIR149,PLEKHA1
9852,MIR92A2,PLEKHA3
9853,MIRLET7B,PLEKHA3
9854,MIR149,PLEKHA3
9855,MIR101-2,PLEKHA3
9856,MIR31,PLEKHB2
9857,MIR149,PLEKHB2
9858,MIR149,PLEKHG2
9859,MIR149,PLEKHH1
9860,MIR214,PLEKHH1
9861,MIR92A2,PLEKHH3
9862,E2F1,PLK1
9863,RELA,PLK1
9864,MIR149,PLOD1
9865,MIR21,PLOD3
9866,MIR193B,PLS3
9867,MIR146A,PLXNA1
9868,MIR214,PLXNB1
9869,MIR149,PLXND1
9870,MIRLET7B,PLXND1
9871,SOX4,PLXND1
9872,MITF,PMEL
9873,STAT3,PML
9874,MIR149,PMPCA
9875,MIR182,PNISR
9876,MIR181A1,PNKD
9877,MIR25,PNO1
9878,MIR92A2,PNO1
9879,MIR214,PNPLA6
9880,MIR149,PNPLA6
9881,CREB1,PNPLA6
9882,NFYC,PNRC1
9883,NFYA,PNRC1
9884,NFYB,PNRC1
9885,MIR9-3,PNRC2
9886,MIR148A,POC1A
9887,MIR9-3,POGZ
9888,MIR92A2,POGZ
9889,NFIC,POLA1
9890,MIRLET7B,POLD2
9891,MIR222,POLD2
9892,MIR149,POLD3
9893,MIR29A,POLD3
9894,MIR92A2,POLE
9895,MIR222,POLE
9896,E2F4,POLE2
9897,RB1,POLE2
9898,E2F1,POLE2
9899,TBP,POLK
9900,RELA,POLK
9901,CREB1,POLK
9902,MIR29A,POLL
9903,MIRLET7B,POLR1A
9904,MIR149,POLR2E
9905,MIR149,POLR2J3
9906,MIRLET7B,POLR2L
9907,MIR92A2,POLR2L
9908,MIR92A2,POLR3A
9909,MIR193B,POLR3A
9910,MIR149,POLR3D
9911,MIR149,POLR3K
9912,MIR29B2,POM121C
9913,E2F4,POMC
9914,MIR92A2,POMGNT1
9915,MIR92A2,PON2
9916,MIR92A2,POP4
9917,MIR214,POR
9918,RNU4-2,POU2F1
9919,MIR193B,PPA2
9920,MIR9-3,PPAP2A
9921,MIR148A,PPAPDC1A
9922,MIR9-3,PPARA
9923,UGDH,PPARA
9924,PTGS2,PPARA
9925,MIR92A2,PPARD
9926,MIR29B2,PPARD
9927,TFAP2A,PPARD
9928,JUND,PPARD
9929,PPAP2A,PPARG
9930,STAT5A,PPARG
9931,MIR149,PPFIA3
9932,MIR31,PPIA
9933,MIR92A2,PPIB
9934,MIR25,PPIC
9935,MIR31,PPIC
9936,MIR92A2,PPIC
9937,MIRLET7B,PPID
9938,MIR92A2,PPIL1
9939,MIR31,PPIL2
9940,MIR203A,PPM1D
9941,MIR29A,PPM1D
9942,MIR149,PPM1D
9943,BAD,PPP1CC
9944,MIR101-2,PPP1CC
9945,MIR92A2,PPP1CC
9946,RB1,PPP1CC
9947,MIR205,PPP1R11
9948,MIR182,PPP1R11
9949,MIR146A,PPP1R11
9950,MIR182,PPP1R12A
9951,MIR92A2,PPP1R12C
9952,MIR92A2,PPP1R37
9953,CREB1,PPP2CA
9954,MIR92A2,PPP2R1A
9955,MIR101-2,PPP2R2A
9956,YY1,PPP2R4
9957,MIR31,PPP2R5C
9958,MIRLET7B,PPP2R5E
9959,MIR101-2,PPP2R5E
9960,MIR181A1,PPP2R5E
9961,BAD,PPP3CA
9962,YWHAH,PPP3CA
9963,ORAI2,PPP3CA
9964,PPP3CA,PPP3CA
9965,ITPR2,PPP3CA
9966,MIR29A,PPP3CB
9967,MIR34A,PPP3R1
9968,MIR9-3,PPP3R1
9969,MIR149,PPP4C
9970,MIR92A2,PPP4C
9971,MIR101-2,PPP4R1
9972,MIR149,PPP4R1
9973,MIR92A2,PPP6C
9974,MIR214,PPP6R1
9975,MIR149,PPP6R2
9976,MIR222,PPRC1
9977,MIR29A,PPT1
9978,MIR149,PPTC7
9979,MIR214,PPTC7
9980,MIR30D,PPTC7
9981,MIR146A,PPWD1
9982,MIR149,PQBP1
9983,MIR9-3,PQLC3
9984,MIR92A2,PRC1
9985,MIR193B,PRDX3
9986,FOXO3,PRDX3
9987,MIR181A1,PRDX3
9988,MIR92A2,PRELID1
9989,MIR149,PRIM2
9990,MIR101-2,PRKAA1
9991,PRKAA1,PRKAA1
9992,MIR146A,PRKAB2
9993,MIR203A,PRKACB
9994,SP1,PRKCA
9995,MIR92A2,PRKCA
9996,TFAP2A,PRKCA
9997,ELK1,PRKCA
9998,MIR193B,PRKCA
9999,MIR214,PRKCA
10000,MIR203A,PRKCA
10001,MIR31,PRKCE
10002,MIR205,PRKCE
10003,STAT1,PRKCE
10004,MIR146A,PRKCE
10005,SP1,PRKCE
10006,RUNX1,PRKCQ
10007,BRAF,PRKCQ
10008,ITPR2,PRKCQ
10009,MARCKS,PRKCQ
10010,PRKCQ,PRKCQ
10011,PLCG1,PRKCQ
10012,PRKCE,PRKCQ
10013,ORAI2,PRKCQ
10014,PTEN,PRKCQ
10015,MIR9-3,PRKD3
10016,MIR34A,PRKRIR
10017,MIR193B,PRNP
10018,MIR222,PRNP
10019,MIR203A,PRNP
10020,MIR148A,PRNP
10021,ESR1,PROS1
10022,STAT3,PROS1
10023,CEBPB,PROS1
10024,NFYA,PROS1
10025,SP1,PROS1
10026,MIR34A,PROSER1
10027,MIRLET7B,PRPF19
10028,MIR193B,PRPF19
10029,MIR193B,PRPF31
10030,MIR101-2,PRPF38B
10031,MIR21,PRPF39
10032,MIR34A,PRPF40A
10033,MIR149,PRPF4B
10034,MIR149,PRPF6
10035,MIR92A2,PRPF8
10036,MIRLET7B,PRPF8
10037,MIR25,PRPF8
10038,MIR193B,PRPF8
10039,MIR149,PRR12
10040,MIR222,PRRC2A
10041,MIR25,PRRC2A
10042,MIRLET7B,PRRC2A
10043,MIR149,PRRC2C
10044,FOS,PRUNE
10045,MIR149,PSAP
10046,GABPA,PSEN1
10047,ETS2,PSEN1
10048,ETV5,PSEN1
10049,ETS1,PSEN1
10050,ETV1,PSEN1
10051,CREB1,PSEN1
10052,SP1,PSEN1
10053,IRF2,PSEN2
10054,CREB1,PSENEN
10055,MIR193B,PSIP1
10056,SP1,PSIP1
10057,HDAC1,PSIP1
10058,MIR149,PSKH1
10059,MIR92A2,PSMA7
10060,MIR92A2,PSMB1
10061,MIR29B2,PSMB9
10062,MIR193B,PSMB9
10063,STAT1,PSMB9
10064,IRF2,PSMB9
10065,MIR222,PSMC4
10066,MIR149,PSMD1
10067,TP53,PSMD10
10068,MIR214,PSMD10
10069,MIR92A2,PSMD3
10070,MIR92A2,PSMD5
10071,MIR149,PSMD8
10072,MIR92A2,PSMF1
10073,MIR92A2,PSMG3
10074,MIR29B2,PSPC1
10075,MIR101-2,PSPC1
10076,MIR205,PTBP3
10077,MIR29B2,PTBP3
10078,MIR34A,PTCD3
10079,MIR222,PTDSS2
10080,MIR193B,PTDSS2
10081,MIR214,PTDSS2
10082,MIR29A,PTEN
10083,MIR214,PTEN
10084,PTEN,PTEN
10085,MIR205,PTEN
10086,TIAM1,PTEN
10087,PAX3,PTEN
10088,MIR146A,PTGES2
10089,MIR137,PTGES2
10090,MIR193B,PTGES2
10091,MIRLET7B,PTGES2
10092,MIR25,PTGES2
10093,MIR92A2,PTGES2
10094,MIR101-2,PTGS2
10095,MIR29B2,PTP4A1
10096,MIR29A,PTP4A1
10097,SP1,PTP4A1
10098,MIR92A2,PTP4A2
10099,YBX1,PTPN1
10100,MIR92A2,PTPN13
10101,STAT3,PTPN3
10102,MIR193B,PTPN9
10103,MIR92A2,PTPRJ
10104,MIR31,PTPRJ
10105,MIR205,PTPRJ
10106,MIR149,PTPRK
10107,MIR205,PTPRM
10108,HIF1A,PTPRZ1
10109,EGR1,PTPRZ1
10110,EPAS1,PTPRZ1
10111,MIR181A1,PTPRZ1
10112,MIR149,PTRH2
10113,MIR92A2,PTS
10114,POU2F1,PTTG1
10115,STAT3,PTTG1
10116,MIRLET7B,PTTG1
10117,KLF6,PTTG1
10118,NFYB,PTTG1
10119,NFYA,PTTG1
10120,NFYC,PTTG1
10121,SP1,PTTG1
10122,TP53,PTTG1
10123,TCF7L2,PTTG1
10124,MYC,PUF60
10125,MIR29A,PUM1
10126,MIR181A1,PUM1
10127,MIRLET7B,PUM1
10128,MIR31,PUM2
10129,MIR101-2,PURB
10130,MIR3916,PURB
10131,MIR149,PURB
10132,MIR92A2,PURB
10133,TFAP2A,PVR
10134,NRF1,PVR
10135,MIRLET7B,PVR
10136,MIR92A2,PWP2
10137,GABPA,PYCARD
10138,GABPB1,PYCARD
10139,MIRLET7B,PYCRL
10140,MIR92A2,PYGL
10141,ELF1,PYGO2
10142,MIR182,PYGO2
10143,MIR31,PYURF
10144,MIR9-3,QARS
10145,MIR101-2,QDPR
10146,MIR149,QDPR
10147,MIR214,QKI
10148,MIR149,QPCTL
10149,MIR200B,QRSL1
10150,MIRLET7B,QRSL1
10151,MIR101-2,QSER1
10152,MIR31,QSER1
10153,MIR182,QSER1
10154,MIR92A2,QSER1
10155,MIR149,QSOX2
10156,MIR92A2,QTRT1
10157,MIR29A,R3HDM4
10158,MIR29B2,R3HDM4
10159,MIR92A2,R3HDM4
10160,MIR92A2,RAB11A
10161,MIR149,RAB11B
10162,MIR205,RAB11FIP3
10163,MIR193B,RAB13
10164,MIR214,RAB13
10165,MIR214,RAB15
10166,MIR92A2,RAB15
10167,MIR3916,RAB15
10168,MIR31,RAB18
10169,MIR34A,RAB1A
10170,MIR21,RAB22A
10171,MIR200B,RAB23
10172,MIR31,RAB27A
10173,MIR149,RAB2B
10174,MIR146A,RAB2B
10175,MIR193B,RAB32
10176,MIR3916,RAB32
10177,MIR21,RAB32
10178,MIR9-3,RAB34
10179,MIR149,RAB4A
10180,MIR149,RAB5C
10181,MIR21,RAB6A
10182,MIR149,RAB7A
10183,MIR92A2,RAB8B
10184,MIR9-3,RAB8B
10185,MIR101-2,RAB8B
10186,MIR9-3,RABGAP1
10187,MIR92A2,RABGGTB
10188,RAC1,RAC1
10189,MIR92A2,RAD21
10190,MIR30D,RAD23B
10191,MIR92A2,RAD23B
10192,MIR149,RAD51
10193,TFAP2A,RAD51
10194,MIR214,RAD51
10195,MIR18B,RAD51AP1
10196,MIR149,RAD51B
10197,CDKN1A,RAD9A
10198,BAD,RAF1
