,source_name,target_name,source_cmt,target_cmt
2007,MIR31,FZD1,4,4
2008,MIR205,FZD6,14,14
2009,MIR101-2,FZD6,19,14
2010,MIR9-3,G2E3,9,10
2011,MIR92A2,G2E3,10,10
2012,MIR101-2,G3BP1,19,19
2013,MIR193B,G3BP1,3,19
2014,MIR181A1,G3BP2,5,8
2015,MIR92A2,G3BP2,10,8
2016,MIR34A,G3BP2,8,8
2017,SP1,G6PD,7,7
2018,CREM,G6PD,7,7
2019,TFAP2A,G6PD,7,7
2020,CREB1,G6PD,7,7
2021,MIR92A2,GAA,10,7
2022,MIR214,GABARAP,6,6
2023,MIR92A2,GABARAPL2,10,10
