Colo800_vitro_vehicle_rep1	Colo800_vitro_vehicle_rep2	Colo800_vitro_vem_48h_rep1	Colo800_vitro_vem_48h_rep2
ACAD9	1593.2530896703	1477.22305790992	1340.67240776822	1352.7056419928
ACADL	0	0	0	0.958685784544863
ACADM	1442.47204017469	1536.10892551046	1269.79093605842	1269.2999787374
ACADS	241.249679192979	226.406008188256	555.913256695435	527.277181499674
ACADSB	382.983865718855	389.865054458701	596.416954815321	513.855580516046
ACADVL	6211.17403222258	6205.35211680099	7794.93670317205	7991.60469996598
ACAN	34.1770378856721	29.4429338002665	46.5792528378688	36.4300598127048
ACAP1	13.0676909562864	8.12218863455627	25.3148113249287	23.0084588290767
ACAP2	2606.50174228082	2581.84071220958	3638.24468361876	3597.94774939687
ACAP3	1154.98283913639	1151.32023894835	1329.53389078526	1353.66432777735
ACAT1	785.06666437382	852.829806628409	1540.15312100866	1498.42588124362
ACAT2	2647.71522914295	2721.94846615567	618.693988781258	695.047193795025
ACBD3	1698.79982431723	1687.38468882907	1656.60125310334	1603.88131754356
ACBD4	137.713358539326	114.725914463107	347.319211378022	322.118423607074
ACBD5	605.134611975723	627.439072019472	766.532486918842	726.683824685006
ACBD6	513.660775281719	518.804799032282	655.147317089155	709.427480563198
ACBD7	29.151002902485	35.5345752761837	6.07555471798289	11.5042294145384
ACCN1	0	0	0	0
ACCN2	197.020571340933	196.96307438799	303.777735899145	338.416081944337
ACCN3	121.630046593127	124.878650256303	150.876275496575	178.315555925344
ACCN4	43.2239008554088	48.7331318073376	44.5540679318745	38.3474313817945
ACCN5	2.01041399327483	1.01527357931953	1.01259245299715	1.91737156908973
ACCS	133.692530552776	120.817555939025	227.833301924358	233.919331428947
ACCSL	7.0364489764619	9.13746221387581	12.1511094359658	6.71080049181404
ACD	301.562098991224	300.520979478582	253.148113249287	275.142820164376
ACE	1.00520699663741	0	10.1259245299715	8.62817206090376
ACE2	1.00520699663741	1.01527357931953	1.01259245299715	1.91737156908973
ACER1	0	0	0	0.958685784544863
ACER2	8.04165597309931	11.1680093725149	10.1259245299715	6.71080049181404
ACER3	517.681603268268	561.446289363702	407.062166104854	396.895914801573
ACHE	7.0364489764619	3.0458207379586	3.03777735899145	6.71080049181404
ACIN1	2237.59077451488	2175.73128048176	2391.74337397927	2359.32571576491
ACLY	7867.75516268104	7571.91035456509	4962.71561213903	4900.80173059334
ACMSD	4.02082798654966	5.07636789659767	7.08814717098004	14.3802867681729
ACN9	122.635253589765	140.107753946096	101.259245299715	127.505209344467
ACO1	643.332477847945	645.713996447224	718.940641627976	708.468794778654
ACO2	3374.4798877118	3132.11899220076	5026.50893667785	4928.60361834514
ACOT1	14.0728979529238	9.13746221387581	12.1511094359658	23.0084588290767
ACOT11	35.1822448823095	31.4734809589056	14.1762943419601	15.3389725527178
ACOT12	1.00520699663741	0	0	0
ACOT13	569.952367093414	627.439072019472	658.185094448147	734.353310961365
ACOT2	50.2603498318707	64.9775090764502	99.2340603937206	73.8188054099544
ACOT4	1.00520699663741	0	0	0
ACOT6	0	0	0	0
ACOT7	3605.6774969384	3845.8563184624	1432.81832099097	1484.04559447545
ACOT8	612.171060952185	614.240515488318	772.608041636825	763.113884497711
ACOT9	794.113527343557	734.042797848023	801.973222773742	783.246285973153
ACOX1	792.103113350282	823.386872828142	1349.7857398452	1262.58917824558
ACOX2	22.1145539260231	11.1680093725149	46.5792528378688	45.0582318736085
ACOX3	131.682116559501	137.061933208137	184.291826445481	185.026356417158
ACOXL	3.01562098991224	1.01527357931953	13.1637018889629	7.6694862763589
ACP1	1529.92504888214	1587.88787805575	1319.40796625528	1301.89529541192
ACP2	497.57746333552	500.52987460453	518.44733593454	524.40112414604
ACP5	2069.72120607644	1929.01980070711	2024.1723135413	2042.00072108056
ACP6	311.614168957598	271.078045678316	230.87107928335	251.175675550754
ACPL2	218.129918270319	194.932527229351	224.795524565367	211.869558384415
ACPP	102.531113657016	112.695367304468	6.07555471798289	8.62817206090376
ACPT	0	0	1.01259245299715	0.958685784544863
ACR	0	2.03054715863907	3.03777735899145	4.79342892272431
ACRBP	11.0572769630116	11.1680093725149	13.1637018889629	23.9671446136216
ACRC	19.0989329361109	18.2749244277516	89.1081358637491	92.9925211008517
ACRV1	4.02082798654966	2.03054715863907	1.01259245299715	2.87605735363459
ACSBG1	119.619632599852	110.664820145829	50.6296226498574	50.8103465808777
ACSBG2	12.062483959649	6.0916414759172	6.07555471798289	2.87605735363459
ACSF2	366.900553772656	307.627894533819	579.202883114369	535.905353560578
ACSF3	0	0	1.01259245299715	0
ACSL1	3360.40698975888	3058.00402091044	2807.91887216109	2832.91649333007
ACSL3	10801.9543858657	10848.1981950292	2088.97823053312	2139.78667110413
ACSL4	2489.89773067087	2468.13007132579	1639.38718140238	1590.45971655993
ACSL5	19.0989329361109	24.3665659036688	11.1385169829686	10.5455436299935
ACSL6	37.1926588755843	23.3512923243493	20.251849059943	25.8845161827113
ACSM1	0	0	0	0
ACSM2A	0	0	0	0
ACSM2B	0	0	0	0
ACSM3	46.2395218453211	41.6262167521009	58.7303622738346	52.7277181499675
ACSM4	0	0	0	0
ACSM5	1.00520699663741	1.01527357931953	1.01259245299715	0
ACSS1	1884.76311869515	1822.41607487856	2257.06857773064	2346.86280056582
ACSS2	1695.78420332732	1670.12503798063	799.948037867748	857.065091383107
ACSS3	417.160903604527	423.369082576246	223.78293211237	223.373787798953
ACTA1	8.04165597309931	9.13746221387581	8.10073962397719	4.79342892272431
ACTA2	30.1562098991224	33.5040281175446	89.1081358637491	104.49675051539
ACTB	36038.6812434446	37932.6514705364	19468.1025013232	19414.345822818
ACTBL2	9.04686296973673	6.0916414759172	0	0
ACTC1	0	0	0	0.958685784544863
ACTG1	30255.7253917895	30239.9235600323	22487.6531961607	21530.1653493085
ACTG2	1.00520699663741	1.01527357931953	1.01259245299715	1.91737156908973
ACTL10	6.03124197982449	1.01527357931953	2.0251849059943	3.83474313817945
ACTL6A	1754.08620913229	1796.01896181626	1203.97242661361	1154.25768459201
ACTL6B	0	0	0	0.958685784544863
ACTL7A	0	0	0	0
ACTL7B	0	0	0	0
ACTL8	4.02082798654966	3.0458207379586	0	0
ACTL9	0	0	0	0
ACTN1	7978.32793231116	7786.13307980151	1129.04058509182	1054.55436299935
ACTN2	29.151002902485	17.2596508484321	5.06296226498574	5.75211470726918
ACTN3	0	0	0	0
ACTN4	7579.2607546461	7431.80260061899	2388.70559662027	2379.45811724035
ACTR10	895.639434003936	920.853136442817	1174.60724547669	1186.85300126654
ACTR1A	1648.53947448536	1566.56713289004	2025.1849059943	2056.38100784873
ACTR1B	706.660518636102	785.821750393319	847.539883158614	853.230348244928
ACTR2	7103.79784523661	7105.89978165742	6990.93829549232	6978.27382570206
ACTR3	4892.3424526343	5131.19266988093	3659.5091251317	3787.76753473675
ACTR3B	107.557148640203	94.4204428767167	45.5666603848717	58.4798328572366
ACTR3BP2	0	0	0	0
ACTR3BP5	0	0	0	0
ACTR3C	1.00520699663741	0	0	0
ACTR5	196.015364344296	185.795065015475	166.065162291532	158.183154449902
ACTR6	395.046349678504	377.681771506867	416.175498181828	415.110944707926
ACTR8	446.311906507012	442.659280583317	614.643618969269	608.765473185988
ACTRT1	0	0	0	0
ACTRT2	0	0	0	0
ACVR1	1119.80059425408	1042.68596596116	764.507302012847	802.42000166405
ACVR1B	438.270250533913	434.537091948761	498.195486874597	470.714720211528
ACVR1C	13.0676909562864	8.12218863455627	56.7051773678403	60.3972044263264
ACVR2A	131.682116559501	127.924470994261	183.279233992484	179.274241709889
ACVR2B	185.963294377922	177.672876380918	198.468120787441	179.274241709889
ACVRL1	7.0364489764619	3.0458207379586	1.01259245299715	1.91737156908973
ACY1	8.04165597309931	5.07636789659767	3.03777735899145	0.958685784544863
ACY3	0	0	0	0
ACYP1	130.676909562864	150.260489739291	97.2088754877263	94.9098926699414
ACYP2	89.4634227007299	115.741188042427	135.687388701618	168.728698079896
ADA	373.937002749118	367.529035713671	287.57625665119	251.175675550754
ADAD1	0	0	0	0
ADAD2	0	0	0	0
ADAL	769.988559424259	748.256627958497	737.167305781924	696.964565364115
ADAM1	50.2603498318707	48.7331318073376	44.5540679318745	49.8516607963329
ADAM10	6455.43933240547	6102.80948528972	5756.58809528879	5313.03661794763
ADAM11	172.895603421635	143.153574684054	218.719969847384	223.373787798953
ADAM12	16.0833119461986	16.2443772691125	18.2266641539487	20.1324014754421
ADAM15	2142.09610983433	2116.84541288123	1479.39757382883	1491.71508075181
ADAM17	2364.2468560912	2303.65575147602	2180.11155130286	2361.243087334
ADAM18	0	0	0	0
ADAM19	466.41604643976	455.857837114471	355.419951001999	337.457396159792
ADAM2	1.00520699663741	0	0	0
ADAM20	0	2.03054715863907	2.0251849059943	0
ADAM21	11.0572769630116	11.1680093725149	2.0251849059943	2.87605735363459
ADAM21P1	1.00520699663741	0	0	0.958685784544863
ADAM22	53.2759708217829	70.0538769730478	92.1459132227405	80.5296059017685
ADAM23	806.176011303206	777.699561758763	326.054769865082	334.581338806157
ADAM28	0	0	1.01259245299715	0
ADAM29	0	0	0	0
ADAM30	0	0	0	0
ADAM32	0	2.03054715863907	1.01259245299715	0.958685784544863
ADAM33	1.00520699663741	1.01527357931953	1.01259245299715	0.958685784544863
ADAM3A	0	0	0	0
ADAM5P	0	0	0	0
ADAM6	0	0	0	0
ADAM7	1.00520699663741	0	1.01259245299715	0
ADAM8	12.062483959649	8.12218863455627	17.2140717009515	21.091087259987
ADAM9	2921.13153222833	2728.04010763159	3005.37440049554	2974.80198944271
ADAMDEC1	0	0	0	0
ADAMTS1	1386.18044836299	1403.1080866196	196.442935881447	207.07612946169
ADAMTS10	1.00520699663741	1.01527357931953	2.0251849059943	2.87605735363459
ADAMTS12	31.1614168957598	23.3512923243493	5.06296226498574	5.75211470726918
ADAMTS13	52.2707638251455	47.7178582280181	135.687388701618	133.257324051736
ADAMTS14	5.02603498318707	4.06109431727814	216.69478494139	184.067670632614
ADAMTS15	146.760221509062	158.382678373847	485.031784985634	604.930730047808
ADAMTS16	4.02082798654966	6.0916414759172	16.2014792479544	21.091087259987
ADAMTS17	304.577719981137	307.627894533819	213.657007582398	189.819785339883
ADAMTS18	0	0	1.01259245299715	0
ADAMTS19	0	0	1.01259245299715	0
ADAMTS2	0	1.01527357931953	2.0251849059943	0
ADAMTS20	0	0	0	0
ADAMTS3	142.739393522513	134.016112470179	46.5792528378688	30.6779451054356
ADAMTS4	893.629020010661	874.150551794119	314.916252882113	304.862079485266
ADAMTS5	22.1145539260231	23.3512923243493	5.06296226498574	7.6694862763589
ADAMTS6	8.04165597309931	7.10691505523674	1.01259245299715	0
ADAMTS7	60.3124197982448	50.7636789659767	102.271837752712	114.083608360839
ADAMTS8	0	0	0	2.87605735363459
ADAMTS9	1492.73239000656	1367.57351134341	303.777735899145	331.705281452523
ADAMTS9-AS2	9.04686296973673	10.1527357931953	2.0251849059943	1.91737156908973
ADAMTSL1	2.01041399327483	0	2.0251849059943	0
ADAMTSL2	1.00520699663741	2.03054715863907	3.03777735899145	0.958685784544863
ADAMTSL3	0	0	0	0
ADAMTSL4	36.1874518789469	33.5040281175446	37.4659207608945	54.6450897190572
ADAMTSL5	94.4894576839169	85.2829806628409	114.422947188678	104.49675051539
ADAP1	870.509259088001	892.425476221871	808.048777491725	770.78337077407
ADAP2	2.01041399327483	2.03054715863907	4.0503698119886	6.71080049181404
ADAR	4799.86340894365	4578.8838427311	5316.11037823503	5116.50603211593
ADARB1	665.447031773968	627.439072019472	1154.35539641675	1094.81916595023
ADARB2	0	0	0	0
ADARB2-AS1	0	0	0	0
ADAT1	385.999486708767	340.116649072044	349.344396284016	333.622653021612
ADAT2	114.593597616665	116.756461621746	58.7303622738346	80.5296059017685
ADAT3	35.1822448823095	35.5345752761837	21.2644415129401	23.0084588290767
ADC	81.4217667276305	74.114971290326	264.286630232256	247.340932412575
ADCK1	117.609218606577	100.512084352634	173.153309462512	169.687383864441
ADCK2	618.20230293201	616.271062646957	581.228068020363	556.03775503602
ADCK3	542.811778184204	518.804799032282	840.451735987633	813.924231078588
ADCK4	245.270507179529	255.848941988523	347.319211378022	317.32499468435
ADCK5	127.661288572952	127.924470994261	161.002200026547	169.687383864441
ADCY1	6812.28781621176	6020.57232536484	6713.4879633711	5905.50443279635
ADCY10	2.01041399327483	0	0	1.91737156908973
ADCY2	0	0	0	0
ADCY3	1568.12291475437	1589.91842521439	1042.97022658706	960.603156113952
ADCY4	0	0	1.01259245299715	0
ADCY5	73.3801107545312	67.0080562350893	320.991807600096	274.184134379831
ADCY6	1318.83157958829	1201.06864433501	1088.53688697194	1022.91773210937
ADCY7	277.437131071926	251.787847671244	126.574056624644	102.5793789463
ADCY8	1.00520699663741	3.0458207379586	1.01259245299715	1.91737156908973
ADCY9	638.306442864758	574.644845894856	782.733966166796	748.733597729538
ADCYAP1	0	1.01527357931953	0	0
ADCYAP1R1	0	2.03054715863907	0	0
ADD1	2266.74177741737	2212.28112933726	3175.48993259906	3169.41520370532
ADD2	28.1457959058476	19.2901980070711	21.2644415129401	22.0497730445318
ADD3	3198.56866330025	3213.34087854633	7831.39003147995	8067.34087694502
ADGB	2.01041399327483	0	0	0
ADH1A	0	0	0	0
ADH1B	0	0	0	0
ADH1C	0	0	0	0
ADH4	0	1.01527357931953	0	0
ADH5	1456.54493812761	1481.2841522272	1332.57166814425	1336.40798365554
ADH6	1.00520699663741	1.01527357931953	2.0251849059943	0
ADH7	0	0	0	0
ADHFE1	31.1614168957598	17.2596508484321	149.863683043578	159.141840234447
ADI1	1259.52436678668	1259.95451193554	1613.05977762446	1592.37708812902
ADIG	0	0	0	0
ADIPOQ	0	0	1.01259245299715	0
ADIPOR1	3059.85009776429	2977.79740814419	2414.0204079452	2553.93893002751
ADIPOR2	2775.3765177159	2627.52802327895	2371.49152491932	2347.82148635037
ADK	320.661031927335	319.811177485653	251.122928343293	271.308077026196
ADM	103.536320653654	136.046659628818	37.4659207608945	30.6779451054356
ADM2	314.629789947511	327.93336612021	305.802920805139	309.655508407991
ADNP	2342.13230216518	2317.8695815865	2551.73298155282	2515.59149864572
ADNP2	606.139818972361	640.637628550626	569.076958584398	569.459356019648
ADO	814.217667276306	897.501844118468	739.192490687919	755.444398221352
ADORA1	10.0520699663741	14.2138301104735	3.03777735899145	4.79342892272431
ADORA2A	17.088518942836	14.2138301104735	32.4029584959088	38.3474313817945
ADORA2B	331.718308890347	365.498488555032	52.6548075558517	51.7690323654226
ADORA3	6.03124197982449	7.10691505523674	3.03777735899145	0.958685784544863
ADPGK	2182.30438969983	2247.81570461345	1693.05458141123	1748.64287100983
ADPRH	283.468373051751	295.444611581984	296.689588728165	298.151278993452
ADPRHL1	13.0676909562864	3.0458207379586	12.1511094359658	10.5455436299935
ADPRHL2	481.494151389321	518.804799032282	462.754751019697	485.095006979701
ADRA1A	0	0	0	0
ADRA1B	36.1874518789469	48.7331318073376	20.251849059943	19.1737156908973
ADRA1D	2.01041399327483	1.01527357931953	1.01259245299715	0.958685784544863
ADRA2A	17.088518942836	16.2443772691125	9.11333207697434	2.87605735363459
ADRA2B	0	2.03054715863907	1.01259245299715	0
ADRA2C	72.3749037578938	71.0691505523674	89.1081358637491	74.7774911944993
ADRB1	26.1353819125728	28.427660220947	6.07555471798289	10.5455436299935
ADRB2	22.1145539260231	22.3360187450298	5.06296226498574	3.83474313817945
ADRB3	0	0	0	0
ADRBK1	1005.20699663741	1047.76233385776	850.577660517605	812.965545294044
ADRBK2	115.598804613303	111.680093725149	200.493305693435	201.324014754421
ADRM1	2617.55901924383	2941.24755928869	1785.20049463397	1835.88327740341
ADSL	1598.27912465349	1585.85733089711	1073.34800017698	1123.57973948658
ADSS	1437.4460051915	1497.52852949631	1408.51610211903	1462.95450721546
ADSSL1	48.2499358385959	39.5956695934618	102.271837752712	96.8272642390311
ADTRP	10.0520699663741	2.03054715863907	14.1762943419601	9.58685784544863
AEBP1	2380.3301680374	2379.80126992499	1824.69160030086	1753.43629993255
AEBP2	376.95262373903	374.635950768908	419.21327554082	434.284660398823
AEN	681.530343720167	790.898118289917	282.513294386205	299.109964777997
AES	3253.85504811531	3312.83768931964	3862.02761573113	3750.3787891395
AFAP1	2247.64284448126	2108.72322424667	519.459928387537	534.946667776033
AFAP1-AS1	198.025778337571	189.856159332753	52.6548075558517	53.6864039345123
AFAP1L1	715.707381605839	718.81369415823	751.343600123884	857.065091383107
AFAP1L2	383.989072715492	379.712318665506	466.805120831686	512.896894731502
AFF1	654.389754810957	692.416581095922	871.842102030545	881.990921781274
AFF2	31.1614168957598	34.5193016968642	16.2014792479544	16.2976583372627
AFF3	261.353819125728	271.078045678316	823.237664286682	754.485712436807
AFF4	2668.82457607233	2576.76434431298	3233.2077024199	3299.79647040342
AFG3L1P	200.036192330845	222.344913870978	191.379973616461	199.406643185331
AFG3L2	2783.418173689	2729.05538121091	2900.06478538383	2755.26294478194
AFM	0	0	0	0
AFMID	142.739393522513	159.397951953167	149.863683043578	142.844181897185
AFP	0	0	0	0
AFTPH	762.952110447797	754.348269434414	927.534686945388	962.520527683042
AGA	674.493894743705	691.401307516603	490.09474725062	457.2931192279
AGAP1	1140.90994118346	1104.61765429965	1252.57686435747	1299.97792384283
AGAP11	1.00520699663741	1.01527357931953	6.07555471798289	1.91737156908973
AGAP2	109.567562633478	126.909197414942	205.556267958421	194.613214262607
AGAP3	2017.45044225129	2026.48606432179	1719.38198518916	1711.25412541258
AGAP4	16.0833119461986	8.12218863455627	13.1637018889629	3.83474313817945
AGAP5	12.062483959649	21.3207451657102	10.1259245299715	19.1737156908973
AGAP6	53.2759708217829	67.0080562350893	56.7051773678403	52.7277181499675
AGAP7	0	1.01527357931953	0	1.91737156908973
AGAP8	2.01041399327483	5.07636789659767	3.03777735899145	3.83474313817945
AGAP9	0	2.03054715863907	0	0.958685784544863
AGBL1	0	1.01527357931953	2.0251849059943	2.87605735363459
AGBL2	24.1249679192979	19.2901980070711	40.503698119886	38.3474313817945
AGBL3	12.062483959649	14.2138301104735	12.1511094359658	21.091087259987
AGBL4	0	2.03054715863907	0	0
AGBL5	1400.25334631592	1388.89425650912	1583.69459648754	1611.55080381991
AGER	69.3592827679816	72.0844241316869	82.019988692769	68.0666907026852
AGFG1	1784.24241903141	1654.89593429084	1617.11014743645	1635.51794843354
AGFG2	392.030728688592	412.201073203731	281.500701933207	287.605735363459
AGGF1	666.452238770606	637.591807812667	1002.46652846718	954.851041406683
AGK	921.774815916509	849.78398589045	768.557671824836	755.444398221352
AGL	590.056507026162	553.324100729146	831.338403910659	799.543944310416
AGMAT	2.01041399327483	3.0458207379586	4.0503698119886	1.91737156908973
AGMO	63.3280407881571	55.8400468625744	0	0.958685784544863
AGPAT1	2996.52205697613	2898.60606895727	2763.36480422922	2759.09768792011
AGPAT2	711.686553619289	775.669014600124	967.025792612277	842.684804614934
AGPAT3	2262.72094943082	2179.79237479904	2160.87229469592	2022.82700538966
AGPAT4	50.2603498318707	59.9011411798525	124.548871718649	151.472353958088
AGPAT4-IT1	1.00520699663741	2.03054715863907	2.0251849059943	0.958685784544863
AGPAT5	958.967474792093	963.494626774238	420.225867993817	434.284660398823
