UACC62_vitro_vehicle_rep1	UACC62_vitro_vehicle_rep2	UACC62_vitro_vem_48h_rep1	UACC62_vitro_vem_48h_rep2
NPRL2	255.97575680444	254.681056048319	244.325273705652	222.7938776423
NPRL3	849.248088459495	800.131576896744	888.267308641736	778.279958221308
NPS	0	0	0	0
NPSR1	0	1.03109739290818	0	0
NPTN	1719.7504816356	1615.72961468711	1961.84912572971	1990.15876351328
NPTX1	626.539939037581	623.813922709446	251.572209790142	261.75782933759
NPTX2	423.237893922142	441.309684164699	32.0935740884543	15.9852109519139
NPTXR	392.742587154826	448.527365915056	1070.47598733748	1235.85662171984
NPVF	0	0	0	0
NPW	0	1.03109739290818	4.14110633399411	2.99722705348386
NPY	0	0	0	0
NPY1R	0	0	1.03527658349853	0.999075684494619
NPY2R	0	0	0	0
NPY5R	0	0	0	0
NPY6R	18.4820041014036	20.6219478581635	14.4938721689794	31.9704219038278
NQO1	19239.7662695611	19780.5723855504	24793.8388982062	22219.4432231603
NQO2	200.529744500229	190.753017688012	750.575523036432	639.408438076556
NR0B1	394.590787564966	388.723717126382	307.477145299062	239.778164278709
NR0B2	0	2.06219478581635	0	0
NR1D1	443.568098433686	422.749931092352	514.532461998768	537.502718258105
NR1D2	484.228507456774	527.921865168986	692.600034360514	768.289201376362
NR1H2	1337.17299673655	1423.94549960619	1673.00695893362	1464.64495346911
NR1H3	117.360726043913	126.824979327706	137.691785605304	136.873368775763
NR1H4	0	0	0	0
NR1I2	0	0	0	1.99815136898924
NR1I3	97.0305215323688	92.7987653617358	95.2454456818644	101.905719818451
NR2C1	433.402996177914	439.247489378883	630.483439350603	613.432470279696
NR2C2	683.834151751932	695.990740213018	600.460418429145	792.267017804233
NR2C2AP	396.438987975107	416.563346734903	311.618251633057	265.754132075569
NR2E1	0.924100205070179	0	0	0
NR2E3	0.924100205070179	1.03109739290818	0	0.999075684494619
NR2F1	86.8654192765968	100.016447112093	155.291487524779	180.832698893526
NR2F2	619.14713739702	570.196858278221	282.630507295098	336.688505674687
NR2F6	611.754335756459	606.285267030007	628.412886183606	531.508264151137
NR3C1	686.606452367143	690.835253248477	774.386884456898	959.112657114835
NR3C2	6.46870143549125	4.1243895716327	11.3880424184838	16.9842866364085
NR4A1	794.726176360354	750.638902037151	269.171911709617	250.767996808149
NR4A2	776.24417225895	833.126693469805	122.162636852826	154.856731096666
NR4A3	34.1917075875966	24.7463374297962	30.0230209214573	30.9713462193332
NR5A1	0.924100205070179	0	0	0
NR5A2	25.874805741965	24.7463374297962	68.3282545109028	106.901098240924
NR6A1	13.8615030760527	12.3731687148981	5.17638291749263	10.9898325294408
NRADDP	0	2.06219478581635	1.03527658349853	0.999075684494619
NRAP	13.8615030760527	11.3420713219899	6.21165950099116	8.99168116045157
NRARP	0.924100205070179	11.3420713219899	3.10582975049558	2.99722705348386
NRAS	1847.27630993529	1829.1667750191	1380.02368580354	1584.53403560847
NRBF2	244.886554343597	280.458490871024	370.629016892473	343.682035466149
NRBP1	1839.88350829473	1873.50396291415	2020.85989098912	1872.26783274292
NRBP2	739.280164056143	710.426103713733	3069.59507007313	2946.27419357463
NRCAM	4105.77721112681	4137.79383774051	721.587778698473	869.195845510319
NRD1	3633.56200633594	3658.3335500382	2747.62405260509	2879.33612271349
NREP	711.557157904038	752.701096822968	2571.62703341034	2209.9554141021
NRF1	209.770746550931	200.032894224186	183.243955279239	169.842866364085
NRG1	48.9773108687195	43.3060905021433	23.8113614204661	33.9685732728171
NRG2	15.709703486193	29.9018243943371	35.1994038389499	32.9694975883224
NRG3	37.8881084078773	45.3682852879597	24.8466380039646	36.9658003263009
NRG4	3.69640082028072	6.18658435744905	14.4938721689794	5.99445410696772
NRGN	88.7136196867372	82.487791432654	1.03527658349853	0
NRIP1	197.757443885018	221.685939475258	199.808380615216	279.741191658493
NRIP2	20.3302045115439	18.5597530723471	36.2346804224484	41.961178748774
NRIP3	22.1784049216843	23.715240036888	5.17638291749263	11.9889082139354
NRK	0	0	0	0
NRL	7.39280164056143	10.3109739290818	20.7055316699705	17.9833623209031
NRM	150.628333426439	151.571316757502	57.9754886759175	60.9436167541718
NRN1	867.730092560898	844.468764791795	898.620074476721	856.207861611889
NRN1L	0.924100205070179	0	4.14110633399411	2.99722705348386
NRON	0	0	2.07055316699705	0.999075684494619
NRP1	513.799714019019	546.481618241333	667.75339635655	692.359449354771
NRP2	3578.11599403173	3599.56099864244	4235.31650309247	5808.62602965172
NRSN1	0	0	0	0
NRSN2	474.063405201002	459.869437237046	512.461908831771	434.597922755159
NRTN	49.9014110737897	37.1195061446943	31.0582975049558	11.9889082139354
NRXN1	0	0	0	0
NRXN2	8.31690184563161	16.4975582865308	20.7055316699705	15.9852109519139
NRXN3	53.5978118940704	42.2749931092352	2.07055316699705	4.9953784224731
NS3BP	17.5579038963334	22.6841426439799	19.670255086472	12.9879838984301
NSA2	822.449182512459	800.131576896744	743.328586951942	648.400119237008
NSD1	831.690184563161	879.526076150673	492.791653745299	794.265169173222
NSDHL	438.947597408335	426.874320663984	270.207188293115	242.775391332192
NSF	1143.11195367181	1063.06141208833	1180.21530518832	1194.89451865556
NSFL1C	719.874059749669	715.581590678274	857.20901113678	752.303990424448
NSFP1	0	0	0	0
NSL1	367.791881617931	365.008477089494	432.745611902384	390.638592637396
NSMAF	593.272331655055	532.046254740618	558.014078505706	548.492550787546
NSMCE1	458.353701714809	459.869437237046	434.816165069381	356.670019364579
NSMCE2	339.144775260756	375.319451018576	308.512421882561	255.763375230623
NSMCE4A	210.694846756001	220.654842082349	153.220934357782	130.878914668795
NSRP1	594.196431860125	655.777941889599	537.308546835735	523.51565867518
NSUN2	1759.48679045362	1776.58080798079	1077.72292342197	1037.04056050541
NSUN3	87.789519481667	115.482908005716	120.092083685829	127.881687615311
NSUN4	511.951513608879	509.362112096638	517.638291749263	547.493475103051
NSUN5	748.521166106845	684.648668891028	669.823949523547	552.488853525524
NSUN5P1	175.579038963334	189.721920295104	229.831401536673	184.829001631505
NSUN5P2	136.766830350386	121.669492363165	213.266976200696	149.861352674193
NSUN6	67.4593149701231	68.0524279319395	57.9754886759175	40.9621030642794
NSUN7	0	0	0	0
NT5C	345.613476696247	350.57311358878	344.747102305009	248.76984543916
NT5C1A	3.69640082028072	2.06219478581635	2.07055316699705	4.9953784224731
NT5C1B	0.924100205070179	0	0	0
NT5C1B-RDH14	0	0	0	0
NT5C2	485.152607661844	552.668202598782	651.188971020573	694.35760072376
NT5C3	1318.69099263515	1294.02722809976	490.721100578302	420.610863172235
NT5C3L	837.234785793582	790.85170036057	938.995861233164	771.286428429846
NT5DC1	418.617392896791	410.376762377454	417.216463149906	400.629349482342
NT5DC2	133.070429530106	133.011563685155	37.269957005947	38.9639516952901
NT5DC3	337.296574850615	323.764581373167	279.524677544602	313.70976493131
NT5E	412.1486914613	424.812125878168	147.009274856791	141.868747198236
NT5M	126.601728094615	136.104855863879	141.832891939298	133.876141722279
NTAN1	357.626779362159	390.785911912198	432.745611902384	373.654306000988
NTF3	0	0	0	1.99815136898924
NTF4	3.69640082028072	1.03109739290818	4.14110633399411	9.99075684494619
NTHL1	198.681544090088	194.877407259645	128.374296353817	125.883536246322
NTM	662.579847035318	645.466967960518	1127.4161994299	1216.87418371445
NTN1	364.095480797651	329.951165730616	168.75008311026	202.812363952408
NTN3	0.924100205070179	0	2.07055316699705	1.99815136898924
NTN4	219.011748601632	224.779231653982	433.780888485883	459.574814867525
NTN5	0	3.09329217872453	8.28221266798821	10.9898325294408
NTNG1	0	0	1.03527658349853	0
NTNG2	13.8615030760527	9.27987653617357	44.5168930904366	49.953784224731
NTPCR	650.566544369406	705.270616749192	676.035609024538	590.45372953632
NTRK1	23.1025051267545	12.3731687148981	6.21165950099116	7.99260547595695
NTRK2	60.9906135346318	64.959135753215	44.5168930904366	38.9639516952901
NTRK3	0	2.06219478581635	0	0
NTS	12.9374028709825	11.3420713219899	8.28221266798821	5.99445410696772
NTSR1	13.8615030760527	10.3109739290818	16.5644253359764	11.9889082139354
NTSR2	2.77230061521054	1.03109739290818	0	0
NUAK1	189.440542039387	210.343868153268	180.138125528744	229.787407433762
NUAK2	16.6338036912632	11.3420713219899	33.1288506719528	28.973194850344
NUB1	843.703487229073	850.655349149244	1066.33488100348	970.102489644275
NUBP1	313.269969518791	299.018243943371	386.15816564495	330.694051567719
NUBP2	579.410828579002	525.859670383169	525.920504417252	450.583133707073
NUBPL	377.956983873703	382.537132768933	304.371315548567	305.717159455354
NUCB1	5706.31876630836	5547.30397384598	6763.46191999587	6312.160174637
NUCB2	1359.35140165823	1468.28268750124	1329.29513321211	1077.0035878852
NUCKS1	7573.00118055012	7696.11094066662	3765.30093418414	4308.0143515408
NUDC	1725.29508286602	1694.09301654813	1194.7091773573	1045.03316598137
NUDCD1	458.353701714809	490.802359024291	261.924975625127	264.755056391074
NUDCD2	403.831789615668	388.723717126382	315.759357967051	250.767996808149
NUDCD3	1750.24578840292	1865.25518377089	1973.23716814819	1936.20867655057
NUDT1	359.4749797723	361.915184910769	170.820636277257	115.892779401376
NUDT10	47.1291104585791	65.9902331461232	66.2577013439057	56.9473140161933
NUDT11	166.338036912632	153.633511543318	181.173402112242	163.848412257118
NUDT12	453.733200689458	458.838339844138	427.569228984891	428.603468648192
NUDT13	60.0665133295616	63.9280383603069	46.5874462574337	42.9602544332686
NUDT14	95.1823211222284	91.7676679688276	274.34829462711	200.814212583418
NUDT15	223.632249626983	230.965816011431	130.444849520814	123.885384877333
NUDT16	1118.16124813492	1141.42481394935	1193.6739007738	1210.87972960748
NUDT16L1	246.734754753738	254.681056048319	367.523187141977	338.686657043676
NUDT16P1	0	1.03109739290818	1.03527658349853	0
NUDT17	115.512525633772	95.8920575404603	152.185657774283	153.857655412171
NUDT18	148.780133016299	140.229245435512	409.969527065417	286.734721449956
NUDT19	438.947597408335	408.314567591637	274.34829462711	292.729175556923
NUDT2	356.702679157089	344.38652923133	389.263995395446	311.711613562321
NUDT21	1521.99303775058	1531.17962846864	985.583307490597	1098.98325294408
NUDT22	351.158077926668	354.697503160412	530.061610751246	419.61178748774
NUDT3	37.8881084078773	37.1195061446943	38.3052335894455	33.9685732728171
NUDT4	38.8122086129475	46.3993826808679	47.6227228409322	36.9658003263009
NUDT4P1	0	0	0	0
NUDT5	553.536022837037	527.921865168986	473.121398658827	386.642289899418
NUDT6	135.842730145316	127.856076720614	74.5399140118939	75.9297520215911
NUDT7	38.8122086129475	30.9329217872453	28.9877443379587	27.9741191658493
NUDT8	58.2183129194213	56.7103566099496	18.6349785029735	12.9879838984301
NUDT9	323.435071774563	270.147516941942	324.041570635039	312.710689246816
NUDT9P1	7.39280164056143	9.27987653617357	13.4585955854808	6.99352979146234
NUF2	603.437433910827	634.124896638528	9.31748925148674	8.99168116045157
NUFIP1	114.588425428702	114.451810612807	79.7162969293865	89.9168116045157
NUFIP2	2731.64020618745	2900.4769662507	2135.77559175746	2972.25016137149
NUMA1	1857.44141219106	1937.43200127446	2652.37860692323	3091.14016782635
NUMB	1040.53683090902	1028.00410072945	1001.11245624308	1076.0045122007
NUMBL	573.866227348581	543.388326062608	676.035609024538	638.409362392062
NUP107	717.101759134459	686.710863676845	409.969527065417	335.689429990192
NUP133	873.274693791319	835.188888255622	793.021862959871	870.194921194813
NUP153	1266.94138115122	1238.34796888272	548.696589254219	757.299368846921
NUP155	917.631503634688	872.308394400316	273.313018043611	407.622879273805
NUP160	1310.37409078951	1303.30710463593	506.25024933078	578.464821322385
NUP188	912.086902404267	898.08582922302	411.004803648915	510.52767477675
NUP205	2242.79119770532	2258.1032904689	602.530971596142	768.289201376362
NUP210	43.4327096382984	29.9018243943371	14.4938721689794	20.980589374387
NUP210L	0.924100205070179	4.1243895716327	4.14110633399411	0.999075684494619
NUP210P1	0	0	0	0
NUP214	770.699571028529	792.913895146387	649.118417853576	810.250380125136
NUP35	260.59625782979	266.023127370309	99.3865520158586	79.9260547595695
NUP37	706.936656878687	674.337694961946	407.898973898419	337.687581359181
NUP43	777.168272464021	700.115129784651	368.558463725475	428.603468648192
NUP50	1720.67458184067	1662.12899736798	798.198245877364	861.203240034362
NUP54	427.858394947493	442.340781557607	275.383571210608	215.800347850838
NUP62	940.734008761442	855.810836113785	571.472674091187	634.413059654083
NUP62CL	0	1.03109739290818	0	0
NUP85	550.763722221827	567.103566099496	307.477145299062	306.716235139848
NUP88	766.079070003178	788.789505574754	442.063101153871	360.666322102558
NUP93	844.627587434144	775.385239466948	454.486420155853	441.591452546622
NUP98	1953.54783351836	1914.74785863048	884.126202307742	1193.89544297107
NUPL1	889.908497482582	911.490095330827	304.371315548567	356.670019364579
NUPL2	601.589233500687	660.93342885414	578.719610175676	540.499945311589
NUPR1	523.040716069721	513.486501668271	886.196755474739	708.344660306685
NUS1	647.794243754195	641.342578388885	398.581484646933	416.614560434256
NUSAP1	1278.95468381713	1260.00101413379	37.269957005947	30.9713462193332
NUTF2	951.823211222284	922.832166652817	734.011097700455	571.471291530922
NVL	310.49766890358	294.893854371738	310.582975049558	314.708840615805
NWD1	0	1.03109739290818	0	0
NXF1	388.122086129475	385.630424947657	627.377609600107	575.467594268901
NXF2	0	0	0	0
NXF2B	0	0	0	0
NXF3	0.924100205070179	0	1.03527658349853	0
NXF4	0	0	0	0
NXF5	0	0	0	0
NXN	560.004724272529	539.263936490976	463.80390940734	448.584982338084
NXNL1	12.9374028709825	15.4664608936226	22.7760848369676	10.9898325294408
NXNL2	0.924100205070179	1.03109739290818	0	0
NXPH1	0	0	2.07055316699705	0
NXPH2	0	0	0	0
NXPH3	6.46870143549125	3.09329217872453	11.3880424184838	8.99168116045157
NXPH4	298.484366237668	284.582880442656	269.171911709617	228.788331749268
NXT1	194.985143269808	190.753017688012	85.9279564303777	81.9242061285588
NXT2	256.89985700951	259.83654301286	200.843657198714	190.823455738472
NYAP1	41.5845092281581	69.0835253248477	72.4693608448969	59.9445410696772
NYAP2	0	0	0	0
NYNRIN	0	0	1.03527658349853	1.99815136898924
NYX	0	0	4.14110633399411	1.99815136898924
O3FAR1	0	0	0	0
OAF	3409.00565650389	3403.65249398989	5882.44154743863	5149.23607788527
OAS1	167.262137117702	191.784115080921	121.127360269328	128.880763299806
OAS2	241.190153523317	299.018243943371	167.714806526761	199.815136898924
OAS3	487.000808071984	570.196858278221	160.467870442272	227.789256064773
OASL	11.0892024608421	11.3420713219899	4.14110633399411	1.99815136898924
OAT	1879.61981711274	1805.45153498221	1779.64044703397	1588.53033834644
OAZ1	8578.42220366647	8722.05284661025	7973.70024610565	6335.13891538038
OAZ2	1410.17691293709	1347.64429253098	1406.9408769745	1315.78267647941
OAZ3	162.641636092351	162.913388079492	142.868168522797	107.900173925419
OBFC1	197.757443885018	200.032894224186	162.538423609269	165.846563626107
OBFC2A	398.287188385247	444.402976343423	692.600034360514	641.406589445546
OBFC2B	690.302853187424	659.902331461232	602.530971596142	493.543388140342
OBP2A	0	0	0	0
OBP2B	0.924100205070179	0	0	0
OBSCN	202.377944910369	190.753017688012	216.372805951192	281.739343027483
OBSL1	1781.66519537531	1797.20275583895	2509.51043840043	2320.852815081
OC90	0	0	0	0
OCA2	0.924100205070179	2.06219478581635	4.14110633399411	11.9889082139354
OCEL1	189.440542039387	197.97069943837	262.960252208626	240.777239963203
OCIAD1	2160.54627945408	2212.73500518094	2051.91818849408	1916.22716286068
OCIAD2	2.77230061521054	1.03109739290818	0	1.99815136898924
OCLM	11.0892024608421	2.06219478581635	6.21165950099116	4.9953784224731
OCLN	7.39280164056143	2.06219478581635	7.24693608448969	2.99722705348386
OCM	0	0	1.03527658349853	0.999075684494619
OCM2	0	0	0	0
OCRL	1056.24653439521	987.791302406032	814.76267121334	1065.01467967126
ODAM	0	0	0	0
ODC1	2925.70124925219	2946.87634893156	1419.36419597648	1275.81964909963
ODF1	0	0	0	0
ODF2	824.2973829226	834.157790862714	390.299271978945	394.634895375375
ODF2L	230.100951062475	238.183497761788	227.760848369676	239.778164278709
ODF3	0	0	0	0
ODF3B	5.54460123042107	4.1243895716327	2.07055316699705	2.99722705348386
ODF3L1	16.6338036912632	17.528655679439	4.14110633399411	5.99445410696772
ODF3L2	1.84820041014036	5.15548696454088	5.17638291749263	3.99630273797848
ODF4	0	0	0	0
ODZ1	845.551687639214	934.174237974807	378.911229560461	590.45372953632
ODZ2	0.924100205070179	1.03109739290818	0	0
ODZ3	255.051656599369	275.303003906483	147.009274856791	210.804969428365
ODZ4	27.7230061521054	25.7774348227044	1.03527658349853	6.99352979146234
OFD1	577.562628168862	638.24928621016	599.425141845647	600.444486381266
OGDH	2072.75675997241	2121.99843460502	2535.39235298789	2632.56442864332
OGDHL	73.9280164056143	67.0213305390314	127.339019770319	104.902946871935
OGFOD1	704.164356263476	688.773058462661	417.216463149906	426.605317279202
OGFOD2	304.953067673159	322.733483980259	459.662803073346	404.625652220321
OGFR	870.502393176109	826.940109112356	1373.81202630254	1131.9527505324
OGFRL1	256.89985700951	256.743250834136	65.2224247604072	102.904795502946
OGG1	217.163548191492	212.406062939084	191.526167947227	166.845639310601
OGN	0	4.1243895716327	0	1.99815136898924
OGT	1989.5877415161	2000.32894224186	2212.38605893635	2450.7326540653
OIP5	111.816124813492	122.700589756073	11.3880424184838	4.9953784224731
OIP5-AS1	539.674519760984	568.134663492404	256.748592707635	348.677413888622
OIT3	0.924100205070179	0	0	0.999075684494619
OLA1	1685.55877404801	1645.63143908145	1060.12322150249	1034.04333345193
OLAH	0	0	0	0
OLFM1	5.54460123042107	6.18658435744905	14.4938721689794	20.980589374387
OLFM2	707.860757083757	730.016954178988	716.41139578098	629.41768123161
OLFM3	0	0	0	0
OLFM4	0	0	0	0
OLFML1	0	0	0	0
OLFML2A	13.8615030760527	14.4353635007145	17.599701919475	17.9833623209031
OLFML2B	6.46870143549125	1.03109739290818	98.35127543236	118.89000645486
OLFML3	1707.73717896969	1733.27471747864	255.713316124136	240.777239963203
OLIG1	12.0133026659123	17.528655679439	1.03527658349853	3.99630273797848
OLIG2	0	0	0	0
OLIG3	0	0	0	0
OLR1	0.924100205070179	0	0	0
OMA1	307.72536828837	336.137750088065	358.20569789049	347.678338204127
OMD	0.924100205070179	0	0	0
OMG	4.62050102535089	2.06219478581635	6.21165950099116	4.9953784224731
OMP	3.69640082028072	1.03109739290818	2.07055316699705	1.99815136898924
ONECUT1	1.84820041014036	0	1.03527658349853	1.99815136898924
ONECUT2	60.9906135346318	81.4566940397458	43.4816165069381	80.9251304440642
ONECUT3	0	0	0	0
OOEP	13.8615030760527	15.4664608936226	30.0230209214573	17.9833623209031
OPA1	2970.98215930063	2956.15622546774	1947.35525356073	2175.98684082928
OPA3	438.947597408335	490.802359024291	574.578503841682	613.432470279696
OPALIN	0	0	0	0
OPCML	0	0	3.10582975049558	5.99445410696772
OPHN1	1108.92024608421	1176.48212530823	199.808380615216	286.734721449956
OPLAH	0	0	0	0
OPN1LW	0	0	0	0.999075684494619
OPN1MW	0	0	0	0
OPN1MW2	0	0	0	0
OPN1SW	51.74961148393	36.0884087517861	40.3757867564425	28.973194850344
OPN3	1212.41946905207	1308.46259160047	717.446672364479	721.332644205115
OPN4	0	0	0	0
OPN5	0	0	1.03527658349853	0
OPRD1	2.77230061521054	3.09329217872453	0	0
OPRK1	0.924100205070179	1.03109739290818	0	0
OPRL1	11.0892024608421	30.9329217872453	27.9524677544602	20.980589374387
OPRM1	0	1.03109739290818	0	0
OPTC	1.84820041014036	2.06219478581635	5.17638291749263	4.9953784224731
OPTN	278.154161726124	348.510918802963	762.998842038414	665.384405873416
OR10A2	0	0	0	0
OR10A3	0	0	0	0
OR10A4	0	0	0	0
OR10A5	0	0	0	0
OR10A6	0	0	0	0
OR10A7	0	0	0	0
OR10AD1	0	0	0	0
OR10AG1	0	0	0	0
OR10C1	0	0	0	0
OR10G2	0	0	0	0
OR10G3	0	0	0	0
OR10G4	0	0	0	0
OR10G7	0	0	0	0
OR10G8	0	0	0	0
OR10G9	0	0	0	0
OR10H1	0	0	0	0
OR10H2	0	0	0	0
OR10H3	0	0	0	0
OR10H4	0	0	0	0
OR10H5	0	0	0	0
OR10J1	0	0	0	0
OR10J3	0	0	0	0
OR10J5	0	0	0	0
OR10K1	0	0	0	0
OR10K2	0	0	0	0
OR10P1	0	0	0	0
OR10Q1	0	0	0	0
OR10R2	0	0	0	0
OR10S1	0	0	0	0
OR10T2	0	0	0	0
OR10V1	0	0	0	0
OR10V2P	0	0	2.07055316699705	0
OR10W1	0	0	0	0
OR10X1	0	0	0	0
OR10Z1	0	0	0	0
OR11A1	0	0	0	0
OR11G2	0	0	0	0
OR11H1	0	0	0	0
OR11H12	0	0	0	0
OR11H2	0	0	0	0
OR11H4	0.924100205070179	0	0	0
OR11H6	0	0	0	0
OR11L1	0	0	0	0
OR12D2	0	0	0	0
OR12D3	0	0	0	0
OR13A1	0	0	0	0
OR13C2	0	0	0	0
OR13C3	0	0	0	0
OR13C4	0	0	0	0
OR13C5	0	0	0	0
OR13C8	0	0	0	0
OR13C9	0	0	0	0
OR13D1	0	0	0	0
OR13F1	0	0	0	0
OR13G1	0	0	0	0
OR13H1	0	0	0	0
OR13J1	0	0	0	0.999075684494619
OR14A16	0	0	0	0
OR14C36	0	0	0	0
OR14I1	1.84820041014036	0	0	0
OR14J1	0	0	0	0
OR1A1	0	0	0	0
OR1A2	0	0	0	0
OR1B1	0	0	0	0
OR1C1	0.924100205070179	0	0	0
OR1D2	0	0	0	0
OR1D4	0	0	0	0
OR1D5	0	0	0	0
OR1E1	0	0	0	0
OR1E2	0	0	0	0
OR1F1	5.54460123042107	4.1243895716327	6.21165950099116	6.99352979146234
OR1F2P	0	1.03109739290818	1.03527658349853	0
OR1G1	0	0	0	0
OR1I1	0	0	0	0
OR1J1	0	0	0	0
OR1J2	0.924100205070179	0	0	2.99722705348386
OR1J4	0.924100205070179	1.03109739290818	1.03527658349853	1.99815136898924
OR1K1	0	0	0	0
OR1L1	0	0	0	0
OR1L3	0	0	0	0
OR1L4	0	0	0	0.999075684494619
OR1L6	0	0	0	0
OR1L8	0	0	0	0
OR1M1	0	0	0	0
OR1N1	0	0	0	0
OR1N2	0	0	0	0
OR1Q1	0	0	1.03527658349853	0.999075684494619
OR1S1	0	0	0	0
OR1S2	0	0	0	0
OR2A1	0	0	0	0
OR2A12	0	0	0	0
OR2A14	0	0	0	0
OR2A2	0	0	0	0
OR2A20P	0	0	0	0
OR2A25	0	0	0	0
OR2A4	0	0	0	0
OR2A42	0	0	0	0
OR2A5	0	0	0	0
OR2A7	0	0	0	0
OR2A9P	0	0	0	0
OR2AE1	0	0	0	0
OR2AG1	0	0	0	0
OR2AG2	1.84820041014036	0	0	0
OR2AK2	0	3.09329217872453	1.03527658349853	0
OR2AT4	0	1.03109739290818	0	0.999075684494619
OR2B11	0	0	0	0
OR2B2	0	0	0	0
OR2B3	0	0	0	0
OR2B6	1.84820041014036	1.03109739290818	0	1.99815136898924
OR2C1	0	0	0	0
OR2C3	0	0	0	0
OR2D2	0	0	0	0
OR2D3	0	0	0	0
OR2F1	0	0	0	0
OR2F2	0	0	0	0
OR2G2	0	0	0	0
OR2G3	0	0	0	0
OR2G6	0	0	0	0
OR2H1	0	0	0	0
OR2H2	0	0	1.03527658349853	0
OR2J2	0	0	0	0
OR2J3	0	0	0	0
OR2K2	0	0	0	0
OR2L13	0.924100205070179	1.03109739290818	3.10582975049558	2.99722705348386
OR2L1P	2.77230061521054	8.2487791432654	8.28221266798821	12.9879838984301
OR2L2	0	2.06219478581635	9.31748925148674	2.99722705348386
OR2L3	0	0	0	0
OR2L8	0	0	0	1.99815136898924
OR2M1P	0	0	0	0
OR2M2	0	0	0	0
OR2M3	0	0	0	0
OR2M4	0.924100205070179	1.03109739290818	0	0
OR2M5	0	0	0	0
OR2M7	0	0	0	0
OR2S2	0.924100205070179	0	0	0
OR2T1	0	0	0	0
OR2T10	0	0	0	0
OR2T11	0	0	0	0
OR2T12	0	0	0	0
OR2T2	0	0	0	0
OR2T27	0	0	0	0
OR2T29	0	0	0	0
OR2T3	0	0	0	0
OR2T33	0	0	1.03527658349853	0
OR2T34	0	0	0	0
OR2T35	0	0	0	0
OR2T4	0	0	0	0
OR2T5	0	0	0	0
OR2T6	0	0	0	0
OR2T8	2.77230061521054	1.03109739290818	1.03527658349853	2.99722705348386
OR2V2	0	0	0	0
OR2W1	0	0	0	0
OR2W3	43.4327096382984	36.0884087517861	86.9632330138762	89.9168116045157
OR2W5	0	0	0	0
OR2Y1	0	0	0	0
OR2Z1	0	0	0	0
OR3A1	0	0	0	0
OR3A2	0	0	0	0
OR3A3	0	0	0	0
OR3A4P	0	0	0	0
OR4A15	0	0	0	0
OR4A16	0	0	0	0
OR4A47	0	0	0	0
OR4A5	0	0	0	0
OR4B1	0	0	0	0
OR4C11	0	0	0	0
OR4C12	0	0	0	0
OR4C13	0	0	0	0
OR4C15	0	0	0	0
OR4C16	0	0	0	0
OR4C3	0	0	0	0
OR4C45	0	0	0	0
OR4C46	0	0	0	0
OR4C6	0	0	0	0
OR4D1	0	0	0	0
OR4D10	0	0	0	0
OR4D11	0	0	0	0
OR4D2	0	0	0	0
OR4D5	0	0	0	0
OR4D6	0	0	0	0
OR4D9	0	0	0	0
OR4E2	0	0	0	0
OR4F15	0.924100205070179	1.03109739290818	2.07055316699705	2.99722705348386
OR4F16	0	0	0	0
OR4F17	0	0	0	0
OR4F21	0	0	0	0
OR4F29	0	0	0	0
OR4F3	0	0	0	0
OR4F4	0	0	0	0
OR4F5	0	0	0	0
OR4F6	0	0	0	0
OR4K1	0	0	0	0
OR4K13	0	0	0	0
OR4K14	0	0	0	0
OR4K15	0	0	0	0
OR4K17	0	0	0	0
OR4K2	0	0	0	0
OR4K5	0	0	0	0
OR4L1	0	0	0	0
OR4M1	0	0	0	0
OR4M2	0	0	0	0
OR4N2	0	0	0	0
OR4N3P	0	0	0	0
OR4N4	0	0	0	0
OR4N5	0	0	0	0
OR4P4	0	0	0	0
OR4Q3	0	0	0	0
OR4S1	0	0	0	0
OR4S2	0	0	0	0
OR4X1	0	0	0	0
OR4X2	0	0	0	0
OR51A2	0	0	0	0
OR51A4	0	0	0	0
OR51A7	0	0	0	0
OR51B2	0	0	0	0
OR51B4	0.924100205070179	2.06219478581635	0	1.99815136898924
OR51B5	0	1.03109739290818	1.03527658349853	2.99722705348386
OR51B6	0	0	0	0
OR51D1	0	0	0	0
OR51E1	0	0	0	0
OR51E2	0	0	0	0
OR51F1	0	0	0	0
OR51F2	0	0	0	0
OR51G1	0	0	0	0
OR51G2	0	0	0	0
OR51I1	0	0	0	0.999075684494619
OR51I2	0	0	0	0
OR51L1	0	0	0	0
OR51M1	0	0	0	0
OR51Q1	0	0	0	0
OR51S1	0	0	0	0
OR51T1	0	0	0	0
OR51V1	0	0	0	0
OR52A1	0	0	0	0
OR52A5	0	0	0	0
OR52B2	0	0	0	0
OR52B4	0	0	0	0
OR52B6	0	0	0	0.999075684494619
OR52D1	0	0	0	0
OR52E2	0	0	0	0
OR52E4	0	0	0	0
OR52E6	2.77230061521054	0	10.3527658349853	3.99630273797848
OR52E8	0	0	0	0
OR52H1	0	0	0	0
OR52I1	0	0	0	0
OR52I2	0	0	0	0
OR52J3	0	0	0	0
OR52K1	0	0	0	0
OR52K2	0	0	0	0
OR52L1	0	0	0	0
OR52M1	0	0	0	0
OR52N1	0	0	0	0
OR52N2	0	0	0	0
OR52N4	0	0	0	0
OR52N5	0	2.06219478581635	3.10582975049558	0.999075684494619
OR52R1	0	0	0	0
OR52W1	0	0	0	0
OR56A1	0	0	0	0
OR56A3	0	0	0	1.99815136898924
OR56A4	0	0	0	0
OR56A5	0	0	0	0
OR56B1	0	0	0	0
