A375_vivo_vehicle_rep1	A375_vivo_vehicle_rep2	A375_vivo_vehicle_rep3	A375_vivo_vehicle_rep4	A375_vivo_vem_rep1	A375_vivo_vem_rep2	A375_vivo_vem_rep3	A375_vivo_vem_rep4
ABHD8	752.030131120133	873.748237634182	718.606233894718	748.130572329269	1412.98708904616	1466.02352061531	1500.68627917306	1493.06227878867
ABI1	373.609851921089	421.21554825017	391.36557639167	378.431807014805	576.296877032397	508.641124534815	565.111987973118	572.522804016336
ABI2	1395.02391060664	1330.97849818827	1350.18579215488	1199.33772684692	1243.42863836062	1400.03215715271	1163.97371967241	1327.73827807834
ABI3	41.6903697422675	43.8439975873783	31.0446035889361	20.3770973007972	0	0	2.35463328322133	1.92985214836967
ABI3BP	14.4312818338618	9.3951423401525	8.65177477068712	7.27753475028472	28.2597417809231	75.128629172807	40.0287658147626	28.3044981760885
ABL1	1324.47097719665	1313.75407056466	1317.61440478288	1125.10687239402	944.682796676574	1063.98382936624	1058.80009968852	1213.23371727507
ABL2	676.666770432188	551.181683955613	651.936675367659	558.914668821866	671.168867296925	622.349320039604	664.006585868414	688.957216967973
ABLIM1	772.875315991266	790.757813629502	873.320323911712	707.376377727674	291.680906238814	365.49062840825	355.54962576642	501.761558576115
ABLIM2	12.8278060745438	14.0927135102287	12.2142702644995	16.0105764506264	6.05565895305496	9.13726571020626	14.127799699328	13.5089650385877
ABLIM3	389.644609514269	364.844694209255	274.31215302355	266.357771860421	982.026026887079	854.841969777074	798.22068301203	726.267691836454
ABO	0	0	0	0	0	0	0	0.643284049456558
ABP1	0	0	0	0	0	0	0	0
ABR	2908.70502740282	2760.60599094814	2675.94304378076	2650.47815605369	3118.6643608233	3141.1889008198	2948.78574835417	3119.28435581485
ABRA	0	0	0	0	0	0	0	0.643284049456558
ABT1	806.548306936944	826.77252593342	969.507702244645	882.037211734508	565.194835618463	524.885152464071	598.076853938217	586.031769054924
ABTB1	355.971618568592	322.566553678569	272.276441312801	298.378924761673	511.703181533144	539.098676902169	593.367587371774	533.282476999486
ABTB2	126.67458498612	117.439279251906	148.098026957056	104.7965004041	193.781086497759	195.943586896645	214.271628773141	236.728530200013
ACAA1	396.058512551541	366.410551265948	355.231693525859	425.008029416627	717.595585937013	570.571481015102	659.297319301971	603.400438390251
ACAA2	331.919482178822	352.317837755719	359.303116947359	327.489063762812	381.506514042462	366.505880153829	361.043770093937	373.74803273426
ACACA	912.377707051931	911.328806994792	1044.3201076147	956.268066187412	450.137315510419	430.466740125273	451.304712617421	470.8839242022
ACACB	152.330197135208	131.531992762135	154.205162089306	130.995625505125	168.549174193363	229.446894500735	215.841384295288	225.792701359252
ACAD10	229.297033582471	201.995560313279	213.749729628741	240.158646759396	344.163283831957	340.109334768788	344.561337111387	337.724125964693
ACAD11	20.8451848711337	25.0537129070733	19.3392612521241	26.199125101025	7.06493544523079	13.1982726925201	20.4068217879182	23.8015098298926
ACAD8	301.45344275178	283.420127261267	265.660378252863	283.823855261104	244.24491110655	286.300992253129	275.492094136895	286.261402008168
ACAD9	368.799424643135	400.859406513173	344.035279116735	382.798327864976	379.487961058111	356.353362698044	376.741325315412	333.221137618497
ACADL	0	3.13171411338417	1.01785585537496	1.45550695005694	1.00927649217583	0	0.784877761073775	0
ACADM	545.181758168113	591.893967429607	599.008170888161	547.270613221411	411.784808807737	341.124586514367	368.107669943601	416.848064047849
ACADS	128.278060745438	125.268564535367	88.5534594176211	135.362146355296	218.003722309979	209.141859589165	233.893572799985	226.435985408708
ACADSB	157.140624413162	142.49299215898	128.758765704932	130.995625505125	188.73470403688	206.09610435243	190.725295940927	202.634475578816
ACADVL	2681.01146957966	3069.07983111648	2490.69327810252	3164.27210942379	3273.08366412621	3388.91032674094	3331.80609575818	3208.05755463985
ACAN	0	1.56585705669208	1.52678378306243	1.45550695005694	3.02782947652748	3.04575523673542	0.784877761073775	0.643284049456558
ACAP1	51.3112242981754	75.16113872122	82.4463242853714	93.1524448036444	237.179975661319	181.730062458547	188.370662657706	207.137463925012
ACAP2	296.643015473826	305.342126054956	310.446035889361	266.357771860421	307.829330113627	260.919698613668	271.567705331526	303.630071343495
ACAP3	622.148594615376	541.786541615461	433.097666462043	521.071488120386	939.636414215694	1124.89893410095	970.108912687186	993.873856410382
ACAT1	575.647797595155	610.684252109912	569.490351082287	625.867988524486	716.586309444837	669.050900336214	700.895840638882	723.694555638627
ACAT2	618.94164309674	635.737965016986	589.847468189787	618.590453774201	411.784808807737	346.200845242259	314.735982190584	318.425604480996
ACBD3	1048.67314659396	1102.36336791123	1029.05226978408	1097.45224034294	1151.58447757262	987.839948447854	943.423068810678	1042.76344416908
ACBD4	52.9147000574933	57.9367110976071	72.2677657316218	94.6079517537013	193.781086497759	227.416391009578	204.068217879182	193.628498886424
ACBD5	541.974806649477	533.957256332	550.151089830163	432.285564166912	525.833052423606	552.296949594689	510.170544697954	630.418368467427
ACBD6	747.219703842179	724.991817248435	689.088414088845	753.952600129497	984.044579871431	996.97721415806	884.557236730145	851.708081480482
ACBD7	179.589285043614	195.73213208651	203.062243147304	165.927792306492	62.5751425149012	61.9303564802868	92.6155758067055	86.2000626271787
ACCN1	0	0	0	0	0	0	0.784877761073775	0
ACCN2	660.632012839008	649.830678527215	651.427747439971	697.187829077276	415.821914776441	425.39048139738	364.183281138232	464.451083707635
ACCN3	28.8625636677236	17.2244276236129	20.3571171074991	23.2881112009111	17.1577003669891	28.4270488761972	27.4707216375821	25.0880779288058
ACCN4	24.0521363897697	10.9609993968446	12.2142702644995	8.73304170034166	23.213359320044	13.1982726925201	10.2034108939591	13.5089650385877
ACCN5	0	0	0.508927927687478	0	0	0	0	1.28656809891312
ACCS	72.1564091693091	73.5952816645279	74.8124053700592	91.6969378535874	152.40075031855	158.379272310242	120.871175205361	129.943377990225
ACCSL	0	3.13171411338417	0	0	0	0	0	0
ACD	439.352358053127	516.732828708388	433.606594389731	507.971925569873	473.350674830463	517.778390245021	475.635923210708	551.29443038427
ACE	27.2590879084057	40.7122834739942	32.0624594443111	29.1101390011389	13.1205943982857	9.13726571020626	15.6975552214755	11.579112890218
ACE2	0	1.56585705669208	0	1.45550695005694	1.00927649217583	0	0.784877761073775	1.28656809891312
ACER1	0	0	0	0	0	0	0	0
ACER2	24.0521363897697	31.3171411338417	27.9910360228113	20.3770973007972	3.02782947652748	11.1677692013632	19.6219440268444	7.71940859347869
ACER3	186.003188080886	195.73213208651	188.812261172054	187.760396557346	131.205943982857	190.867328168753	160.899941020124	146.668763276095
ACHE	19.2417091118158	12.5268564535367	16.2856936859993	17.4660834006833	10.0927649217583	18.2745314204125	8.63365537181153	12.2223969396746
ACIN1	1882.48054143931	1694.25733534083	1804.14950365211	2043.53175787995	1516.94256774027	1388.86438795135	1574.46478871399	1537.44887820117
ACLY	1985.10299003566	2320.60015801767	2234.70253047571	2143.96173743388	1451.33959574884	1181.75303185334	1141.21226460127	1157.26800497235
ACMSD	9.62085455590788	6.26342822676833	17.3035495413742	7.27753475028472	11.1020414139341	7.10676221904931	9.41853313288531	7.07612454402213
ACN9	402.472415588813	425.913119420247	408.160198005357	375.520793114691	377.469408073759	384.780411574241	339.067192783871	331.291285470127
ACO1	165.158003209752	250.537129070733	179.65155847368	196.493438257687	248.282017075253	220.309628790529	222.120406383878	229.652405655991
ACO2	1231.46938315621	1168.12936429229	1221.42702644995	1216.8038102476	869.996336255562	908.650312292733	912.812836128801	875.509591310375
ACOT1	16.0347575931798	12.5268564535367	16.7946216136868	14.5550695005694	27.2504652887473	25.3812936394618	23.5463328322133	26.3746460277189
ACOT11	60.9320788540832	53.2391399275308	53.4374324071852	50.942743251993	11.1020414139341	17.259279674834	28.2555993986559	22.5149417309795
ACOT12	0	0	0	0	2.01855298435165	3.04575523673542	0	0.643284049456558
ACOT13	359.178570087228	350.751980699027	342.508495333672	427.919043316741	580.3339830011	513.717383262707	546.274921707348	513.340671466333
ACOT2	171.571906247024	187.90284680305	162.348008932305	170.294313156662	168.549174193363	164.470782783713	148.341896842944	162.750864512509
ACOT4	0	0	0	0	4.03710596870331	2.03050349115695	2.35463328322133	1.92985214836967
ACOT6	0	1.56585705669208	0	0	0	3.04575523673542	0.784877761073775	0
ACOT7	1803.91022923273	2012.12631784933	1587.85513438493	2021.69915362909	1046.61972238633	996.97721415806	939.498680005309	1020.2485024381
ACOT8	687.891100747413	809.548098309807	739.981206857592	720.475940278187	921.46943735653	831.491179628769	959.905501793227	928.258883365813
ACOT9	253.349169972241	292.81526960142	259.044315192926	294.012403911503	215.985169325627	180.714810712968	175.027740719452	167.253852858705
ACOX1	617.338167337422	670.186820264212	680.945567245845	668.077690076137	699.428609077848	658.898382880429	724.442173471095	690.887069116343
ACOX2	930.015940404429	994.319230999473	807.15969331234	903.869815985362	99.9183727254068	124.875964706152	105.95849774496	82.3403583304394
ACOX3	168.364954728388	206.693131483355	178.633702618305	215.415028608428	175.614109638594	152.287761836771	169.533596391936	189.768794589685
ACOXL	0	0	0.508927927687478	1.45550695005694	4.03710596870331	3.04575523673542	3.92438880536888	5.14627239565246
ACP1	1744.58162613796	1869.63332569035	1631.11400823837	1793.18456247015	2336.47507938704	2150.30319713521	1960.62464716229	1980.02830422728
ACP2	498.680961147892	560.576826295766	474.829756532417	595.30234257329	716.586309444837	803.064130752572	810.77872718921	699.893045808735
ACP5	290.229112436554	382.069121832868	328.258513358423	419.1860016164	206.901680896044	241.629915447677	255.085272348977	180.119533847836
ACP6	368.799424643135	382.069121832868	353.19598181511	369.698765314464	327.005583464968	370.566887136143	349.27060367783	299.770367046756
ACPL2	2493.40480573946	2059.10202955009	1806.18521536286	1928.54670882545	571.250494571518	632.501837495389	623.192942292578	504.977978823398
ACPP	219.676179026563	153.453991555824	161.33015307693	197.948945207744	15.1391473826374	9.13726571020626	17.2673107436231	12.8656809891312
ACPT	6.41390303727192	7.82928528346042	5.08927927687478	2.91101390011389	7.06493544523079	6.09151047347084	9.41853313288531	7.07612454402213
ACR	0	0	0	0	0	0	0	0
ACRBP	0	1.56585705669208	1.01785585537496	2.91101390011389	3.02782947652748	6.09151047347084	10.9882886550329	9.00597669239181
ACRC	28.8625636677236	34.4488552472258	47.3302972749354	40.7541946015944	55.5102070696705	51.7778390245021	71.4238762577136	57.8955644510902
ACRV1	20.8451848711337	14.0927135102287	17.8124774690617	13.0995625505125	23.213359320044	8.12201396462778	14.9126774604017	20.5850895826098
ACSBG1	1.60347575931798	6.26342822676833	3.56249549381234	1.45550695005694	258.374781997012	151.272510091192	142.062874754353	88.773198825005
ACSBG2	8.0173787965899	9.3951423401525	8.14284684299964	10.1885486503986	5.04638246087913	6.09151047347084	13.3429219382542	13.5089650385877
ACSF2	137.898915301346	142.49299215898	137.410540475619	177.571847906947	325.996306972792	324.880558585111	365.753036660379	358.309215547303
ACSF3	280.608257880647	331.961696018722	264.133594469801	330.400077662926	372.42302561288	362.444873171515	339.067192783871	309.419627788604
ACSL1	83.380739484535	131.531992762135	79.901684646934	104.7965004041	186.716151052528	138.074237398672	135.783852665763	147.955331375008
ACSL3	727.977994730363	759.44067249566	704.865179847157	753.952600129497	370.404472628528	319.804299857219	384.59010292615	326.145013074475
ACSL4	578.854749113791	640.435536187062	550.151089830163	572.014231372379	411.784808807737	430.466740125273	394.793513820109	396.906258514696
ACSL5	38.4834182236315	50.1074258141467	34.098171155061	49.4872363019361	50.4638246087913	39.5948180775604	46.3077879033528	46.3164515608722
ACSL6	0	1.56585705669208	1.52678378306243	1.45550695005694	0	0	0	0.643284049456558
ACSM1	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0
ACSM2B	0	0	0	0	0	0	0	0
ACSM3	99.4154970777148	122.136850421982	100.258801754433	91.6969378535874	143.317261888967	113.708195504789	120.871175205361	102.925447913049
ACSM4	1.60347575931798	0	0.508927927687478	0	1.00927649217583	2.03050349115695	1.56975552214755	1.92985214836967
ACSM5	0	0	0	0	0	0	0.784877761073775	0.643284049456558
ACSS1	253.349169972241	278.722556091191	236.14255844699	365.332244464293	473.350674830463	468.031054711676	532.14712200802	532.63919295003
ACSS2	553.199136964703	671.752677320904	496.713657422978	608.401905123802	242.226358122198	222.340132281686	229.969183994616	230.295689705448
ACSS3	230.900509341789	216.088273823507	211.714017917991	235.792125909225	100.927649217583	106.60143328574	104.388742222812	111.931424605441
ACTA1	6.41390303727192	3.13171411338417	0.508927927687478	0	3.02782947652748	5.07625872789236	3.92438880536888	18.0119533847836
ACTA2	104.225924355669	129.966135705443	123.669486428057	147.006201955751	196.808915974286	196.958838642224	200.928706834887	189.768794589685
ACTB	20535.7140495854	22113.0333546056	17610.9420096975	23640.3438828249	23648.3574881718	16330.3243276297	14683.4931541682	15615.7203005579
ACTBL2	14.4312818338618	4.69757117007625	8.14284684299964	5.82202780022777	0	0	0	0
ACTC1	0	0	0.508927927687478	0	2.01855298435165	2.03050349115695	0	0.643284049456558
ACTG1	33259.2941997735	33954.0444173111	32746.9675070508	41109.3382974083	46834.4663429271	43328.9139977981	38772.9613970445	45692.4660328993
ACTG2	0	0	0.508927927687478	1.45550695005694	9.08348842958244	1.01525174557847	0	0.643284049456558
ACTL10	109.036351633623	108.044136911754	88.5534594176211	100.429979553929	72.6679074366595	95.4336640843765	82.4121649127464	79.7672221326132
ACTL6A	479.439252036076	504.205972254851	559.820720456225	486.139321319019	440.04455058866	349.246600478995	331.218415173133	328.074865222844
ACTL6B	0	0	0	0	0	0	0	0.643284049456558
ACTL7A	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	1.01525174557847	0	0
ACTL8	62.5355546134012	87.6879951747567	75.3213332977467	90.2414309035305	17.1577003669891	9.13726571020626	13.3429219382542	9.00597669239181
ACTL9	0	1.56585705669208	1.01785585537496	0	0	0	0	0
ACTN1	774.478791750584	1030.33394330339	950.168440992521	953.357052287298	493.536204673979	443.665012817793	427.758379785208	425.210756690785
ACTN2	16.0347575931798	6.26342822676833	8.65177477068712	10.1885486503986	3.02782947652748	8.12201396462778	6.2790220885902	3.21642024728279
ACTN3	1.60347575931798	0	0	0	0	1.01525174557847	0.784877761073775	0.643284049456558
ACTN4	4175.45087726402	4796.22016464785	3949.78964678251	4372.34287797106	4491.28039018243	3646.78427011787	3252.53344188973	3199.05157794746
ACTR10	354.368142809274	371.108122436024	311.463891744736	378.431807014805	428.942509174726	374.627894118457	408.136435758363	395.619690415783
ACTR1A	1475.19769857254	1554.89605729524	1369.525053407	1653.45589526469	1715.7700366989	1467.03877236089	1497.54676812876	1523.93991316259
ACTR1B	1439.92123186755	1396.74449456934	1388.35538673144	1397.28667205467	1320.13365176598	1444.70323395817	1499.90140141199	1332.24126642453
ACTR2	6583.87146775963	5688.75868696234	5880.15327650112	6081.10803733791	6181.81851457694	5001.13009871956	5005.95036012854	4986.73795138724
ACTR3	1249.10761650871	1349.76878286858	1254.50734174963	1240.09192144852	884.126207146024	725.904998088608	772.319716896595	714.045294896779
