id	A375R_RPL10a_vivo__Ronly_vehicle_rep1	A375R_RPL10a_vivo__Ronly_vehicle_rep2	A375R_RPL10a_vivo__Ronly_vehicle_rep3	A375R_RPL10a_vivo__SR_vehicle_rep1	A375R_RPL10a_vivo__SR_vehicle_rep2	A375R_RPL10a_vivo__SR_vehicle_rep3	A375R_RPL10a_vivo__Ronly_vem10d_rep1	A375R_RPL10a_vivo__Ronly_vem10d_rep2	A375R_RPL10a_vivo__Ronly_vem10d_rep3	A375R_RPL10a_vivo__SR_vem10d_rep1	A375R_RPL10a_vivo__SR_vem10d_rep2	A375R_RPL10a_vivo__SR_vem10d_rep3
388	AFG3L2	1438.755179	1471.420565	1515.664906	1394.191991	1659.118948	1647.586375	1758.179064	1707.128412	1607.040391	1769.34677	1851.196213	1850.01608
389	AFM	0	0	0	0.910641405	0	0.879651028	0	0.933877687	0	0	0	0
390	AFMID	1027.042966	1012.422743	953.2483688	879.6795972	965.1318287	860.298705	1084.866748	988.0425928	901.5687909	883.0501309	818.0239326	833.513674
391	AFP	7.831482312	4.926631354	11.91560461	9.10641405	9.555760681	6.157557193	7.721471517	6.537143809	1.195714577	6.493015668	2.30105185	0.91494366
392	AFTPH	790.9797135	872.834855	927.0340387	898.8030667	913.7696151	810.1585964	782.9572118	739.6311281	866.8930681	798.6409272	837.5828733	844.4929979
393	AGA	469.8889387	447.502348	412.2799195	397.950294	424.0368802	360.6569213	428.5416692	485.6163972	467.5243995	493.4691908	476.3177329	491.3247453
394	AGAP1	613.0931867	581.3424998	694.6797488	701.1938818	530.3447178	628.0708337	583.7432467	771.3829694	601.4444321	529.9924039	538.4461328	548.9661959
395	AGAP11	8.9502655	9.853262709	10.72404415	15.48090388	14.33364102	13.19476541	8.493618669	11.20653224	17.93571865	11.36277742	12.65578517	11.89426758
396	AGAP2	53.701593	32.84420903	38.12993475	53.72784289	53.75115383	68.61278015	50.96171201	39.22286285	58.59001426	23.5371818	54.07471847	55.81156324
397	AGAP3	3733.379497	4213.090913	4153.779767	3521.450313	3185.651717	3998.01392	4361.85926	3990.459356	3960.206678	3855.228053	3847.358693	3834.528878
398	AGAP4	22.37566375	24.63315677	16.68184645	25.49795934	35.83410255	19.35232261	25.48085601	20.54530911	28.69714984	25.97206267	23.0105185	24.70347881
399	AGAP5	29.08836287	37.77084038	26.21433014	36.4256562	28.66728204	22.87092672	25.48085601	29.88408598	35.8714373	31.65345138	13.8063111	21.95864783
400	AGAP6	123.0661506	114.1336264	95.32483688	122.9365897	107.5023077	109.9563785	72.58183226	84.98286951	102.8314536	99.01848894	104.6978592	105.2185209
401	AGAP7	3.356349562	5.74773658	7.149362766	6.374489835	3.583410255	2.638953083	3.088588607	1.867755374	7.17428746	4.869761751	6.903155549	0.91494366
402	AGAP8	1.118783187	8.211052257	11.91560461	8.195772645	9.555760681	6.157557193	5.405030062	3.735510748	9.565716614	5.68138871	6.903155549	5.489661959
403	AGAP9	7.831482312	4.926631354	1.191560461	2.731924215	4.77788034	3.51860411	2.316441455	8.404899183	4.782858307	7.304642627	3.451577775	1.82988732
404	AGBL1	0	0	0	0	0	0	0	2.801633061	0	0	0	0
405	AGBL2	12.30661506	11.49547316	17.87340691	11.83833826	13.13917094	9.676161304	8.493618669	11.20653224	14.34857492	11.36277742	24.16104442	10.97932392
406	AGBL3	11.18783187	12.31657839	13.10716507	17.30218669	10.75023077	13.19476541	11.58220728	10.27265456	9.565716614	8.116269585	14.95683702	16.46898588
407	AGBL4	1.118783187	0	0	0.910641405	0	0	1.544294303	0	0	0	0	0
408	AGBL5	2833.877814	2631.642248	2798.975523	2731.013573	2318.466435	2647.749593	2598.275166	2895.02083	2954.610719	2797.678126	3190.40839	2756.725247
409	AGER	8.9502655	7.389947032	21.4480883	17.30218669	7.16682051	15.8337185	15.44294303	7.471021496	20.3271478	17.85579309	10.35473332	9.149436598
410	AGFG1	1508.119737	1589.659717	1469.194048	1286.736305	1706.897752	1381.052113	1433.105114	1556.774104	1300.937459	1357.851902	1319.653236	1471.229405
411	AGFG2	201.3809737	202.8129908	184.6918715	239.4986895	267.5612991	241.9040326	282.6058575	271.7584069	224.7943404	262.1555076	189.8367776	225.991084
412	AGGF1	1553.989847	1569.132086	1431.064114	1490.71998	1478.753965	1626.47475	1976.696708	1347.585502	1674.000407	1533.163325	1557.812102	1465.739743
413	AGK	863.7006207	743.9213345	736.3843649	752.1898005	723.8488715	752.9812796	870.9819871	742.4327611	767.6487583	756.4363254	795.0134141	749.3388573
414	AGL	210.3312392	201.9918855	249.0361363	241.3199723	286.6728204	261.2563552	266.3907673	256.8163639	217.620053	201.2834857	238.1588665	219.5864783
415	AGMAT	0	0	0	0.910641405	2.38894017	0	0	0	0	0	0	0.91494366
416	AGMO	86.14630543	55.01405012	76.2598695	82.86836785	89.58525638	73.89068632	58.68318353	79.37960339	113.5928848	61.68364885	70.18208142	91.49436598
417	AGPAT1	2997.220159	2783.546715	2757.270907	3307.449583	2749.670136	2452.467065	2642.287553	2573.766905	2832.647832	2895.073361	2478.232842	2512.43529
418	AGPAT2	2122.331707	2098.744957	1835.00311	1591.801176	1806.038769	1496.286398	2036.924186	2420.610965	1969.341908	2525.783095	1830.486746	1939.680559
419	AGPAT3	1606.572657	1708.719975	1641.970315	2033.462257	1778.565957	1593.927662	1694.862998	1753.822296	1810.311869	1964.948867	1596.929984	1560.893884
420	AGPAT4	125.303717	124.8079943	154.9028599	120.2046655	112.280188	96.76161304	76.44256802	123.2718547	120.7671722	132.2951942	112.7515406	181.1588446
421	AGPAT4-IT1	1.118783187	0	0	0.910641405	0	0	0	0	0	0.811626959	0	0
422	AGPAT5	1691.600179	1667.664713	1602.64882	1894.134122	1770.204666	1494.527096	1614.559694	1779.970871	1827.051873	1617.572528	1348.416384	1534.360517
423	AGPAT6	1199.335577	1413.943199	1346.463321	1726.576104	1518.171478	1425.914316	1394.497756	1502.609198	1702.697557	1822.102522	1593.478406	1632.259489
424	AGPAT9	761.8913507	676.590706	545.7346911	591.9169132	734.5991023	548.0225902	447.0732008	547.2523246	603.8358612	637.9387894	493.5756218	675.2284209
425	AGPHD1	51.46402662	55.01405012	60.76958351	42.80014603	70.47373502	60.6959209	42.46809334	49.49551741	59.78572884	56.00226014	55.22524439	66.79088716
426	AGPS	1068.437944	1004.211691	1080.745338	1161.067791	1112.051649	1052.062629	1234.663296	1189.760173	1113.210271	974.7639772	973.3449324	1049.440378
427	AGR2	0	0	1.191560461	0	0	0	0	0	0	0	0	0
428	AGR3	0	0	0	0	0	0	0	0	0	0	0	0
429	AGRN	2139.113454	1771.945077	1746.827636	2541.600161	1716.453512	1707.402645	1775.938449	2686.766105	1980.103339	2197.885804	2166.440317	2060.453122
430	AGRP	0	0	0	0	0	0	0	0	0	0	0	0
431	AGSK1	17.900531	18.88542019	22.63964876	13.65962107	8.361290595	17.59302055	8.493618669	7.471021496	8.370002037	20.29067396	17.25788887	18.2988732
432	AGT	4.47513275	4.105526129	2.383120922	1.82128281	7.16682051	0.879651028	0.772147152	0	1.195714577	3.246507834	1.150525925	1.82988732
433	AGTPBP1	421.7812617	450.7867689	469.4748216	467.1590407	390.5917178	421.3528422	411.5544319	366.0800533	417.3043873	415.5530028	490.124044	432.7683511
434	AGTR1	15.66296462	20.52763064	19.06496738	42.80014603	31.05622221	33.42673905	20.8479731	13.07428762	27.50143526	14.60928525	14.95683702	18.2988732
435	AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
436	AGTRAP	1180.316263	1329.36936	1052.147887	1144.676246	1288.833222	1060.859139	984.4876184	1256.999367	1079.730263	1443.072732	988.3017695	1133.615194
437	AGXT	3.356349562	2.463315677	3.574681383	0	1.194470085	1.759302055	0	0.933877687	0	0.811626959	1.150525925	0.91494366
438	AGXT2	0	1.642210451	0	0	0	0	0	1.867755374	0	0.811626959	0	0.91494366
439	AGXT2L1	0	2.463315677	0	0	0	2.638953083	0	0.933877687	2.391429153	0.811626959	1.150525925	0
440	AGXT2L2	617.5683195	596.9434991	594.58867	562.7763883	574.5401109	615.7557193	796.0837134	645.3094817	571.5515677	640.3736703	681.1113475	573.6696747
441	AHCTF1	1065.081594	1170.074947	1136.74868	1457.936889	1387.974239	1142.666685	1242.384767	1238.321813	1224.411727	1205.266033	1116.010147	985.3943216
442	AHCY	11081.54747	10907.56182	10677.57329	7832.426724	9691.93027	9992.835674	9018.678732	9080.09275	9944.758135	9765.495565	12300.27266	12434.99928
443	AHCYL1	1730.757591	1599.51298	1609.798183	1714.737766	2056.877486	1705.643343	1948.899411	1801.450058	1727.807563	1848.074585	1725.788887	1894.848319
444	AHCYL2	165.5799117	187.2119915	193.0327947	232.2135583	175.5871025	228.7092672	190.7203465	164.3624729	190.1186177	192.3555892	164.5252073	224.1611966
445	AHDC1	242.7759517	268.5014088	314.5719617	378.8268245	265.1723589	336.0266925	338.2004524	392.2286285	337.1915106	318.9693947	291.083059	294.6118584
446	AHI1	293.1211951	284.1024081	285.9745106	293.2265324	241.2829572	306.1185576	316.5803322	270.8245292	286.9714984	344.9414574	347.4588293	319.3153373
447	AHNAK	3877.702528	5136.834292	4776.965888	8045.516813	5088.442562	5989.543847	5527.029312	8240.53671	7344.07893	8255.869422	8668.062318	7394.574658
448	AHNAK2	248.3698676	265.2169879	322.9128849	313.2606433	152.8921709	230.4685692	152.885136	306.3118813	283.3843547	276.7647929	268.0725405	279.9727599
449	AHR	491.1458193	689.7283896	711.3615952	1110.071873	981.8544099	938.5876465	525.0600632	641.5739709	810.694483	749.1316827	669.6060883	933.2425329
450	AHRR	40.27619475	21.34873587	42.8961766	210.3581645	80.0294957	99.40056612	22.3922674	48.56163972	31.08857899	41.39297489	42.56945922	50.32190129
451	AHSA1	4268.15786	4668.804314	4251.487725	3077.057307	4044.475708	3793.934882	4444.479005	3756.989935	4159.891012	4343.827482	3940.551293	3992.814131
452	AHSA2	401.6431643	390.0249822	322.9128849	479.9080204	384.6193674	372.9720357	244.7706471	362.3445425	375.4543771	426.9157802	384.2756589	381.5315061
453	AHSG	1.118783187	0	0	0	0	0	0	0	1.195714577	0	0	0.91494366
454	AHSP	0	0	0	0	0	0	0	0	0	0	0	0
455	AICDA	0	0.821105226	0	0	0	0	0	0	0	0	0	0
456	AIDA	7607.725675	7982.785005	7628.370071	8852.345098	7465.438032	7532.451749	7478.245164	6765.009964	6719.915921	7197.507868	7084.938645	6228.021492
457	AIF1	1.118783187	0	0	0.910641405	0	0	0	0	0	0.811626959	0	0
458	AIF1L	409.4746466	405.6259815	355.0850174	861.4667691	510.0387263	687.0074526	428.5416692	325.9233127	383.8243791	582.7481562	464.8124737	520.6029424
459	AIFM1	790.9797135	633.8932343	683.9557046	756.7430075	670.0977177	744.1847694	953.6017324	734.9617396	748.517325	864.3827108	881.3028585	758.4882939
460	AIFM2	648.8942487	647.0309179	591.0139887	597.3807617	684.4313587	679.9702443	792.2229777	765.7797033	667.2087338	640.3736703	740.9386956	667.9088716
461	AIFM3	1.118783187	1.642210451	0	0	0	0.879651028	0	0	0	2.434880876	0	3.659774639
462	AIG1	790.9797135	612.5444984	817.4104762	542.7422774	668.9032476	482.9284142	484.9084113	652.7805032	630.1415819	570.5737519	635.0903105	642.2904491
463	AIM1	532.5407972	494.3053459	495.6891518	936.1393643	603.207393	650.0621094	569.0724508	783.5233794	701.8844565	652.5480747	532.6935032	708.1663926
464	AIM1L	6.712699125	9.853262709	5.957802305	9.10641405	9.555760681	10.55581233	13.89864873	1.867755374	5.978572884	7.304642627	9.204207399	4.574718299
465	AIM2	50.34524344	36.12862993	45.27929752	126.5791553	101.5299572	72.13138426	29.34159177	21.4791868	29.89286442	42.20460184	19.55894072	34.76785907
466	AIMP1	2261.060822	2134.873587	2155.532874	1552.643595	2030.599145	1893.888662	1701.040175	1736.07862	1818.681871	1703.604986	2226.267665	2283.699375
467	AIMP2	900.6204659	857.2338557	779.2805415	765.8494216	832.5456493	845.3446375	933.5259064	1076.760973	908.7430783	935.8058832	964.140725	1016.502406
468	AIP	4768.253945	3951.979451	4378.984694	2929.5334	3592.966016	3885.418589	3917.102501	3875.592401	3613.449451	3709.946827	3541.318797	4033.071652
469	AIPL1	0	0	0	0	0	0	0.772147152	0	0	0	0	0
470	AIRE	0	0	0	0	0	0	0	0	0	0	0	0
471	AJAP1	1343.658608	1876.225441	1338.122398	1799.427416	1777.371487	1589.529407	1517.269153	1503.543076	1462.358927	2003.095334	1544.005791	1193.086532
472	AK1	1735.232724	1897.574177	1906.496738	1943.308758	1994.765042	2172.738038	2404.46623	1996.630495	1701.501843	2258.757826	2134.225591	1930.531122
473	AK2	8848.45623	8408.117512	8405.267492	7518.255439	9246.392928	8604.746352	11165.24781	9562.907514	9031.232198	9440.844782	9449.269421	9380.0024
474	AK3	1050.537413	1266.144258	1195.135142	1136.480473	1448.892213	1419.756759	1546.610745	1326.106315	1196.910291	1184.163733	1221.858532	1183.937096
475	AK4	3854.208081	3117.736542	3704.561473	3025.150747	3435.295965	2843.911772	2834.552194	3082.730245	3017.983592	2977.047684	3260.590471	3875.701343
476	AK5	432.9690935	385.9194561	370.5753034	468.0696822	520.7889571	421.3528422	362.9091613	461.3355774	459.1543975	338.4484417	625.8861031	739.2744771
477	AK7	1.118783187	1.642210451	2.383120922	0.910641405	1.194470085	1.759302055	0	1.867755374	0	2.434880876	1.150525925	5.489661959
478	AK8	7.831482312	4.926631354	2.383120922	7.28513124	0	7.037208221	5.405030062	10.27265456	5.978572884	4.058134793	6.903155549	10.97932392
479	AKAP1	1266.462568	1267.786469	1074.787536	1083.663272	1096.523538	947.3841567	925.8044349	1209.371605	1404.964628	1160.626551	982.5491398	1341.307405
480	AKAP10	739.5156869	799.7564899	867.4560156	837.7900926	688.014769	842.7056844	809.9823621	702.2760206	719.8201752	791.3362846	701.8208142	688.0376321
481	AKAP11	561.6291601	587.0902364	632.7186048	799.5431536	747.7382732	676.4516402	502.6677958	577.1364105	717.428746	536.4854196	460.21037	625.8214633
482	AKAP12	2451.253964	2692.404035	2367.630636	3265.560078	2754.448016	2724.279232	2376.668933	2649.410998	2112.827657	2326.122863	2938.443212	2613.079092
483	AKAP13	241.6571685	279.1757768	254.9939387	456.2313439	278.3115298	321.0726251	298.8209477	291.3698383	308.4943608	297.8670938	311.7925256	247.0347881
484	AKAP14	0	0.821105226	0	0	0	0	0	0	0	0	0	0
485	AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0
486	AKAP2	2.237566375	4.105526129	4.766241844	1.82128281	2.38894017	5.277906166	1.544294303	2.801633061	2.391429153	6.493015668	2.30105185	2.744830979
487	AKAP3	2.237566375	6.568841806	5.957802305	0.910641405	1.194470085	2.638953083	2.316441455	1.867755374	1.195714577	4.869761751	2.30105185	3.659774639
488	AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
489	AKAP5	10.06904869	17.24320974	10.72404415	27.31924215	15.52811111	17.59302055	20.07582594	6.537143809	10.76143119	14.60928525	12.65578517	13.7241549
490	AKAP6	4.47513275	2.463315677	10.72404415	20.94475231	4.77788034	17.59302055	4.63288291	3.735510748	4.782858307	3.246507834	13.8063111	3.659774639
491	AKAP7	218.1627216	243.0471468	254.9939387	216.7326544	231.7271965	242.7836836	327.3903923	219.4612564	285.7757838	212.6462631	270.3735923	243.3750135
492	AKAP8	625.3998018	713.5404412	686.3388255	736.7088966	709.5152305	889.3271889	784.5015061	880.6466588	698.2973128	714.2317235	832.9807696	782.2768291
493	AKAP8L	997.9546032	845.7383825	954.4399293	778.5984012	770.4332049	889.3271889	880.247753	904.9274787	858.5230661	961.7779459	1032.021755	996.3736455
494	AKAP9	236.0632526	234.0149893	237.1205317	448.0355712	216.1990854	233.9871733	193.0367879	247.477587	271.4272089	219.1392788	234.7072887	265.3336613
495	AKD1	51.46402662	45.98189264	54.81178121	43.71078744	39.41751281	42.22324933	38.60735759	45.76000666	51.4157268	33.2767053	33.36525182	34.76785907
496	AKIP1	878.2448022	772.6600174	859.1150924	809.560209	926.908786	910.4388136	986.0319127	889.9854357	932.6573698	857.0780682	1005.559658	871.0263641
497	AKIRIN1	2812.620933	3224.480221	3170.742387	3196.351331	3594.160486	3194.892532	2477.82021	2865.136744	2592.309202	3102.849862	2666.919094	2682.61481
498	AKIRIN2	757.4162179	790.7243324	717.3193975	677.5172053	943.6313672	660.6179217	679.4894935	700.4082652	689.9273108	790.5246576	648.8966216	623.9915759
499	AKIRIN2-AS1	13.42539825	17.24320974	16.68184645	23.67667653	7.16682051	14.07441644	8.493618669	13.07428762	10.76143119	8.116269585	14.95683702	21.95864783
500	AKNA	62.6518585	55.83515535	46.47085798	82.86836785	39.41751281	57.17731679	62.54391929	72.84245958	57.39429968	64.93015668	82.83786659	49.40695763
501	AKNAD1	161.104779	155.1888877	162.0522227	52.81720149	91.97419655	75.64998837	123.5435443	129.8089985	115.9843139	79.53944194	112.7515406	131.751887
502	AKR1A1	2573.201331	2432.934784	2521.341935	1921.453364	2399.690401	2296.768833	2630.705346	2295.471355	2526.544901	2645.092258	2740.552753	2624.97336
503	AKR1B1	5009.911113	5552.313536	4923.527825	3596.122908	4685.906144	4422.885367	6351.68247	5827.396767	5414.195603	5079.161507	5346.493973	5303.013452
504	AKR1B10	4.47513275	2.463315677	4.766241844	3.64256562	0	1.759302055	0.772147152	3.735510748	3.58714373	2.434880876	6.903155549	3.659774639
505	AKR1B15	1.118783187	0	0	0	1.194470085	2.638953083	1.544294303	0.933877687	1.195714577	5.68138871	0	0.91494366
506	AKR1C1	11.18783187	12.31657839	20.25652784	10.01705545	9.555760681	18.47267158	20.8479731	13.07428762	11.95714577	12.17440438	17.25788887	15.55404222
507	AKR1C2	12.30661506	22.16984109	13.10716507	19.1234695	7.16682051	22.87092672	22.3922674	24.28081986	14.34857492	33.2767053	19.55894072	30.19314077
508	AKR1C3	64.88942487	44.33968219	53.62022074	50.08527727	48.97327349	65.09417604	62.54391929	41.09061823	34.67572273	39.76972097	54.07471847	69.53571814
509	AKR1C4	0	0.821105226	1.191560461	3.64256562	0	1.759302055	0	0	0	0.811626959	1.150525925	0
510	AKR1CL1	0	0	0	0	0	0	0	0	0	0	1.150525925	0
511	AKR1D1	0	0	0	0	0	0	0	0	0	1.623253917	0	0.91494366
512	AKR1E2	1.118783187	0.821105226	4.766241844	2.731924215	1.194470085	5.277906166	3.088588607	2.801633061	4.782858307	3.246507834	0	4.574718299
513	AKR7A2	2077.580379	1924.670649	1746.827636	1768.465608	1877.706974	1841.989252	2284.783422	2112.431328	1871.293313	2010.399976	1732.692043	1825.312601
514	AKR7A2P1	0	1.642210451	1.191560461	3.64256562	0	0	0	1.867755374	1.195714577	0	2.30105185	1.82988732
515	AKR7A3	11.18783187	17.24320974	9.532483688	13.65962107	22.69493162	13.19476541	12.35435443	20.54530911	20.3271478	21.10230092	12.65578517	25.61842247
516	AKR7L	5.593915937	8.211052257	11.91560461	5.46384843	13.13917094	9.676161304	6.177177214	5.603266122	3.58714373	12.98603134	8.053681474	10.97932392
517	AKT1	5128.502131	5033.375034	5045.066992	6080.352661	4977.356844	5932.36653	6384.11265	6029.114347	5916.395726	6330.690277	5909.10115	5168.516734
518	AKT1S1	4696.651821	4879.007251	4832.96923	4464.874809	5092.025973	4631.36266	5511.586369	4574.132911	4987.3255	4868.950124	3326.170449	3791.526526
519	AKT2	3940.354386	4208.985387	4287.234539	4934.765774	3750.636067	4934.842265	4981.893423	4591.876587	4681.222568	4878.689648	4454.836381	4165.738483
520	AKT3	4525.477993	4557.134003	4843.693274	4787.241866	4264.258204	4523.165584	3624.45873	4006.335277	4366.749634	3807.342062	4474.395322	4472.244609
521	AKTIP	1155.703033	1129.840791	1183.219538	1046.326974	1027.244273	1087.24867	1067.879511	1004.852391	1096.470267	1180.105598	1248.320628	1084.208237
522	ALAD	1341.421042	1364.676885	1319.05743	1238.472311	1088.162247	1515.638721	1339.675308	1391.477754	1452.793211	1484.465707	1576.220517	1588.342193
523	ALAS1	2226.378543	2195.635374	2181.747204	2233.803366	1951.764119	2116.440372	2483.997387	2116.166839	1939.449043	2250.641556	2467.878109	1734.733179
524	ALAS2	0	0	0	0	2.38894017	0.879651028	0.772147152	0	2.391429153	2.434880876	0	0
525	ALB	1.118783187	0	0	0	0	0	0	0	1.195714577	1.623253917	1.150525925	1.82988732
526	ALCAM	1228.42394	1185.675946	1229.690396	1125.552777	1414.252581	881.4103297	1260.144152	1543.699817	1479.098931	1201.207899	1763.756243	1393.459194
527	ALDH16A1	384.8614165	359.6440889	338.4031709	345.1330925	395.3695982	426.6307484	491.0855885	508.0294617	498.6129785	424.4808993	392.3293404	451.0672243
528	ALDH18A1	1881.793321	1531.361246	1532.346753	1705.631352	1630.451666	1488.369539	1698.723734	1730.475354	1736.177565	1821.290895	1663.660487	1592.001968
529	ALDH1A1	0	0	0	3.64256562	0	0	1.544294303	1.867755374	1.195714577	0	2.30105185	1.82988732
530	ALDH1A2	0	0.821105226	1.191560461	0	1.194470085	0	0	0	0	4.058134793	1.150525925	0.91494366
531	ALDH1A3	806.6426782	912.2479058	882.9463016	1381.443011	1490.698666	1247.345157	782.9572118	1066.488318	905.1559346	1034.012745	907.7649547	939.6471386
532	ALDH1B1	679.1013948	713.5404412	651.7835722	728.513124	692.7926493	631.5894378	752.0713258	796.597667	724.6030335	672.8387486	740.9386956	690.7824631
533	ALDH1L1	0	0	2.383120922	1.82128281	1.194470085	1.759302055	0.772147152	0	1.195714577	2.434880876	2.30105185	0
534	ALDH1L2	167.8174781	201.9918855	156.0944204	234.9454825	189.9207435	173.2912524	362.9091613	252.1469755	223.5986258	232.9369371	265.7714886	301.9314077
535	ALDH2	385.9801997	410.5526129	341.9778523	404.3247838	332.0626836	479.40981	720.4132925	418.3772038	449.5886809	598.1690684	571.8113847	580.0742803
536	ALDH3A1	0	0	0	0	0	0	0	0	0	0	0	0
537	ALDH3A2	831.2559083	954.1242723	869.8391365	892.4285769	940.0479569	864.6969601	890.2856659	1055.281786	957.767376	1029.95461	786.9597326	973.500054
538	ALDH3B1	989.0043377	927.0277999	979.4626989	555.491257	704.7373502	804.8806903	768.286416	991.7781035	1135.928848	994.2430242	1044.67754	1376.075264
539	ALDH3B2	0	0	0	0	0	0	0	0	0	0	0	0
540	ALDH4A1	114.1158851	123.1657839	107.2404415	157.5409631	149.3087606	161.8557891	139.7586345	155.023696	130.3328889	189.1090813	193.2883554	182.988732
541	ALDH5A1	268.507965	267.6803036	300.2732362	346.9543753	306.9788119	311.3964638	210.7961724	296.0392268	319.255792	288.9391972	265.7714886	356.8280273
542	ALDH6A1	27.96957969	19.70652542	26.21433014	28.22988355	14.33364102	29.02848391	19.30367879	11.20653224	25.11000611	20.29067396	23.0105185	17.38392954
543	ALDH7A1	2035.066618	1874.58323	1777.808208	1604.550156	1753.482085	1863.100876	2186.720734	2009.704782	1981.299054	1925.179146	2532.307561	2426.430586
544	ALDH8A1	3.356349562	0.821105226	0	0.910641405	3.583410255	0.879651028	0	0.933877687	1.195714577	2.434880876	2.30105185	0.91494366
545	ALDH9A1	1991.434074	1710.362185	1789.723812	1634.601322	1931.458128	2059.263056	2023.797685	1878.028028	1782.810434	1964.13724	2329.814998	2312.977572
546	ALDOA	126468.3703	86372.8798	110259.8557	57148.21201	66559.45655	76500.61092	63206.42154	83259.86518	67989.52655	83279.41896	86640.35477	102342.8529
547	ALDOB	1.118783187	0	0	0	1.194470085	1.759302055	0	0	0	0	0	0.91494366
548	ALDOC	6183.514677	4200.774335	5782.642917	2536.136313	3096.06646	3668.144785	2372.808197	2981.871454	2453.606311	2900.75475	2680.725405	4732.088608
549	ALG1	460.9386732	428.6169278	368.1921824	506.3166212	455.0931024	352.7400621	523.5157689	605.1527411	546.4415616	529.9924039	515.4356143	475.7707031
550	ALG10	129.7788497	119.881363	163.2437832	141.1494178	164.8368717	109.9563785	155.9737246	156.8914514	172.182899	132.2951942	162.2241554	129.9219997
551	ALG10B	262.9140491	258.6481461	297.8901152	373.362976	333.2571537	278.8493758	264.0743259	268.9567738	307.2986462	210.2113823	302.5883182	279.0578162
552	ALG11	53.701593	51.72962922	29.78901152	55.5491257	47.7788034	47.50115549	34.74662183	53.23102816	81.30859122	56.00226014	40.26840737	41.17246469
553	ALG12	513.521483	500.0530825	554.0756144	498.1208485	439.5649913	488.2063203	371.40278	553.7894684	532.0929866	419.6111376	548.8008662	654.1847167
554	ALG13	977.8165058	1037.877005	1173.687054	973.4756619	1101.301418	1074.933556	1210.726734	1033.802599	1045.05454	1014.533698	893.9586436	905.7942232
555	ALG14	322.209558	383.4561404	291.9323129	430.7333845	470.6212135	297.3220473	449.3896423	438.9225129	405.3472415	370.9135201	329.0504145	390.6809427
556	ALG1L	0	0.821105226	0	0	0	0.879651028	4.63288291	0.933877687	1.195714577	1.623253917	0	1.82988732
557	ALG1L2	43.63254431	36.12862993	40.51305567	29.14052496	19.11152136	43.10290035	40.15165189	26.14857523	22.71857696	33.2767053	35.66630367	36.59774639
558	ALG2	632.1125009	799.7564899	708.9784743	717.5854271	689.2092391	716.9155875	643.1985774	712.5486751	736.5601793	676.0852565	570.6608587	681.6330265
559	ALG3	2708.574097	2636.56888	2487.978243	1759.359194	2012.682093	1929.954355	2159.695583	2334.694217	2762.100672	2610.192299	1769.508872	2290.10398
560	ALG5	1119.901971	1389.310042	1133.173998	891.5179355	1238.665478	930.6707872	1165.170052	1158.94221	1321.264607	1402.491384	1357.620591	1462.994912
561	ALG6	134.2539825	137.9456779	101.2826392	156.6303217	163.6424017	87.96510276	116.5942199	133.5445092	168.5957553	133.9184482	101.2462814	148.2208729
562	ALG8	1022.567833	917.9956424	794.7708275	798.6325122	822.9898886	665.8958279	921.9436991	999.249125	945.8102302	936.6175101	684.5629253	781.3618854
563	ALG9	617.5683195	486.0942936	563.6080981	460.7845509	481.3714443	402.0005196	468.6933211	563.1282452	603.8358612	565.7039901	558.0050736	548.0512522
564	ALK	6.712699125	8.211052257	4.766241844	6.374489835	4.77788034	6.157557193	3.860735759	2.801633061	0	4.058134793	1.150525925	6.404605618
565	ALKBH1	326.6846907	302.9878283	355.0850174	268.6392145	301.0064614	326.3505312	331.2511281	316.5845359	300.1243588	336.8251878	265.7714886	278.1428726
566	ALKBH2	1892.981153	1776.050603	1882.665528	1264.880911	1546.83876	1676.614859	1737.331091	1518.485119	1725.416134	1873.23502	1959.34565	2069.602558
567	ALKBH3	799.929979	823.5685414	762.598695	595.5594788	728.6267519	755.6202327	841.6403954	850.7625728	801.1287664	947.9802876	956.0870436	880.1758007
568	ALKBH4	417.3061289	447.502348	440.8773706	342.4011683	408.5087691	412.5563319	474.0983512	379.1543409	446.0015371	404.1902254	357.8135626	448.3223933
569	ALKBH5	4309.552838	3997.961344	4867.524483	4470.338657	4554.514434	4750.9952	4130.215115	4381.754107	4167.0653	4265.099667	3833.552382	4390.814623
570	ALKBH6	276.3394473	270.1436193	231.1627294	246.7838207	253.227658	253.339496	331.2511281	242.8081986	249.9043465	248.3578493	204.7936146	181.1588446
571	ALKBH7	1943.326397	1918.922913	2047.100872	1211.153069	1709.286692	1430.312571	1251.650533	1769.698217	1807.92044	1808.304864	1762.605717	1902.167869
572	ALKBH8	535.8971468	527.1495549	493.3060309	721.2279927	627.0967947	616.6353704	627.7556343	533.2441592	530.8972721	435.0320498	464.8124737	380.6165625
573	ALLC	13.42539825	9.853262709	4.766241844	3.64256562	4.77788034	8.796510276	2.316441455	1.867755374	3.58714373	7.304642627	2.30105185	7.319549278
574	ALMS1	213.6875888	221.6984109	222.8218062	315.9925675	231.7271965	209.3569446	201.5304066	208.2547242	215.2286238	189.1090813	177.1809924	199.4577178
575	ALMS1P	0	0	0	0	0	0	0	0	0	0	0	0
