id	A375R_RPL10a_vivo__Ronly_vehicle_rep1	A375R_RPL10a_vivo__Ronly_vehicle_rep2	A375R_RPL10a_vivo__Ronly_vehicle_rep3	A375R_RPL10a_vivo__SR_vehicle_rep1	A375R_RPL10a_vivo__SR_vehicle_rep2	A375R_RPL10a_vivo__SR_vehicle_rep3	A375R_RPL10a_vivo__Ronly_vem10d_rep1	A375R_RPL10a_vivo__Ronly_vem10d_rep2	A375R_RPL10a_vivo__Ronly_vem10d_rep3	A375R_RPL10a_vivo__SR_vem10d_rep1	A375R_RPL10a_vivo__SR_vem10d_rep2	A375R_RPL10a_vivo__SR_vem10d_rep3
9488	KRT40	0	0	0	0	0	0	0	0	0	0	0	0
9489	KRT42P	2.237566375	1.642210451	0	1.82128281	0	0.879651028	0	0.933877687	0	0	1.150525925	0
9490	KRT5	1.118783187	0.821105226	0	0	2.38894017	1.759302055	3.860735759	0	1.195714577	6.493015668	1.150525925	4.574718299
9491	KRT6A	0	4.105526129	0	3.64256562	3.583410255	2.638953083	0.772147152	0.933877687	0	0.811626959	0	1.82988732
9492	KRT6B	5.593915937	9.853262709	2.383120922	40.06822182	22.69493162	18.47267158	1.544294303	2.801633061	4.782858307	4.058134793	5.752629624	16.46898588
9493	KRT6C	0	0	0	0	0	0	0	0	0	0	0	0.91494366
9494	KRT7	1014.736351	969.7252716	818.6020367	722.1386341	865.9908117	1019.515541	2183.632145	1193.495684	1052.228828	1137.089369	1664.811013	1059.504758
9495	KRT71	0	0	0	0	0	0	0	0	1.195714577	0.811626959	0	0
9496	KRT72	0	0	0	0	0	0	0	0	0	0	0	0
9497	KRT73	1.118783187	0	0	0	0	0	0	0	0	0	0	0
9498	KRT74	0	0	0	0	0	0	0	0	0	0	0	0
9499	KRT75	2.237566375	9.853262709	3.574681383	2.731924215	4.77788034	6.157557193	2.316441455	3.735510748	3.58714373	8.116269585	11.50525925	29.27819711
9500	KRT76	0	0	0	0	0	0	0	0	0	0	0	0
9501	KRT77	0	0	1.191560461	0	0	0	0	0.933877687	0	4.869761751	0	0
9502	KRT78	1.118783187	0	3.574681383	0.910641405	0	2.638953083	0.772147152	1.867755374	2.391429153	8.927896544	1.150525925	1.82988732
9503	KRT79	10.06904869	15.60099929	9.532483688	193.0559779	140.94747	110.8360295	10.03791297	8.404899183	11.95714577	34.08833226	3.451577775	13.7241549
9504	KRT8	1527.139051	1102.744318	1218.966352	1149.229453	1170.580683	1366.977697	1464.763147	1352.254891	1083.317407	1461.740152	1787.917287	1240.663603
9505	KRT80	9766.977227	11693.35952	11178.02868	6534.762722	7439.15969	10488.0792	12461.68288	9920.582668	10816.43406	11815.66526	14822.22549	11659.12706
9506	KRT81	14499.43011	16608.4954	13158.40217	12478.51917	15049.1286	16217.24634	11345.1581	16693.99753	17630.81143	20557.69923	28862.09335	26246.98877
9507	KRT82	0	0	0	0.910641405	0	0	0	0	0	0	0	0
9508	KRT83	1.118783187	1.642210451	1.191560461	0.910641405	0	1.759302055	4.63288291	4.669388435	5.978572884	7.304642627	13.8063111	2.744830979
9509	KRT84	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9510	KRT85	0	0	0	0	0	0	1.544294303	0.933877687	1.195714577	1.623253917	1.150525925	0
9511	KRT86	52.58280981	58.29847103	34.55525337	34.60437339	50.16774357	61.57557193	88.79692245	65.37143809	56.19858511	103.8882507	85.13891844	62.21616886
9512	KRT8P41	0	0	0	0	0	0	0	0	0	0	0	0
9513	KRT9	1.118783187	3.284420903	1.191560461	0	8.361290595	2.638953083	0.772147152	1.867755374	3.58714373	0.811626959	1.150525925	4.574718299
9514	KRTAP1-1	0	0	0	0	0	0	0	0	0	0	0	0
9515	KRTAP1-3	0	0	0	0	0	0	0	0	0	0	0	0
9516	KRTAP1-5	0	4.926631354	0	1.82128281	0	4.398255138	0	0	0	1.623253917	1.150525925	0
9517	KRTAP10-1	0	0	0	0	0	0	0	0	0	0	0	0
9518	KRTAP10-10	0	0	0	0	0	0	0	0	0	0	0	0
9519	KRTAP10-11	0	0	0	0	0	0	0	0	0	0	0	0
9520	KRTAP10-12	0	0	0	0	0	0	0	0	0	0	0	0
9521	KRTAP10-2	0	0.821105226	0	0	0	0.879651028	0	0	0	0.811626959	1.150525925	0.91494366
9522	KRTAP10-3	0	0	0	0	0	0	0	0	0	0	0	0
9523	KRTAP10-4	0	0	0	0	0	0	0	0	0	0	0	0
9524	KRTAP10-5	0	0	0	0	0	0	0	0	0	0	0	0
9525	KRTAP10-6	0	0	0	0	0	0	0	0	0	0	0	0
9526	KRTAP10-7	0	0	0	0	0	0	0	0	0	0	0	0
9527	KRTAP10-8	0	0	0	0	0	0	0	0	0	0	0	0
9528	KRTAP10-9	0	0	0	0	0	0	0	0	0	0	0	0
9529	KRTAP11-1	0	0	0	0	0	0	0	0	0	0	0	0
9530	KRTAP12-1	0	0	0	0	0	0	0	0	0	0	0	0
9531	KRTAP12-2	0	0	0	0	0	0	0	0	0	0	0	0
9532	KRTAP12-3	0	0	0	0	0	0	0	0	0	0	0	0
9533	KRTAP12-4	0	0	0	0	0	0	0	0	0	0	0	0
9534	KRTAP13-1	0	0	0	0	0	0	0	0	0	0	0	0
9535	KRTAP13-2	0	7.389947032	8.340923227	1.82128281	3.583410255	7.916859248	2.316441455	0	3.58714373	4.869761751	3.451577775	9.149436598
9536	KRTAP13-3	0	0	0	0	0	0	0	0	0	0	0	0
9537	KRTAP13-4	0	0	0	0	0	0	0	0	0	0	0	0
9538	KRTAP15-1	0	0	0	0	0	0	0	0	0	0	0	0
9539	KRTAP16-1	0	0	0	0	0	0	0	0	0	0	0	0
9540	KRTAP17-1	0	0	0	0	0	0	0	0	0	0	0	0
9541	KRTAP19-1	3.356349562	9.032157483	3.574681383	0	3.583410255	3.51860411	4.63288291	0.933877687	2.391429153	2.434880876	2.30105185	8.234492938
9542	KRTAP19-2	0	0	0	0	0	0	0	0	0	0	0	0
9543	KRTAP19-3	0	0	0	0	0	0	0	0	0	0	0	0
9544	KRTAP19-4	0	0	0	0	0	0	0	0	0	0	0	0
9545	KRTAP19-5	1.118783187	0	0	0	1.194470085	0.879651028	4.63288291	0	0	0	0	0
9546	KRTAP19-6	0	0	0	0	0	0	0	0	0	0	0	0
9547	KRTAP19-7	0	0	0	0	0	0	0	0	0	0	0	0
9548	KRTAP19-8	0	0	0	0	0	0	0	0	0	0	0	0
9549	KRTAP2-1	2.237566375	0	1.191560461	0.910641405	0	0	0	0	0	1.623253917	0	0
9550	KRTAP2-2	3.356349562	0	0	0	0	0	0	0	0	0	0	0
9551	KRTAP2-4	0	0	0	0	0	0	0	0	0	0	0	0
9552	KRTAP20-1	0	0	0	0	0	0	0	0	0	0	0	0
9553	KRTAP20-2	1.118783187	0	0	0	0	0	0	0	0	0	0	0
9554	KRTAP20-3	0	0	0	0	0	0	0	0	0	0	0	0
9555	KRTAP20-4	3.356349562	0	1.191560461	2.731924215	2.38894017	3.51860411	3.088588607	0.933877687	1.195714577	5.68138871	5.752629624	0.91494366
9556	KRTAP21-1	0	0	0	0	0	0	0	0	0	0	0	0
9557	KRTAP21-2	0	0	0	0	0	0	0	0	0	0	0	0
9558	KRTAP21-3	0	0	0	0	0	0	0	0	0	0	0	0
9559	KRTAP22-2	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9560	KRTAP23-1	0	0	0	0	0	0	0	0	0	0	0	0
9561	KRTAP24-1	0	0.821105226	0	0	1.194470085	0.879651028	0	0	0	0	0	0
9562	KRTAP25-1	0	0	0	0	0	0	0	0	0	0	0	0
9563	KRTAP26-1	0	0	0	0	0	0	0	0	0	0	0	0
9564	KRTAP27-1	0	0	0	0	0	0	0.772147152	0	0	0	0	0
9565	KRTAP3-1	0	0	0	0	0	0	0	0	0	0	0	0
9566	KRTAP3-2	0	0.821105226	0	0	0	0	0	0	0	0	0	0
9567	KRTAP3-3	0	0	0	0	0	0	0	0	0	0	0	0
9568	KRTAP4-1	0	0	0	0	0	0	0	0	0	0.811626959	0	0
9569	KRTAP4-11	0	0	0	0	0	0	0	0	0	0	0	0
9570	KRTAP4-12	0	0	0	0	0	0	0	0	1.195714577	0	0	0
9571	KRTAP4-2	0	0	0	0	0	0	0	0	0	0	0	0
9572	KRTAP4-3	0	0	0	0	0	0	0	0	0	0	0	0
9573	KRTAP4-4	0	0	0	0	0	0	0	0	0	0	0	0
9574	KRTAP4-5	0	0	0	0	0	0	0	0	0	0	0	0
9575	KRTAP4-6	0	0	0	0	0	0	0	0	0	0	0	0
9576	KRTAP4-7	0	0	0	0	0	0	0	0	0	0	0	0
9577	KRTAP4-8	11.18783187	0	0	0.910641405	1.194470085	0.879651028	0.772147152	0	0	0.811626959	0	0.91494366
9578	KRTAP4-9	1.118783187	1.642210451	1.191560461	0.910641405	0	0	0	0.933877687	0	0.811626959	0	1.82988732
9579	KRTAP5-1	0	0	0	0	0	0	0.772147152	0	0	0	0	0
9580	KRTAP5-10	0	0	0	0	0	0	0	0	0	0	0	0
9581	KRTAP5-11	0	0	0	0	0	0	0	0	0	0.811626959	0	0
9582	KRTAP5-2	0	0	0	0	0	0	0	0	0	0	0	0
9583	KRTAP5-3	0	0	0	0	0	0	0	0	0	0	0	0
9584	KRTAP5-4	0	0	0	0	0	0	0	0	0	0	0	0
9585	KRTAP5-5	0	0	0	0	0	0	0	0	0	0	0	0
9586	KRTAP5-6	0	0	0	0	0	0	0	0	0	0	0	0
9587	KRTAP5-7	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9588	KRTAP5-8	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9589	KRTAP5-9	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9590	KRTAP6-1	0	0	0	0	0	0	0	0	0	0	0	0
9591	KRTAP6-2	1.118783187	0	0	0	0	0	0	0	0	0	0	0
9592	KRTAP6-3	0	0	0	0.910641405	2.38894017	0	0	0.933877687	0	0	0	0.91494366
9593	KRTAP7-1	0	0	0	0	0	0	0	0	0	0	0	0
9594	KRTAP8-1	0	0.821105226	0	0	0	0.879651028	0	0	0	0	0	0
9595	KRTAP9-1	0	0	0	0	0	0	0	0	0	0	0	0
9596	KRTAP9-2	0	0	0	0	0	0	0	0	0	0	0	0
9597	KRTAP9-3	0	0	0	0	0	0	0	0	0	0	0	0
9598	KRTAP9-4	0	0	0	0	0	0	0	0	0	0	0	0
9599	KRTAP9-8	0	0	0	0	0	0	0	0	0	0	0	0
9600	KRTAP9-9	0	0	0	0	0	0	0	0	0	0	0	0
9601	KRTCAP2	4795.104741	4583.40937	4579.166852	3302.896376	4670.378033	3327.719837	3952.62127	4431.249625	4388.272497	4392.5251	4466.34164	4194.101736
9602	KRTCAP3	1.118783187	0.821105226	1.191560461	2.731924215	2.38894017	2.638953083	2.316441455	0	0	0	0	1.82988732
9603	KRTDAP	0	0	0	0	0	0	0	0	0	0	0	0
9604	KSR1	32.44471244	34.48641948	44.08773706	56.45976711	28.66728204	47.50115549	37.06306328	31.75184136	43.04572476	36.52321313	27.6126222	38.42763371
9605	KSR2	2.237566375	0	0	9.10641405	5.972350425	0.879651028	0	0.933877687	0	0	3.451577775	0.91494366
9606	KTI12	440.8005759	587.0902364	463.5170193	473.5335306	544.6783588	493.4842265	515.7942973	518.3021163	502.2001222	470.743636	501.6293032	508.7086748
9607	KTN1	4237.950714	3760.661934	3693.837429	3780.983113	3546.381683	3063.824529	2887.830347	3411.45519	3564.425153	3566.288856	3724.252419	4427.41237
9608	KY	7.831482312	3.284420903	2.383120922	12.74897967	4.77788034	13.19476541	0.772147152	1.867755374	1.195714577	12.98603134	5.752629624	16.46898588
9609	KYNU	1941.08883	1555.994403	1634.820952	1518.949863	1446.503273	1550.824762	1417.662171	1648.294117	1806.724725	1850.509465	1568.166836	2116.264685
9610	L1CAM	5055.781224	4140.012548	4263.403329	3470.454394	3139.067384	3456.148887	5453.675333	5169.946875	4699.158287	3887.693131	5173.915084	5107.215509
9611	L1TD1	2.237566375	1.642210451	1.191560461	4.553207025	7.16682051	2.638953083	3.088588607	4.669388435	1.195714577	0.811626959	10.35473332	7.319549278
9612	L2HGDH	340.110089	375.2450882	330.0622477	430.7333845	408.5087691	413.435983	434.7188464	382.8898517	395.7815249	391.204194	409.5872293	333.0394921
9613	L3MBTL1	5.593915937	10.67436793	14.29872553	18.2128281	11.94470085	4.398255138	13.12650158	19.61143143	13.15286034	10.55115046	12.65578517	14.63909856
9614	L3MBTL2	553.7976778	526.3284497	463.5170193	542.7422774	462.2599229	545.3836371	774.4635932	596.747842	634.9244402	478.8599055	523.4892958	505.0489002
9615	L3MBTL3	144.3230312	113.3125212	117.9644856	136.5962107	132.5861794	126.669748	116.5942199	149.4204299	132.724318	107.1347585	115.0525925	136.3266053
9616	L3MBTL4	3.356349562	2.463315677	2.383120922	4.553207025	3.583410255	7.037208221	9.265765821	3.735510748	2.391429153	9.739523502	6.903155549	0.91494366
9617	LACC1	224.8754207	264.3958827	244.2698945	218.5539372	266.366829	240.1447305	151.3408417	193.3126812	230.7729133	212.6462631	260.018859	248.8646755
9618	LACE1	109.6407524	95.24820619	126.3054089	83.77900926	106.3078376	65.09417604	89.5690696	71.9085819	92.07002241	97.39523502	88.59049622	104.3035772
9619	LACRT	0	0	0	0	0	0	0	0	0	0	0	0
9620	LACTB	562.7479433	466.3877682	495.6891518	315.9925675	317.7290426	460.9371385	352.0991012	447.327412	368.2800896	321.4042756	429.14617	541.6466466
9621	LACTB2	721.6151559	666.7374433	778.088981	576.4360093	698.7649998	694.9243118	801.4887435	686.4000999	709.058744	666.345733	681.1113475	695.3571814
9622	LAD1	70.48334081	113.3125212	72.68518812	89.24285769	72.86267519	51.89941063	112.7334841	83.11511414	77.72144749	68.98829148	81.68734067	90.57942232
9623	LAG3	3.356349562	7.389947032	3.574681383	7.28513124	7.16682051	7.037208221	3.088588607	7.471021496	3.58714373	8.927896544	5.752629624	4.574718299
9624	LAGE3	1529.376617	1491.948195	1549.028599	1397.834557	1662.702358	1393.367228	1705.673058	1282.214064	1342.78747	1733.635183	1150.525925	1462.079968
9625	LAIR1	10.06904869	9.032157483	4.766241844	6.374489835	4.77788034	6.157557193	6.177177214	5.603266122	9.565716614	4.058134793	6.903155549	6.404605618
9626	LAIR2	32.44471244	9.032157483	22.63964876	0.910641405	0	4.398255138	5.405030062	5.603266122	19.13143323	0	0	0.91494366
9627	LALBA	0	0	0	0	0	0	0	0	0	0	0	0
9628	LAMA1	118.5910179	164.2210451	138.2210135	183.9495638	132.5861794	129.3087011	169.8723734	167.164106	182.9443302	150.1509873	165.6757332	183.9036756
9629	LAMA2	32.44471244	25.454262	39.32149521	57.37040851	37.02857264	43.98255138	33.20232752	25.21469755	43.04572476	37.33484009	24.16104442	31.10808443
9630	LAMA3	36.91984519	28.7386829	16.68184645	33.69373198	11.94470085	34.30639008	25.48085601	21.4791868	29.89286442	29.21857051	37.96735552	30.19314077
9631	LAMA4	464.2950228	582.9847103	530.2444051	1520.771146	880.3244527	743.3051183	433.9466993	569.665389	773.6273311	912.2687014	616.6818957	1140.934744
9632	LAMA5	1788.934317	1585.554191	1739.678273	2178.254241	1331.834145	1834.952044	1409.168552	2235.703183	1715.850418	1827.783911	1754.552035	1764.011376
9633	LAMB1	9214.298332	7109.129044	8323.04982	8068.282848	6667.532015	6863.916968	5598.06685	6666.952807	6733.068782	6731.633994	9779.470361	10480.67962
9634	LAMB2	478.8392042	398.2360345	411.088359	641.0915491	501.6774357	391.4447073	412.326579	627.5658056	551.2244199	457.7576046	484.3714144	470.2810411
9635	LAMB2P1	8.9502655	1.642210451	1.191560461	2.731924215	1.194470085	5.277906166	6.949324365	0	7.17428746	4.869761751	2.30105185	2.744830979
9636	LAMB3	9525.320058	8096.097526	7678.415611	6159.578463	6833.563357	5781.946204	6577.921585	8233.065688	6613.497324	6789.259508	7642.943719	8433.035712
9637	LAMB4	3.356349562	0.821105226	3.574681383	5.46384843	0	0.879651028	3.860735759	4.669388435	3.58714373	2.434880876	2.30105185	3.659774639
9638	LAMC1	3559.968103	3731.923251	3310.154961	7020.134591	4908.07758	3552.030849	2948.829972	4259.41613	4043.906699	4512.645889	4187.914367	4298.405314
9639	LAMC2	183.4804427	174.0743079	152.519739	240.4093309	244.8663674	212.8755487	152.885136	175.5690051	157.8343241	200.4718588	231.2557109	122.6024504
9640	LAMC3	1.118783187	0.821105226	0	3.64256562	0	0.879651028	1.544294303	1.867755374	3.58714373	1.623253917	0	0
9641	LAMP1	2644.803455	2333.581052	2101.912653	1920.542723	2269.493162	1771.61717	2266.25189	2834.31878	2757.317814	2716.51543	3046.592649	2428.260473
9642	LAMP2	1143.396418	955.7664828	977.079578	1165.620998	1301.972393	929.7911362	1025.411417	1032.868722	1086.90455	972.3290963	1111.408043	974.4149976
9643	LAMP3	1.118783187	0	0	3.64256562	1.194470085	0	0.772147152	0	0	1.623253917	0	0
9644	LAMTOR1	5026.692861	5449.675383	5004.553936	5324.520295	5657.010323	5397.538705	5745.546956	5435.168138	5381.91131	6432.143646	5046.206707	5108.130452
9645	LAMTOR2	2668.297902	2978.148654	2758.462467	2248.373629	3202.374298	2660.944359	3459.21924	2975.334311	2852.97498	3232.710176	2711.789605	2758.555134
9646	LAMTOR3	925.233696	1113.418686	1103.384987	822.3091887	1061.883906	972.8940365	982.9433241	845.1593067	960.1588051	978.010485	965.291251	1062.249589
9647	LANCL1	936.4215279	860.5182766	984.2289408	836.8794512	934.0756065	975.5329896	1243.929061	1087.033628	1041.467396	835.1641403	950.334414	995.4587018
9648	LANCL2	667.9135629	658.526391	652.9751326	655.6618116	705.9318203	752.1016286	933.5259064	954.4229961	774.8230457	724.782874	778.9060511	788.6814347
9649	LANCL3	53.701593	49.26631354	48.8539789	54.6384843	50.16774357	71.25173324	49.41741771	61.63592734	59.78572884	62.49527581	57.52629624	63.13111252
9650	LAP3	1269.818918	1174.180473	1210.625428	1125.552777	1405.89129	1486.610237	1662.432818	1529.691651	1396.594626	1538.844713	1726.939413	1470.314461
9651	LAPTM4A	3038.615137	2957.621023	2549.939387	2669.089958	2893.006546	2192.090361	2978.171564	3116.349841	3419.743689	2892.63848	3467.685138	3293.797175
9652	LAPTM4B	3557.730536	3703.184568	2782.293676	3311.092148	3932.19552	2512.283335	3318.688458	3700.023396	4122.823861	3896.621028	3235.278901	3450.252541
9653	LAPTM5	67.12699125	56.65626058	60.76958351	57.37040851	44.19539315	44.86220241	44.7845348	45.76000666	51.4157268	47.0743636	44.87051107	61.3012252
9654	LARGE	11.18783187	21.34873587	19.06496738	34.60437339	13.13917094	22.87092672	30.11373892	18.67755374	11.95714577	13.7976583	25.31157035	21.04370417
9655	LARP1	3253.421509	3364.889215	3631.876285	4346.491426	3757.802888	4041.996472	4011.304453	4103.458556	4267.505324	4389.278592	4071.711248	3862.892131
9656	LARP1B	490.0270361	559.993764	487.3482285	406.1460666	525.5668374	445.983071	425.4530806	353.0057657	463.9372558	490.222683	563.7577032	546.2213649
9657	LARP4	2014.928521	2272.819265	2050.675553	2272.960947	2554.971512	2290.611276	2409.87126	1995.696617	2263.487694	2003.095334	2051.387724	1850.01608
9658	LARP4B	900.6204659	899.1102222	932.991841	805.007002	1003.354871	782.8894146	933.5259064	860.1013497	917.1130804	861.94783	783.5081548	757.5733503
9659	LARP6	2329.306596	2900.143657	2925.280932	2089.011383	2631.417597	2544.830423	2407.554819	2506.527712	2662.856362	2558.248173	2749.75696	2839.070176
9660	LARP7	824.5432092	718.4670725	639.8679676	699.372599	757.2940339	729.2307019	811.5266564	729.3584735	699.4930274	659.8527173	754.7450067	682.5479702
9661	LARS	2738.781243	2492.875465	2398.611208	2621.736605	2998.119914	2587.053672	2819.881398	2566.295884	2696.336371	2578.538847	2627.801212	2437.40991
9662	LARS2	424.018828	399.8782449	393.2149521	486.2825103	451.5096922	384.4074991	541.2751534	607.0204965	462.7415412	555.1528396	464.8124737	392.51083
9663	LAS1L	1291.075798	1129.019685	937.7580828	1039.952484	1052.328145	1044.14577	1206.093851	1186.95854	1249.521733	1113.552187	1153.977503	1150.999124
9664	LASP1	9027.46154	7692.93486	8519.657296	9014.439268	8566.73945	10190.75715	10166.0894	10736.79177	9490.386596	10164.0044	12312.92845	10520.93714
9665	LAT	13.42539825	13.95878884	10.72404415	9.10641405	9.555760681	7.916859248	7.721471517	8.404899183	10.76143119	9.739523502	6.903155549	10.06438026
9666	LAT2	88.38387181	64.04620761	44.08773706	90.15349909	82.41843587	96.76161304	79.53115663	44.82612897	46.63286849	107.1347585	77.08523697	57.64145056
9667	LATS1	168.9362613	186.3908862	209.7146411	254.9795934	189.9207435	205.8383405	162.923049	177.4367605	166.2043262	175.311423	154.1704739	188.4783939
9668	LATS2	654.4881647	826.0318571	720.8940789	816.8453403	837.3235296	964.9771773	774.4635932	733.0939843	838.1959183	665.534106	855.9912881	668.8238153
9669	LAX1	0	0	0	1.82128281	1.194470085	0.879651028	0	0.933877687	0	0.811626959	0	0
9670	LAYN	2.237566375	0	0	0	2.38894017	1.759302055	0	0.933877687	1.195714577	0.811626959	2.30105185	0.91494366
9671	LBH	349.0603545	1221.804576	759.0240137	265.9072903	324.8958631	497.0028306	365.2256028	382.8898517	743.7344667	431.7855419	722.5302808	816.1297445
9672	LBP	1.118783187	3.284420903	5.957802305	2.731924215	0	7.037208221	0.772147152	0.933877687	1.195714577	6.493015668	0	0.91494366
9673	LBR	1040.468364	1089.606635	944.9074456	1110.071873	1427.391752	746.8237224	1204.549557	1308.362639	1279.414597	1017.780206	973.3449324	1029.311617
9674	LBX1	0	0.821105226	0	0	0	0	0	0	0	0	0	0
9675	LBX2	163.3423454	112.4914159	137.029453	144.7919834	115.8635983	153.0592788	145.9358117	162.4947175	161.4214679	150.9626143	176.0304665	179.3289573
9676	LCA5	70.48334081	58.29847103	57.19490213	67.38746397	62.11244442	62.45522296	47.10097625	55.09878353	64.56858714	52.7557523	62.12839994	62.21616886
9677	LCA5L	19.01931419	18.06431497	16.68184645	19.1234695	9.555760681	21.11162466	20.8479731	12.14040993	19.13143323	18.66742005	18.4084148	13.7241549
9678	LCAT	38.03862837	46.80299787	38.12993475	37.3362976	26.27834187	41.3435983	32.43018037	31.75184136	29.89286442	37.33484009	43.71998515	28.36325345
9679	LCE1A	2.237566375	0.821105226	0	0.910641405	0	1.759302055	0	0	1.195714577	0	1.150525925	0
9680	LCE1B	6.712699125	1.642210451	2.383120922	3.64256562	3.583410255	3.51860411	0	0.933877687	0	4.058134793	2.30105185	0.91494366
9681	LCE1C	1.118783187	1.642210451	2.383120922	0.910641405	0	5.277906166	1.544294303	0.933877687	0	0.811626959	1.150525925	1.82988732
9682	LCE1D	2.237566375	0	0	5.46384843	4.77788034	0.879651028	0	0	0	0.811626959	0	0
9683	LCE1E	8.9502655	11.49547316	15.49028599	6.374489835	10.75023077	14.07441644	2.316441455	9.33877687	10.76143119	14.60928525	5.752629624	21.04370417
9684	LCE1F	53.701593	25.454262	65.53582535	27.31924215	33.44516238	38.70464521	7.721471517	21.4791868	16.74000407	51.94412535	11.50525925	26.53336613
9685	LCE2A	3.356349562	6.568841806	1.191560461	13.65962107	7.16682051	7.916859248	2.316441455	4.669388435	3.58714373	12.98603134	3.451577775	13.7241549
9686	LCE2B	0	0	0	0	0	0	0	0	0	0	0	0
9687	LCE2C	0	0	0	0.910641405	0	0	0	0	0	0	0	0
9688	LCE2D	0	0	0	0	0	0.879651028	0	0	0	0	0	0
9689	LCE3A	0	1.642210451	1.191560461	0	1.194470085	0	0.772147152	0.933877687	1.195714577	0	1.150525925	0
9690	LCE3B	1.118783187	0	0	0	0	0	0	0	0	0.811626959	0	0
9691	LCE3C	7.831482312	4.105526129	2.383120922	5.46384843	8.361290595	7.037208221	6.949324365	6.537143809	10.76143119	3.246507834	2.30105185	11.89426758
9692	LCE3D	1.118783187	0.821105226	9.532483688	0.910641405	4.77788034	1.759302055	0.772147152	3.735510748	4.782858307	4.869761751	2.30105185	8.234492938
9693	LCE3E	13.42539825	7.389947032	25.02276968	0	3.583410255	0.879651028	1.544294303	4.669388435	3.58714373	25.97206267	0	3.659774639
9694	LCE4A	0	0	0	0	0	0	0	0	0	0	0	0
9695	LCE5A	74.95847356	59.94068148	79.83455089	60.10233273	64.50138459	55.41801474	54.82244777	62.56980503	66.9600163	72.23479931	47.17156292	70.4506618
9696	LCE6A	0	0	0	0	0	0	0	0	0	0	0	0
9697	LCK	2.237566375	2.463315677	2.383120922	0.910641405	0	11.43546336	15.44294303	6.537143809	2.391429153	19.479047	10.35473332	5.489661959
9698	LCLAT1	209.2124561	229.088358	209.7146411	260.4434418	267.5612991	177.6895076	229.3277041	275.4939177	280.9929255	212.6462631	199.040985	228.7359149
9699	LCMT1	1682.649914	1588.017507	1832.619989	1294.932078	1481.142905	1586.010803	1654.711346	1363.461423	1501.817508	1783.144428	1821.282539	1610.300841
9700	LCMT2	401.6431643	403.1626658	395.5980731	414.3418393	428.8147605	402.0005196	466.3768796	480.9470088	398.1729541	364.4205044	414.189333	387.9361117
9701	LCN1	52.58280981	30.38089335	27.4058906	273.1924215	77.64055553	116.9935867	65.6325079	41.09061823	32.28429357	22.72555484	12.65578517	32.02302809
9702	LCN10	2.237566375	8.211052257	3.574681383	6.374489835	10.75023077	10.55581233	2.316441455	2.801633061	5.978572884	8.116269585	13.8063111	4.574718299
9703	LCN12	1.118783187	0	0	0.910641405	0	0	0	0.933877687	0	0	0	0.91494366
9704	LCN15	0	0	0	0	0	0	0	0	0	0.811626959	0	0
9705	LCN2	55.93915937	55.83515535	64.34426489	37.3362976	41.80645298	28.14883288	20.07582594	34.55347442	52.61144138	27.59531659	48.32208884	63.13111252
9706	LCN6	0	0	1.191560461	0	0	0	0	0	0	0	0	0
9707	LCN8	0	0	0	0	0	0	0	0	0	0	0	0
9708	LCN9	0	0	0	0	0	0	0	0	0	0	0	0
9709	LCNL1	0	0	0	0	0	0	0	0	0	0	0	0
9710	LCOR	891.6702004	1068.257899	1018.784194	1454.294324	1233.887598	1204.242257	1001.474856	945.0842192	1072.555975	826.2362438	913.5175844	899.3896175
9711	LCORL	422.9000449	393.3094031	418.2377218	356.9714307	412.0921793	387.0464521	351.326954	432.3853691	368.2800896	377.4065357	341.7061997	334.8693795
9712	LCP1	16.78174781	12.31657839	16.68184645	13.65962107	27.47281196	14.07441644	20.07582594	10.27265456	11.95714577	17.04416613	11.50525925	12.80921124
9713	LCP2	0	0	1.191560461	35.51501479	8.361290595	11.43546336	0	1.867755374	2.391429153	2.434880876	1.150525925	0.91494366
9714	LCT	0	0.821105226	1.191560461	0	1.194470085	0.879651028	0.772147152	1.867755374	0	0	1.150525925	0
9715	LCTL	77.19603993	53.37183967	59.57802305	94.70670612	78.83502561	99.40056612	59.45533068	68.17307115	51.4157268	43.82785576	54.07471847	64.04605618
9716	LDB1	1034.874448	999.2850597	1079.553778	1272.166043	994.9935809	1308.041078	1008.42418	1206.569972	1169.408856	1040.505761	1114.859621	1156.488786
9717	LDB2	11.18783187	10.67436793	19.06496738	68.29810537	44.19539315	36.94534316	3.088588607	11.20653224	10.76143119	9.739523502	9.204207399	16.46898588
9718	LDB3	2.237566375	6.568841806	2.383120922	6.374489835	8.361290595	7.916859248	4.63288291	8.404899183	2.391429153	4.869761751	8.053681474	0.91494366
9719	LDHA	48928.86392	40536.32278	47018.97579	37341.76145	38613.63444	46162.32663	37525.57943	44305.02522	37993.83068	44964.94513	47657.08486	55432.77657
9720	LDHAL6A	0	0	0	0.910641405	0	0.879651028	0	0	1.195714577	0	0	0
9721	LDHAL6B	0	0	1.191560461	2.731924215	0	1.759302055	2.316441455	0	0	0.811626959	1.150525925	0.91494366
